run_num,project_name,epoch,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss,batch_num_graphs,batch_num_nodes,batch_num_edges
1,PNA,1,1,1775704963.1939754,776.367517,288.123919,476.298337,4.089929,0.7949039340019226,4096,56579,117124
1,PNA,1,2,1775704963.9829838,783.692991,290.435448,481.463805,4.100459,0.805092453956604,4096,57112,118322
1,PNA,1,3,1775704964.2696605,281.420967,104.178743,169.617805,3.51339,0.7835401892662048,1808,24950,51554
1,PNA,2,4,1775704966.223884,774.077929,287.349007,475.439872,4.176741,0.8115047216415405,4096,56513,116928
1,PNA,2,5,1775704967.009017,779.810075,289.288159,478.956103,3.902185,0.7892865538597107,4096,56921,117924
1,PNA,2,6,1775704967.301791,287.577731,107.866936,171.892843,3.645771,0.7815811038017273,1808,25207,52148
1,PNA,3,7,1775704969.3135822,783.900875,291.262683,481.151878,4.264561,0.7987105250358582,4096,57013,118116
1,PNA,3,8,1775704970.093027,773.906266,286.98293,475.332241,4.017158,0.7933363914489746,4096,56589,117034
1,PNA,3,9,1775704970.383886,285.644957,107.340607,170.684602,3.527069,0.8012333512306213,1808,25039,51850
1,PNA,4,10,1775704972.3903084,780.173201,290.272846,478.658067,4.090058,0.7881343364715576,4096,56896,117854
1,PNA,4,11,1775704973.1737535,778.116416,288.496316,477.992935,4.008477,0.8089641332626343,4096,56843,117636
1,PNA,4,12,1775704973.4600592,280.890148,103.863409,169.34889,3.599761,0.7896373271942139,1808,24902,51510
1,PNA,5,13,1775704975.4976916,775.288009,288.161841,475.939362,4.107359,0.7846070528030396,4096,56556,117020
1,PNA,5,14,1775704976.285425,782.391749,290.040602,480.740271,3.973077,0.8083914518356323,4096,57027,118154
1,PNA,5,15,1775704976.5762827,285.527245,107.465989,170.455969,3.523679,0.7987616062164307,1808,25058,51826
1,PNA,6,16,1775704978.611934,778.211059,289.293379,477.586499,4.184631,0.7976704835891724,4096,56798,117450
1,PNA,6,17,1775704979.3962922,779.080483,288.889502,478.596216,3.918456,0.7905791997909546,4096,56870,117860
1,PNA,6,18,1775704979.6833613,281.813464,104.321125,169.744088,3.56927,0.8093730211257935,1808,24973,51690
1,PNA,7,19,1775704981.7161403,778.440692,289.001604,477.767031,4.546486,0.7877535820007324,4096,56801,117602
