run_num,project_name,epoch,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss
1,PNA,1,1,1775695322.934218,329.220403,123.870768,197.940869,3.755404,0.794482409954071
1,PNA,1,2,1775695323.7580335,330.043476,123.138976,198.452487,4.14417,0.7952806949615479
1,PNA,1,3,1775695324.7319884,335.344617,125.426785,200.934159,4.623949,0.8112448453903198
1,PNA,1,4,1775695325.5552604,332.913655,124.780084,199.80066,4.042799,0.7988754510879517
1,PNA,1,5,1775695326.2557495,282.284254,104.054181,170.076364,4.081979,0.7834954261779785
1,PNA,2,6,1775695327.0760794,329.397336,123.98577,198.361785,3.959227,0.8203475475311279
1,PNA,2,7,1775695328.050574,329.794002,122.410293,198.354165,4.1301,0.8025810122489929
1,PNA,2,8,1775695328.8830166,334.002854,125.180041,200.467131,4.056149,0.7900842428207397
1,PNA,2,9,1775695329.7086346,329.846353,123.665925,197.720474,4.183091,0.7883793711662292
1,PNA,2,10,1775695330.5955834,289.487947,108.050248,173.33381,4.040829,0.7815238833427429
1,PNA,3,11,1775695331.4189138,330.784839,124.586591,199.198839,3.932826,0.7909327745437622
1,PNA,3,12,1775695332.2396653,334.229998,125.038307,200.720547,4.152281,0.8063654899597168
1,PNA,3,13,1775695333.0510428,330.623778,123.835198,198.413957,4.11395,0.7988537549972534
1,PNA,3,14,1775695334.0100217,330.511035,123.326969,198.841503,4.03404,0.787666916847229
1,PNA,3,15,1775695334.7357635,286.939813,107.312706,171.481358,4.07681,0.8011673092842102
1,PNA,4,16,1775695335.5484014,332.336806,124.878906,200.443411,3.976917,0.7795240879058838
1,PNA,4,17,1775695336.5126436,331.619724,123.97397,198.294155,4.057139,0.7965409755706787
1,PNA,4,18,1775695337.3348336,330.515115,124.024251,198.141082,4.06189,0.7948594093322754
1,PNA,4,19,1775695338.1574547,331.596923,124.490129,198.816663,4.037549,0.8229221105575562
1,PNA,4,20,1775695338.8761268,281.710945,103.812297,169.727259,4.11067,0.7895578742027283
1,PNA,5,21,1775695339.8158216,328.703373,123.116154,198.551669,3.934027,0.7785311937332153
1,PNA,5,22,1775695340.6367216,331.105265,123.484131,199.297311,4.0896,0.790499210357666
1,PNA,5,23,1775695341.4727998,333.057919,124.61824,200.048925,4.1164,0.7996637225151062
1,PNA,5,24,1775695342.4398403,332.804794,124.507779,199.932593,4.1237,0.8169071674346924
1,PNA,5,25,1775695343.1637876,286.912973,107.355897,171.510099,4.07314,0.7986316680908203
