run_num,project_name,epoch,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss
1,PNA,1,1,1775685648.4196568,150.165518,56.56906,87.508656,4.078908,0.813826322555542
1,PNA,1,2,1775685648.816169,150.83582,56.415388,87.106299,4.167291,0.7750419974327087
1,PNA,1,3,1775685649.2148986,150.749188,56.448157,86.901544,3.913286,0.8113110065460205
1,PNA,1,4,1775685649.6139257,149.927735,56.109452,86.446337,4.101029,0.7791300415992737
1,PNA,1,5,1775685650.0170949,154.613995,57.293393,89.56741,4.434736,0.8364639282226562
1,PNA,1,6,1775685650.4186254,152.169213,57.001618,87.740779,4.143371,0.7858728170394897
1,PNA,1,7,1775685650.8187296,152.887565,57.060528,88.406121,4.1501,0.7854467630386353
1,PNA,1,8,1775685651.349554,151.193706,56.399568,86.982086,4.282373,0.8121600151062012
1,PNA,1,9,1775685651.7409987,149.942935,56.113102,86.450138,4.191141,0.7713607549667358
1,PNA,1,10,1775685652.0426898,115.43864,47.473456,60.828832,4.080009,0.7990987300872803
1,PNA,2,11,1775685652.436891,149.65567,56.619931,87.296691,4.08955,0.8187161684036255
1,PNA,2,12,1775685652.8322792,151.760186,56.769793,87.411275,4.076499,0.8217726945877075
1,PNA,2,13,1775685653.2251096,149.624209,55.99211,86.288844,4.16147,0.8189393281936646
1,PNA,2,14,1775685653.622065,150.057567,56.01499,86.729713,4.203252,0.7860299348831177
1,PNA,2,15,1775685654.1667306,153.564577,57.039359,88.37663,4.15356,0.7945998311042786
1,PNA,2,16,1775685654.5683138,153.19117,57.236542,88.542453,4.184241,0.7853396534919739
1,PNA,2,17,1775685654.9700763,150.932462,56.532819,87.025657,4.198891,0.7573158144950867
1,PNA,2,18,1775685655.3706377,150.686848,56.412347,86.827084,4.161131,0.8191525936126709
1,PNA,2,19,1775685655.7772758,152.363486,56.563739,88.071175,4.157681,0.778888463973999
1,PNA,2,20,1775685656.086519,116.050241,47.587228,61.184618,4.184461,0.784649133682251
1,PNA,3,21,1775685656.4829643,151.38384,57.068719,88.37133,4.269143,0.8037046790122986
1,PNA,3,22,1775685656.879807,151.738295,56.792374,87.335063,4.096469,0.7778935432434082
1,PNA,3,23,1775685657.4553275,151.869349,56.748543,87.580287,4.12938,0.8052586317062378
1,PNA,3,24,1775685657.854221,153.139149,57.14324,88.363759,4.144811,0.8071383237838745
1,PNA,3,25,1775685658.2518892,151.319288,56.57012,87.189251,4.092269,0.7880287170410156
1,PNA,3,26,1775685658.6489353,149.751273,55.980531,86.61959,4.10581,0.8093490600585938
1,PNA,3,27,1775685659.0477455,149.739522,56.061611,86.291945,4.213542,0.8032365441322327
1,PNA,3,28,1775685659.4493558,150.795369,56.430468,86.948506,4.1923,0.7717120051383972
1,PNA,3,29,1775685659.8503299,151.501222,56.742473,87.363432,4.196772,0.7926228642463684
1,PNA,3,30,1775685660.2877975,116.167522,48.170688,60.617788,4.289653,0.8119603991508484
1,PNA,4,31,1775685660.6871965,150.657966,56.875915,88.058865,4.066489,0.7736105918884277
1,PNA,4,32,1775685661.081455,152.782564,56.906497,88.35906,4.083899,0.7849577069282532
1,PNA,4,33,1775685661.4784014,150.533034,56.215034,87.039667,4.149561,0.7882823944091797
1,PNA,4,34,1775685661.8737884,151.718216,56.768664,87.604617,4.12403,0.804283618927002
1,PNA,4,35,1775685662.2698567,150.672036,56.388837,86.913595,4.195101,0.7820011377334595
1,PNA,4,36,1775685662.8085742,151.98474,56.754633,87.784911,4.176651,0.8074631094932556
1,PNA,4,37,1775685663.2087917,152.888475,57.023248,88.517553,4.193201,0.8493237495422363
1,PNA,4,38,1775685663.6013033,150.26491,56.084322,86.784213,4.13395,0.7960803508758545
1,PNA,4,39,1775685663.998905,149.814074,55.882709,86.507859,4.200391,0.787436306476593
1,PNA,4,40,1775685664.2983167,117.578127,49.656183,60.374345,4.328414,0.7918931245803833
1,PNA,5,41,1775685664.6939776,149.978675,56.206584,86.074932,4.19229,0.7990976572036743
1,PNA,5,42,1775685665.0905023,152.015591,56.847295,87.880732,4.161421,0.7575303316116333
1,PNA,5,43,1775685665.644203,150.730489,56.158113,86.861665,4.194552,0.7966970205307007
1,PNA,5,44,1775685666.0451026,152.284725,56.918517,88.064484,4.197401,0.7838364839553833
1,PNA,5,45,1775685666.4443583,151.906578,56.736942,87.455615,4.225252,0.8174028396606445
1,PNA,5,46,1775685666.843125,152.58825,57.092289,88.116536,4.1366,0.7813833951950073
1,PNA,5,47,1775685667.2414827,151.587884,56.689423,87.551966,4.194672,0.8296363353729248
1,PNA,5,48,1775685667.6421165,153.20325,57.14262,88.761957,4.173801,0.8037038445472717
1,PNA,5,49,1775685668.0442736,150.337992,56.00438,86.760883,4.218551,0.7854052782058716
1,PNA,5,50,1775685668.3477192,116.218173,47.272113,61.702987,4.203492,0.815185546875
1,PNA,6,51,1775685668.880985,150.745238,56.927347,88.054464,4.075599,0.7856857776641846
1,PNA,6,52,1775685669.2749567,149.61084,56.053981,86.145203,4.161091,0.829007625579834
1,PNA,6,53,1775685669.6765275,152.327036,56.828525,87.998973,4.11279,0.8066610097885132
1,PNA,6,54,1775685670.0788102,152.186513,56.967657,87.972253,4.10167,0.767615795135498
1,PNA,6,55,1775685670.4747598,152.095012,56.810734,87.680699,3.730233,0.7857173681259155
1,PNA,6,56,1775685670.8707814,152.269234,56.898866,87.77343,4.202931,0.7862979173660278
1,PNA,6,57,1775685671.399586,152.764273,56.898185,87.597068,4.173221,0.8007091283798218
1,PNA,6,58,1775685671.7967145,150.895622,56.381448,86.846974,4.147231,0.7880321145057678
1,PNA,6,59,1775685672.17591,150.076478,55.978571,86.699311,4.152131,0.798550009727478
1,PNA,6,60,1775685672.509648,117.758819,48.471362,61.190259,4.180491,0.8225032091140747
1,PNA,7,61,1775685672.9088311,152.134873,57.080668,88.30545,4.13502,0.7841013073921204
1,PNA,7,62,1775685673.3060124,151.667564,56.761384,87.386573,4.11546,0.7868802547454834
1,PNA,7,63,1775685673.703618,150.366162,56.239314,86.723493,4.130429,0.7951200008392334
1,PNA,7,64,1775685674.2417912,151.317448,56.650361,87.061318,4.204652,0.7829934358596802
1,PNA,7,65,1775685674.6395245,150.947742,56.402148,87.267251,4.204422,0.7789444923400879
1,PNA,7,66,1775685675.0390608,152.717032,57.051588,88.36782,4.17525,0.8052494525909424
1,PNA,7,67,1775685675.4385679,151.800977,56.846705,87.547747,4.11017,0.7926998138427734
1,PNA,7,68,1775685675.8344817,150.071207,56.147453,86.479508,4.213011,0.814724326133728
1,PNA,7,69,1775685676.2316365,150.596897,56.316706,86.769783,4.233842,0.8217995762825012
1,PNA,7,70,1775685676.5341806,115.555192,47.250942,60.906834,4.161851,0.8028531670570374
1,PNA,8,71,1775685677.074152,150.654237,56.642602,87.19701,4.07125,0.806594729423523
1,PNA,8,72,1775685677.4730375,152.413537,56.897846,87.983703,4.101729,0.8053325414657593
1,PNA,8,73,1775685677.8616452,150.379963,56.422679,86.63232,4.199552,0.7894507646560669
1,PNA,8,74,1775685678.254499,151.792387,56.765464,87.370003,4.11701,0.7616664171218872
1,PNA,8,75,1775685678.6404984,150.114437,55.95681,86.528269,4.188961,0.7773449420928955
1,PNA,8,76,1775685679.0431821,151.510942,56.773753,87.469286,4.15471,0.7872006893157959
1,PNA,8,77,1775685679.438162,151.40197,56.740334,87.399623,4.212082,0.8017370700836182
1,PNA,8,78,1775685679.9935195,150.982323,56.380467,86.785524,4.187221,0.8072315454483032
1,PNA,8,79,1775685680.3855038,151.563863,56.663502,87.385543,4.18876,0.8355541229248047
1,PNA,8,80,1775685680.6799407,116.434957,48.214239,60.976395,4.196102,0.789287269115448
1,PNA,9,81,1775685681.0659306,151.807537,58.517013,87.351624,4.250732,0.7821855545043945
1,PNA,9,82,1775685681.4590924,150.999693,56.470559,86.958495,4.175631,0.8350169658660889
1,PNA,9,83,1775685681.854504,153.470205,57.346723,88.545504,4.14667,0.7842544317245483
1,PNA,9,84,1775685682.2458923,149.436477,55.868299,86.022269,4.15103,0.801400363445282
1,PNA,9,85,1775685682.7964904,151.814707,56.652473,87.353212,4.205522,0.7960065603256226
1,PNA,9,86,1775685683.1884882,149.545119,56.095912,86.166633,4.241773,0.7781241536140442
1,PNA,9,87,1775685683.5842938,151.669805,57.088849,88.252978,3.660233,0.773561954498291
1,PNA,9,88,1775685683.9798524,149.07769,56.277665,86.402017,3.628701,0.7960865497589111
1,PNA,9,89,1775685684.3822618,150.479625,56.751703,87.262111,3.615231,0.8143367767333984
1,PNA,9,90,1775685684.6876068,114.071467,47.424046,60.853643,3.452189,0.8028606176376343
1,PNA,10,91,1775685685.0874548,149.517358,56.534911,86.693371,4.356644,0.770058274269104
1,PNA,10,92,1775685685.631211,150.226959,56.654482,86.783132,3.737603,0.8063689470291138
1,PNA,10,93,1775685686.0310442,150.340182,56.758443,87.427324,3.662442,0.7800648808479309
1,PNA,10,94,1775685686.4260626,150.298862,56.711473,87.156399,3.655262,0.8044416308403015
1,PNA,10,95,1775685686.8199317,148.921597,56.202464,86.095192,3.759964,0.7654728889465332
1,PNA,10,96,1775685687.2160776,149.403257,56.339107,86.590709,3.709973,0.8166347146034241
1,PNA,10,97,1775685687.6147654,150.923302,57.005027,87.76292,3.658682,0.7942566871643066
1,PNA,10,98,1775685688.0111277,149.790003,56.59995,86.770783,3.642142,0.814393937587738
1,PNA,10,99,1775685688.5489976,150.144009,56.630622,86.948826,3.639942,0.7829804420471191
1,PNA,10,100,1775685688.8508363,112.983068,47.306183,60.10489,3.364368,0.8363019227981567
1,PNA,11,101,1775685689.2475452,150.879992,57.132129,88.209837,3.620091,0.7814130783081055
1,PNA,11,102,1775685689.644587,151.410221,56.985928,88.035294,3.648952,0.7885460257530212
1,PNA,11,103,1775685690.0360684,149.489688,56.55459,86.746443,3.650212,0.7857215404510498
1,PNA,11,104,1775685690.4361875,150.917572,56.212325,86.287384,3.620861,0.8119608163833618
1,PNA,11,105,1775685690.8332288,149.601158,56.487188,86.652791,3.591231,0.8099322319030762
1,PNA,11,106,1775685691.3875315,150.925711,56.768804,87.417393,3.771824,0.7998052835464478
1,PNA,11,107,1775685691.7810752,149.506798,56.353696,86.551939,3.610881,0.7855904698371887
1,PNA,11,108,1775685692.176529,149.429897,56.274565,86.548629,3.653542,0.7999386787414551
1,PNA,11,109,1775685692.5749753,149.842343,56.55436,86.832105,3.657892,0.812432050704956
1,PNA,11,110,1775685692.878604,113.314554,47.425535,59.895617,3.48535,0.7823188900947571
1,PNA,12,111,1775685693.2791533,150.609887,57.07812,88.023744,3.586551,0.8066805005073547
1,PNA,12,112,1775685693.6785722,149.64432,56.430707,86.791123,3.651932,0.8212485313415527
1,PNA,12,113,1775685694.2043703,277.375728,183.883621,87.24791,3.5218,0.8187740445137024
1,PNA,12,114,1775685694.6066453,149.905504,56.61502,86.796872,3.51771,0.814778208732605
1,PNA,12,115,1775685695.0093496,150.526044,56.746223,87.341833,3.646031,0.7972063422203064
1,PNA,12,116,1775685695.4095166,150.360142,56.736933,87.079269,3.609081,0.7797726392745972
1,PNA,12,117,1775685695.8113084,149.133402,56.274046,86.322905,3.672813,0.7585805058479309
1,PNA,12,118,1775685696.2111385,150.217849,56.682092,86.955476,3.761704,0.7953526973724365
1,PNA,12,119,1775685696.612662,150.15902,56.633641,86.908876,3.660022,0.7816433906555176
1,PNA,12,120,1775685697.0504823,113.467086,47.517277,59.904747,3.394658,0.7832258343696594
1,PNA,13,121,1775685697.444804,149.141931,56.717253,86.927395,3.581891,0.800487756729126
1,PNA,13,122,1775685697.8427482,151.36139,57.050448,87.709859,3.571531,0.8102547526359558
1,PNA,13,123,1775685698.2380521,148.5073,56.171484,86.128361,3.645722,0.8390552997589111
1,PNA,13,124,1775685698.6370268,148.45623,56.222534,85.811797,3.660102,0.7728596329689026
1,PNA,13,125,1775685699.040374,151.335859,57.1132,87.8164,3.644742,0.7738065719604492
1,PNA,13,126,1775685699.4380748,151.538461,57.035197,87.883341,3.637562,0.7865781188011169
1,PNA,13,127,1775685699.9710848,150.885521,56.797273,87.204741,3.762284,0.7708261013031006
1,PNA,13,128,1775685700.367932,149.886995,56.498639,86.777152,3.660983,0.7801077365875244
1,PNA,13,129,1775685700.769002,151.230086,56.965216,87.724028,3.649941,0.8154256343841553
1,PNA,13,130,1775685701.0703106,113.524547,47.521596,60.088961,3.402848,0.8146296739578247
1,PNA,14,131,1775685701.4690032,148.425729,56.303276,86.397356,3.769404,0.8042974472045898
1,PNA,14,132,1775685701.8709936,150.531324,56.766493,87.161909,3.673582,0.7667773962020874
1,PNA,14,133,1775685702.2681706,149.707132,56.59755,86.838185,3.52647,0.8134355545043945
