run_num,project_name,epoch,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss,batch_num_graphs,batch_num_nodes,batch_num_edges
1,PNA,1,1,1775704754.114854,153.980787,59.560777,87.86819,4.256222,0.813826322555542,1024,14200,29386
1,PNA,1,2,1775704754.2763994,156.228034,56.545127,92.625309,3.819915,0.7750419974327087,1024,14163,29382
1,PNA,1,3,1775704754.4327903,150.834854,56.695419,86.867343,3.874875,0.8113110065460205,1024,14155,29258
1,PNA,1,4,1775704754.5971236,158.793937,61.378617,87.207059,6.034481,0.7791300415992737,1024,14061,29098
1,PNA,1,5,1775704754.9141073,153.62085,58.0316,88.924468,3.532969,0.8364639282226562,1024,14371,29830
1,PNA,1,6,1775704755.072081,152.182086,57.593463,87.891291,3.56989,0.7858728170394897,1024,14250,29526
1,PNA,1,7,1775704755.2336287,151.718408,57.253208,88.080263,3.492838,0.7854467630386353,1024,14337,29652
1,PNA,1,8,1775704755.3897073,155.657324,61.813154,87.073427,3.393417,0.8121600151062012,1024,14154,29314
1,PNA,1,9,1775704755.5470233,148.282021,56.021657,86.105751,3.378417,0.7713607549667358,1024,14076,29050
1,PNA,1,10,1775704755.661451,114.046318,47.595117,60.499743,3.172382,0.7990987300872803,784,10874,22504
1,PNA,2,11,1775704756.2432945,151.363292,58.246654,87.127197,3.702591,0.8187161684036255,1024,14172,29342
1,PNA,2,12,1775704756.3943603,150.289675,56.702259,87.230449,3.355757,0.8217726945877075,1024,14218,29446
1,PNA,2,13,1775704756.5481892,148.23496,55.897865,86.010619,3.515708,0.8189393281936646,1024,14056,29002
1,PNA,2,14,1775704756.702996,148.659517,55.966665,86.349165,3.436787,0.7860299348831177,1024,14067,29138
1,PNA,2,15,1775704757.0997102,164.646225,69.431641,87.767379,3.542879,0.7945998311042786,1024,14278,29564
1,PNA,2,16,1775704757.2522666,151.416473,57.061664,87.966192,3.379746,0.7853396534919739,1024,14297,29666
1,PNA,2,17,1775704757.4117663,150.590999,56.533006,86.787902,3.802184,0.7573158144950867,1024,14197,29392
1,PNA,2,18,1775704757.5616248,149.464271,56.346014,86.527367,3.369617,0.8191525936126709,1024,14149,29302
1,PNA,2,19,1775704757.7216349,150.426037,56.611987,87.489653,3.398587,0.778888463973999,1024,14272,29490
1,PNA,2,20,1775704757.8378835,115.841728,48.804127,60.954549,3.221684,0.784649133682251,784,10935,22658
1,PNA,3,21,1775704758.3818135,157.074348,61.956146,88.432189,4.347673,0.8037046790122986,1024,14270,29618
1,PNA,3,22,1775704758.5457628,157.477335,59.75407,87.85648,6.219754,0.7778935432434082,1024,14214,29408
1,PNA,3,23,1775704758.9051664,152.290108,57.518252,87.409733,3.904545,0.8052586317062378,1024,14214,29450
1,PNA,3,24,1775704759.0588474,152.812797,57.3483,88.401469,3.57899,0.8071383237838745,1024,14315,29640
1,PNA,3,25,1775704759.218776,150.026221,56.733149,86.822712,3.512419,0.7880287170410156,1024,14185,29354
1,PNA,3,26,1775704759.3769844,157.107458,64.128643,86.548158,3.448018,0.8093490600585938,1024,14144,29256
1,PNA,3,27,1775704759.5358133,148.674278,56.18166,86.038139,3.466888,0.8032366037368774,1024,14101,29150
1,PNA,3,28,1775704759.6993132,163.079718,69.193657,87.093206,3.387166,0.7717119455337524,1024,14159,29274
1,PNA,3,29,1775704759.8583336,150.01756,56.657468,87.114727,3.344786,0.7926228642463684,1024,14209,29406
1,PNA,3,30,1775704759.9727263,113.976547,47.724279,60.269248,3.215594,0.8119603991508484,784,10830,22444
