run_num,project_name,epoch,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss,gpu_util,cpu_util,ram_used_mb
1,PNA,1,1,1775693043.6029892,149.067763,55.871761,86.643209,3.403128,0.813826322555542,9.0,77.2,22138.91015625
1,PNA,1,2,1775693043.9967537,148.087626,55.526615,86.290494,3.365307,0.7750419974327087,,,
1,PNA,1,3,1775693044.391596,148.497834,55.577836,86.061791,3.402549,0.8113110065460205,15.0,52.0,22145.20703125
1,PNA,1,4,1775693044.785472,146.976358,55.136449,85.51251,3.377328,0.7791300415992737,,,
1,PNA,1,5,1775693045.1884384,151.793971,56.443131,88.215597,3.376838,0.8364639282226562,18.0,52.8,22151.5859375
1,PNA,1,6,1775693045.5877557,149.679004,56.116095,86.947856,3.616972,0.7858728170394897,,,
1,PNA,1,7,1775693045.9896052,151.803411,56.355159,87.830621,3.383938,0.7854467630386353,17.0,51.2,22150.7109375
1,PNA,1,8,1775693046.3858478,147.66352,55.483785,85.978649,3.458709,0.8121600151062012,,,
1,PNA,1,9,1775693046.7818596,148.008365,55.18468,85.534761,3.716834,0.7713607549667358,19.0,51.6,22150.13671875
1,PNA,1,10,1775693047.0849245,113.230027,47.464447,59.958891,3.367428,0.7990987300872803,,,
1,PNA,2,11,1775693047.745888,149.248827,55.896691,86.215453,3.45112,0.8187161684036255,0.0,65.3,22152.40234375
1,PNA,2,12,1775693048.1429644,148.698287,55.890951,86.532028,3.362258,0.8217726945877075,,,
1,PNA,2,13,1775693048.5393875,147.65705,55.071207,85.369889,3.698953,0.8189393281936646,32.0,53.0,22151.15625
1,PNA,2,14,1775693048.9359438,148.403433,55.132358,85.715335,4.749892,0.7860299348831177,,,
1,PNA,2,15,1775693049.336333,150.186922,56.074475,87.158849,3.445469,0.7945998311042786,28.0,52.8,22150.85546875
1,PNA,2,16,1775693049.7353563,149.731195,56.213087,87.417033,3.47008,0.7853396534919739,,,
1,PNA,2,17,1775693050.1361632,148.749228,55.641187,86.223963,3.412728,0.7573158144950867,29.0,51.2,22149.046875
1,PNA,2,18,1775693050.536609,148.079667,55.493225,86.0434,3.588092,0.8191525936126709,,,
1,PNA,2,19,1775693050.9357743,149.572453,55.728339,86.853224,3.503701,0.778888463973999,29.0,51.3,22150.453125
1,PNA,2,20,1775693051.2387998,113.782187,47.567208,60.264826,3.4885,0.784649133682251,,,
