run_num,project_name,epoch,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss,fwd_gpu_util,fwd_cpu_util,fwd_ram_used_mb,bwd_gpu_util,bwd_cpu_util,bwd_ram_used_mb
1,PNA,1,1,1775527467.0448973,88.318213,47.625103,35.287417,2.974922,0.8471136093139648,0.0,93.9,22545.359375,0.0,83.2,22545.359375
1,PNA,1,2,1775527467.1506643,88.163009,49.508074,34.351101,3.183355,0.8001884818077087,,,,,,
1,PNA,1,3,1775527467.2522087,84.13615,46.463713,33.506415,3.119294,0.8205935955047607,,,,,,
1,PNA,1,4,1775527467.3555698,85.966071,46.465461,34.001504,2.831769,0.8609335422515869,23.0,87.1,22559.38671875,23.0,115.2,22559.296875
1,PNA,1,5,1775527467.4576294,84.265222,46.468412,33.817551,2.88008,0.7599713802337646,,,,,,
1,PNA,1,6,1775527467.559508,84.316074,46.511194,33.848071,2.894731,0.7709454894065857,,,,,,
1,PNA,1,7,1775527467.6639013,86.060514,46.469091,34.149697,2.731438,0.8728342056274414,23.0,84.1,22559.29296875,23.0,85.7,22559.29296875
1,PNA,1,8,1775527467.7667594,85.211219,46.476143,34.438021,3.148665,0.8167892098426819,,,,,,
1,PNA,1,9,1775527467.8703406,86.190456,46.92617,34.820289,3.227136,0.8492237329483032,,,,,,
1,PNA,1,10,1775527467.9777598,89.231999,46.9319,36.145572,3.093954,0.8803799152374268,23.0,86.9,22559.29296875,23.0,108.3,22559.29296875
1,PNA,1,11,1775527468.0799758,84.540367,46.877859,33.689209,2.904001,0.799843966960907,,,,,,
1,PNA,1,12,1775527468.1825807,84.463206,46.577834,33.887812,2.916861,0.8373043537139893,,,,,,
1,PNA,1,13,1775527468.2872834,86.767256,46.753757,34.220108,2.832609,0.7662397623062134,24.0,87.2,22558.953125,24.0,114.5,22558.953125
1,PNA,1,14,1775527468.3931913,88.278553,46.665125,37.428414,3.114635,0.7495837807655334,,,,,,
1,PNA,1,15,1775527468.497795,86.198797,48.310344,33.902463,2.89414,0.8098607063293457,,,,,,
1,PNA,1,16,1775527468.602411,86.617194,46.603245,34.3706,2.904302,0.7710797786712646,22.0,85.8,22559.4453125,22.0,85.1,22559.4453125
1,PNA,1,17,1775527468.7069154,86.348599,47.126044,34.886139,3.182855,0.7926157712936401,,,,,,
1,PNA,1,18,1775527468.8120012,86.732316,47.115964,34.88598,3.366599,0.9113858342170715,,,,,,
1,PNA,1,19,1775527468.9174974,87.186243,47.856065,34.042045,2.708887,0.7884628772735596,22.0,85.6,22559.171875,22.0,86.2,22559.10546875
1,PNA,1,20,1775527469.0197241,84.286352,46.565664,33.703838,2.929721,0.6537547707557678,,,,,,
1,PNA,1,21,1775527469.121955,84.607458,46.716196,33.912253,2.898611,0.836016833782196,,,,,,
1,PNA,1,22,1775527469.2260036,86.612493,46.637054,34.096146,2.753828,0.7460670471191406,23.0,91.4,22559.109375,23.0,85.9,22559.10546875
1,PNA,1,23,1775527469.328417,84.591889,46.749597,33.857011,2.916171,0.6772935390472412,,,,,,
1,PNA,1,24,1775527469.4309585,84.548157,46.778887,33.661229,3.071623,0.835280179977417,,,,,,
1,PNA,1,25,1775527469.5364025,87.864306,46.90164,34.796798,3.073883,0.7038627862930298,23.0,84.0,22559.3515625,23.0,112.1,22559.35546875
1,PNA,1,26,1775527469.8158941,85.541634,47.629602,33.636788,2.923362,0.7695472240447998,,,,,,
1,PNA,1,27,1775527469.9197645,85.970162,46.553834,34.054026,2.762538,0.7473733425140381,8.0,91.6,22559.11328125,18.0,86.2,22558.765625
1,PNA,1,28,1775527470.021985,84.487576,46.789907,33.644879,2.91403,0.8615662455558777,,,,,,
1,PNA,1,29,1775527470.1252658,85.441173,47.636143,33.802521,2.933881,0.7732855677604675,,,,,,
1,PNA,1,30,1775527470.2296515,86.234317,46.592273,33.999655,2.733128,0.686760425567627,23.0,87.3,22558.765625,23.0,114.2,22558.765625
1,PNA,1,31,1775527470.332401,85.081247,46.547953,34.231597,3.136425,0.8281193971633911,,,,,,
1,PNA,1,32,1775527470.4374075,86.561422,47.251236,34.818758,3.260617,0.7802140712738037,,,,,,
1,PNA,1,33,1775527470.5449393,89.291471,47.336207,35.368377,3.45961,0.8067842721939087,23.0,82.8,22538.13671875,23.0,110.6,22577.51171875
1,PNA,1,34,1775527470.6508512,87.372427,49.382292,33.913503,2.961102,0.7997881770133972,,,,,,
1,PNA,1,35,1775527470.752955,84.346204,46.511313,33.855762,2.912041,0.8656371831893921,,,,,,
1,PNA,1,36,1775527470.8568995,86.381859,46.694056,34.176847,2.83241,0.821246325969696,22.0,86.3,22544.5859375,22.0,114.5,22544.5859375
1,PNA,1,37,1775527470.9591103,84.342854,46.650966,33.76899,2.899201,0.9327252507209778,,,,,,
1,PNA,1,38,1775527471.0613968,84.637379,46.776087,33.891512,2.892161,0.7600876092910767,,,,,,
1,PNA,1,39,1775527471.165594,86.671354,46.600254,34.33119,2.774119,0.8950778245925903,23.0,84.0,22544.5390625,23.0,114.1,22544.5390625
