run_num,project_name,metric,n,mean,q0.001,q0.01,q0.1,q0.25,q0.5,q0.75,q0.9,q0.99,q0.999
1,PNA,step_ms,200,89.48615286,83.887403,84.824548,87.177919,87.587946,89.735492,90.667118,91.348909,96.562617,97.699056
1,PNA,forward_ms,200,47.662294155,46.628671,46.823644,47.296483,47.381024,47.599557,47.75223,47.936103,50.145991,50.401334
1,PNA,backward_ms,200,36.35456139,33.391326,33.982976,35.459071,35.636805,36.122822,36.569181,36.879886,44.285511,45.663914
1,PNA,optimizer_ms,200,2.820684925,2.663465,2.674625,2.699145,2.725946,2.796807,2.839098,2.873699,4.073229,4.277352
1,PNA,loss,200,0.7969396641850471,0.5539379715919495,0.706835150718689,0.7516406178474426,0.771403968334198,0.7979170083999634,0.8201178908348083,0.8415988683700562,0.8867589235305786,1.0513722896575928
1,PNA,fwd_gpu_util,98,23.683673469387756,1.0,1.0,19.0,20.0,24.0,28.0,30.0,32.0,32.0
1,PNA,fwd_cpu_util,98,1.8061224489795917,1.1,1.1,1.2,1.5,1.8,2.1,2.4,2.6,3.2
1,PNA,fwd_ram_used_mb,98,24045.584781568876,23880.515625,23899.8515625,23979.21875,24045.67578125,24050.25,24067.109375,24084.8359375,24164.75390625,24190.34765625
1,PNA,bwd_gpu_util,98,24.73469387755102,1.0,1.0,19.0,21.0,27.0,29.0,31.0,32.0,32.0
1,PNA,bwd_cpu_util,98,1.9469387755102041,1.0,1.0,1.3,1.6,1.9,2.3,2.6,3.6,3.7
1,PNA,bwd_ram_used_mb,98,24047.828762755104,23890.8515625,23901.57421875,23994.4140625,24046.203125,24050.125,24067.16796875,24089.203125,24156.97265625,24188.6015625
