run_num,project_name,epoch,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss,gpu_util,cpu_util,ram_used_mb
1,PNA,1,1,1775705491.2398524,174.116846,77.35672,88.11706,3.984387,0.813826322555542,5.0,74.0,21175.515625
1,PNA,1,2,1775705491.3999162,154.330233,56.830765,87.390939,6.117193,0.7750419974327087,,,
1,PNA,1,3,1775705491.5697482,156.384068,60.966925,87.242656,3.797854,0.8113109469413757,,,
1,PNA,1,4,1775705491.7231824,152.588985,57.526596,86.613907,3.298655,0.7791300415992737,94.0,98.1,21178.0078125
1,PNA,1,5,1775705491.8823497,153.972058,57.473796,89.460493,3.645191,0.8364639282226562,,,
1,PNA,1,6,1775705492.040411,152.680636,57.189962,87.887166,3.881415,0.7858728170394897,,,
1,PNA,1,7,1775705492.2111225,165.064945,69.479368,88.479987,3.695073,0.7854467630386353,,,
1,PNA,1,8,1775705492.3682983,151.363634,56.55685,87.004343,3.658792,0.8121600151062012,86.0,100.4,21174.1328125
1,PNA,1,9,1775705492.524039,149.658385,56.216345,86.475014,3.675792,0.7713607549667358,,,
1,PNA,1,10,1775705492.6462982,117.206789,49.516592,60.895054,3.60867,0.7990987300872803,66.0,90.2,20990.984375
1,PNA,2,11,1775705493.5157397,171.371199,75.778464,88.07766,4.003167,0.8187161684036255,0.0,50.6,21170.44140625
1,PNA,2,12,1775705493.6778748,156.309817,57.527506,87.696064,6.415888,0.8217726945877075,,,
1,PNA,2,13,1775705493.8570824,160.260213,65.160325,86.938801,3.646882,0.8189393281936646,,,
1,PNA,2,14,1775705494.01033,151.273223,56.350817,86.707947,3.477998,0.7860299348831177,82.0,96.3,21169.375
1,PNA,2,15,1775705494.170707,154.812952,58.563034,88.279334,3.793434,0.7945998311042786,,,
1,PNA,2,16,1775705494.3314617,154.903104,58.449211,88.752041,3.738814,0.7853396534919739,,,
1,PNA,2,17,1775705494.5004978,163.267394,68.843447,87.292867,3.685162,0.7573158144950867,,,
1,PNA,2,18,1775705494.6600604,154.145431,56.591322,87.018453,6.228684,0.8191525936126709,86.0,98.2,21149.56640625
1,PNA,2,19,1775705494.8170168,151.867293,56.823165,87.846957,3.671451,0.778888463973999,,,
1,PNA,2,20,1775705494.939085,117.161129,49.157437,61.32542,3.627721,0.784649133682251,24.0,91.7,20983.8828125
1,PNA,3,21,1775705495.8113196,172.49553,75.981637,88.977205,4.006688,0.8037046790122986,16.0,48.6,21163.421875
1,PNA,3,22,1775705495.9724169,154.931254,57.159831,87.447569,5.808507,0.7778935432434082,,,
1,PNA,3,23,1775705496.1747313,168.40406,71.318839,88.362665,3.807074,0.8052586317062378,,,
1,PNA,3,24,1775705496.331005,154.11629,57.500496,88.505008,3.639321,0.8071383237838745,69.0,94.4,21169.03515625
1,PNA,3,25,1775705496.4881546,151.943623,56.916086,87.348978,3.925096,0.7880287170410156,,,
1,PNA,3,26,1775705496.64635,152.33429,57.976784,86.452513,3.799883,0.8093490600585938,,,
1,PNA,3,27,1775705496.8157363,163.728322,68.479121,86.931051,3.374367,0.8032365441322327,83.0,99.4,21168.45703125
1,PNA,3,28,1775705496.9719207,151.201401,56.752714,87.074434,3.780784,0.7717120051383972,,,
1,PNA,3,29,1775705497.1302853,151.447285,57.018989,87.415369,3.655022,0.7926228642463684,,,
1,PNA,3,30,1775705497.2535243,117.114268,49.566784,60.577908,3.645531,0.8119603991508484,70.0,92.0,20982.94140625
1,PNA,4,31,1775705498.1324856,171.97992,75.380547,88.904264,4.15704,0.7736105918884277,0.0,50.2,21164.5
1,PNA,4,32,1775705498.2954273,156.304607,57.633289,88.280963,5.854739,0.7849577069282532,,,
1,PNA,4,33,1775705498.48887,167.170009,71.330939,87.46616,3.836404,0.7882823944091797,,,
1,PNA,4,34,1775705498.6449966,153.954908,57.950924,87.818096,3.835605,0.804283618927002,72.0,93.6,21163.25390625
1,PNA,4,35,1775705498.8039427,153.274566,58.494832,86.92072,3.845155,0.7820011377334595,,,
1,PNA,4,36,1775705498.964028,154.061709,58.403501,87.868777,3.772944,0.8074631094932556,,,
1,PNA,4,37,1775705499.1348743,165.169825,67.749009,89.024186,3.320646,0.8493237495422363,87.0,100.3,21164.37890625
1,PNA,4,38,1775705499.2899272,150.051852,56.160354,86.726227,3.771353,0.7960803508758545,,,
1,PNA,4,39,1775705499.445733,149.573844,56.071003,86.482133,3.668401,0.787436306476593,,,
1,PNA,4,40,1775705499.5674582,116.086621,48.768999,60.400195,3.627741,0.7918931245803833,37.0,92.4,20987.73828125
1,PNA,5,41,1775705500.4638886,171.114406,76.311233,86.392922,4.011337,0.7990976572036743,0.0,48.7,21162.08984375
1,PNA,5,42,1775705500.6223464,156.504721,57.73536,87.769216,6.636011,0.7575303316116333,,,
1,PNA,5,43,1775705500.805759,165.94096,69.930756,87.48191,3.824415,0.7966970205307007,,,
1,PNA,5,44,1775705500.962827,156.192595,57.76326,87.794625,5.218278,0.7838364839553833,91.0,97.9,21173.99609375
1,PNA,5,45,1775705501.1207771,152.113836,57.161601,87.651443,3.646221,0.8174028396606445,,,
