run_num,project_name,epoch,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss,gpu_util,cpu_util,ram_used_mb
1,PNA,1,1,1775705595.5701733,331.736324,125.243097,197.686574,3.705054,0.794482409954071,5.0,58.2,21211.78125
1,PNA,1,2,1775705595.9203925,330.820348,123.453937,198.117142,3.113014,0.7952806949615479,99.0,98.7,21222.90625
1,PNA,1,3,1775705596.2636838,334.019433,125.598483,200.438413,3.51113,0.8112448453903198,,,
1,PNA,1,4,1775705596.5974662,333.393812,124.84151,199.329454,3.109563,0.7988754510879517,95.0,100.4,21217.5703125
1,PNA,1,5,1775705596.884089,281.519089,104.222575,169.687143,3.47075,0.7834954261779785,13.0,88.3,21021.4375
1,PNA,2,6,1775705598.1674058,334.192676,125.441411,198.116372,5.397603,0.8203476071357727,7.0,39.1,21214.12109375
1,PNA,2,7,1775705598.508489,329.861941,122.662433,198.036681,3.233526,0.8025810122489929,99.0,98.1,21237.0625
1,PNA,2,8,1775705598.851368,333.647857,125.279307,200.235549,3.651803,0.7900842428207397,,,
1,PNA,2,9,1775705599.183297,331.51683,123.941345,197.754377,3.280327,0.7883793711662292,97.0,99.3,21219.9609375
1,PNA,2,10,1775705599.477776,289.331683,108.166783,173.088951,3.681254,0.7815238833427429,10.0,91.3,21023.30078125
1,PNA,3,11,1775705600.8324058,334.014083,125.805287,199.279472,3.763855,0.7909327745437622,0.0,37.2,21226.4765625
1,PNA,3,12,1775705601.1728735,334.160145,124.957523,200.013615,3.233646,0.8063654899597168,99.0,98.3,21231.44921875
1,PNA,3,13,1775705601.5085287,330.483352,123.860623,198.360966,3.677203,0.7988537549972534,,,
1,PNA,3,14,1775705601.8450549,331.333817,123.422186,198.852125,3.231516,0.787666916847229,92.0,99.7,21220.4296875
1,PNA,3,15,1775705602.1372488,287.006423,107.44228,171.327211,3.884197,0.8011673092842102,40.0,88.4,21027.625
1,PNA,4,16,1775705603.432112,335.823225,126.327366,200.309199,3.932228,0.7795240879058838,0.0,38.8,21219.31640625
1,PNA,4,17,1775705603.7723303,330.913799,124.22502,197.692274,3.142675,0.7965409755706787,99.0,100.0,21228.19140625
1,PNA,4,18,1775705604.109026,329.853951,124.077018,197.627484,3.536121,0.7948594093322754,,,
1,PNA,4,19,1775705604.4458272,331.640342,124.484194,198.296536,3.103603,0.8229221105575562,92.0,99.5,21218.953125
1,PNA,4,20,1775705604.7318525,280.878038,103.95228,169.144373,3.631933,0.7895578742027283,38.0,90.5,21024.71484375
1,PNA,5,21,1775705606.0988204,334.091974,124.572805,198.454748,5.465524,0.7785311937332153,40.0,35.2,21224.72265625
1,PNA,5,22,1775705606.4402428,331.550391,123.802303,198.204284,3.255806,0.7904991507530212,89.0,99.9,21229.08984375
