run_num,project_name,metric,n,mean,q0.001,q0.01,q0.1,q0.25,q0.5,q0.75,q0.9,q0.99,q0.999
1,PNA,step_ms,157,86.23238945222931,83.972397,84.056018,84.439706,84.72019,86.166976,87.014811,88.318213,90.743216,93.337261
1,PNA,forward_ms,157,47.0921373821656,46.454631,46.465461,46.553834,46.634985,46.789907,47.312637,47.931157,49.393992,49.731418
1,PNA,backward_ms,157,34.397471,33.506415,33.576167,33.714749,33.903023,34.166207,34.843919,35.189885,36.338605,37.428414
1,PNA,optimizer_ms,157,2.9814157452229297,2.708887,2.733128,2.764828,2.85843,2.932671,3.121255,3.229207,3.398589,3.847067
1,PNA,loss,157,0.7972992578889154,0.6057473421096802,0.6470811367034912,0.6920937895774841,0.7500957250595093,0.7987558841705322,0.8471136093139648,0.888956606388092,0.9327252507209778,1.0509448051452637
1,PNA,fwd_gpu_util,53,20.943396226415093,0.0,5.0,11.0,22.0,23.0,23.0,24.0,24.0,24.0
1,PNA,fwd_cpu_util,53,86.89056603773582,82.8,82.8,83.6,85.3,86.7,88.0,91.1,93.2,93.9
1,PNA,fwd_ram_used_mb,53,22552.356205778302,22534.0234375,22535.8203125,22539.19140625,22545.55078125,22556.34375,22559.3515625,22560.0078125,22560.3125,22560.40625
1,PNA,bwd_gpu_util,53,21.30188679245283,0.0,5.0,18.0,22.0,23.0,23.0,24.0,24.0,24.0
1,PNA,bwd_cpu_util,53,99.10566037735848,83.0,83.2,84.1,85.1,106.2,113.5,114.8,115.2,115.5
1,PNA,bwd_ram_used_mb,53,22553.498673349055,22534.0234375,22535.8203125,22544.015625,22545.55078125,22556.4375,22559.35546875,22560.16015625,22560.40625,22577.51171875
