run_num,project_name,metric,n,mean,q0.001,q0.01,q0.1,q0.25,q0.5,q0.75,q0.9,q0.99,q0.999
1,PNA,step_ms,200,147.130026175,112.668941,113.260601,147.57961,149.695525,150.56357,151.440834,152.3074,154.161821,154.645429
1,PNA,forward_ms,200,55.08245344500001,46.167719,46.24797,55.262422,55.624708,56.002345,56.234369,56.512963,56.998912,57.49864
1,PNA,backward_ms,200,83.87797326,59.343482,59.528935,84.846752,85.870749,86.354417,86.977248,87.474676,87.867722,88.245769
1,PNA,optimizer_ms,200,3.0663132299999996,2.929479,2.93859,3.025111,3.050581,3.067172,3.080742,3.106362,3.267886,3.454418
1,PNA,loss,200,0.7965051010251045,0.754544198513031,0.7575359344482422,0.7736139297485352,0.7842868566513062,0.7960396409034729,0.8093269467353821,0.8191533088684082,0.8432314395904541,0.849327564239502
1,PNA,fwd_gpu_util,200,13.27,0.0,0.0,0.0,0.0,8.0,22.0,38.0,59.0,69.0
1,PNA,fwd_cpu_util,200,42.47299999999999,34.2,34.9,37.7,38.2,40.6,41.4,45.5,70.2,72.9
1,PNA,fwd_ram_used_mb,200,22272.6491015625,21592.39453125,21593.13671875,21603.4921875,21610.62109375,22596.18359375,22601.65625,22606.1953125,22636.54296875,22692.265625
1,PNA,bwd_gpu_util,199,26.623115577889447,0.0,0.0,0.0,0.0,23.0,46.0,63.0,68.0,69.0
1,PNA,bwd_cpu_util,199,99.64773869346735,81.7,82.1,91.1,92.1,102.2,103.4,104.0,115.1,115.8
1,PNA,bwd_ram_used_mb,199,22273.563245917085,21592.3125,21593.1796875,21603.48828125,21612.046875,22596.234375,22601.52734375,22606.12109375,22647.58203125,22662.7578125
