run_num,project_name,epoch,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss,gpu_util,cpu_util,ram_used_mb
1,PNA,1,1,1775699144.534063,332.779872,124.50606,198.103419,3.917286,0.794482409954071,33.0,69.4,20888.58984375
1,PNA,1,2,1775699145.3509872,331.47021,123.569335,198.356733,4.076439,0.7952806949615479,25.0,54.0,20890.8125
1,PNA,1,3,1775699146.1845512,335.355976,125.315204,201.003218,4.017979,0.8112448453903198,10.0,55.3,20894.71484375
1,PNA,1,4,1775699147.0129697,333.178359,124.668824,199.641485,3.821005,0.7988754510879517,0.0,53.0,20894.1171875
1,PNA,1,5,1775699147.728637,283.15191,103.990133,169.963852,4.050959,0.7834954261779785,11.0,55.0,20896.53515625
1,PNA,2,6,1775699148.810548,331.197406,124.089344,198.541937,4.045869,0.8203476071357727,0.0,65.4,20897.53125
1,PNA,2,7,1775699149.6333544,329.434716,122.325354,198.12653,3.977317,0.8025810122489929,0.0,53.5,20899.5078125
1,PNA,2,8,1775699150.4593675,334.677365,125.05186,200.232185,3.989458,0.7900842428207397,0.0,54.6,20898.73828125
1,PNA,2,9,1775699151.2912486,335.872875,123.710627,197.600691,4.209642,0.7883793711662292,56.0,53.9,20898.23046875
1,PNA,2,10,1775699152.0164418,290.516197,108.251376,173.314129,4.043409,0.7815238833427429,0.0,56.0,20899.91796875
1,PNA,3,11,1775699153.1549532,334.171856,124.630593,198.845012,3.939237,0.7909327745437622,21.0,66.4,20899.53125
1,PNA,3,12,1775699153.9743292,333.840591,124.691374,200.160993,4.005188,0.8063654899597168,13.0,53.9,20901.68359375
1,PNA,3,13,1775699154.7907565,330.8604,123.702817,198.101009,4.017538,0.7988537549972534,3.0,53.8,20906.19921875
1,PNA,3,14,1775699155.6139169,331.829706,123.459404,198.875202,4.059859,0.787666916847229,0.0,54.7,20908.36328125
1,PNA,3,15,1775699156.3339057,287.301981,107.294699,171.145353,4.033818,0.8011673092842102,10.0,56.2,20914.09765625
1,PNA,4,16,1775699157.425844,333.294852,124.873477,199.971971,3.942707,0.7795240879058838,0.0,64.8,20918.859375
1,PNA,4,17,1775699158.2575243,331.778536,123.859301,197.834924,3.977797,0.7965409755706787,0.0,52.8,20918.93359375
1,PNA,4,18,1775699159.0770166,332.205882,123.974992,198.079309,4.399315,0.7948594093322754,60.0,55.0,20919.17578125
1,PNA,4,19,1775699159.8985653,332.299544,124.590852,198.499776,4.026659,0.8229221105575562,49.0,54.8,20924.0078125
1,PNA,4,20,1775699160.611366,282.189415,103.77918,169.567105,4.049459,0.7895578742027283,0.0,55.3,20926.875
1,PNA,5,21,1775699161.7194934,331.644063,123.070707,198.328732,3.939766,0.7785311937332153,37.0,64.8,20932.328125
1,PNA,5,22,1775699162.5453413,330.368942,123.376202,198.051058,3.947957,0.790499210357666,24.0,54.6,20931.703125
1,PNA,5,23,1775699163.3722317,333.670747,124.617213,199.830059,4.022268,0.7996637225151062,12.0,54.5,20932.296875
1,PNA,5,24,1775699164.1935704,333.637767,124.529011,199.678966,4.042049,0.8169071674346924,2.0,53.6,20932.0234375
1,PNA,5,25,1775699164.912787,287.735339,107.29377,171.554828,4.067979,0.7986316680908203,19.0,54.9,20931.00390625
1,PNA,6,26,1775699165.9950016,330.219148,123.519754,197.902266,4.271072,0.8076822757720947,0.0,65.3,20929.796875
1,PNA,6,27,1775699166.8288736,333.473824,124.668584,199.853619,3.943087,0.7874113321304321,0.0,52.9,20932.80078125
1,PNA,6,28,1775699167.6538947,333.83371,124.346338,199.436011,4.107489,0.7862735986709595,0.0,54.5,20937.3203125
1,PNA,6,29,1775699168.4957147,331.228896,123.815529,198.073928,4.012158,0.7946564555168152,49.0,53.4,20945.70703125
1,PNA,6,30,1775699169.207452,283.240712,104.245348,170.096524,4.071619,0.8092454075813293,0.0,55.4,20946.94140625
1,PNA,7,31,1775699170.312524,332.738622,124.674574,199.260719,3.940367,0.7858279943466187,40.0,65.9,20944.18359375
1,PNA,7,32,1775699171.130136,331.759465,123.563824,198.124509,3.987788,0.7894012928009033,31.0,52.6,20944.0234375
1,PNA,7,33,1775699171.9625494,333.641067,124.981089,199.186047,4.1383,0.7924544811248779,16.0,55.3,20944.14453125
1,PNA,7,34,1775699172.7876952,332.155122,123.775789,198.444664,3.988897,0.8040747046470642,2.0,53.3,20943.20703125
1,PNA,7,35,1775699173.5248425,287.360712,107.242248,171.208403,4.155971,0.8138400912284851,11.0,55.0,20944.7421875
1,PNA,8,36,1775699174.6344597,331.340028,124.380369,198.495726,3.923287,0.8063255548477173,0.0,65.5,20943.6328125
1,PNA,8,37,1775699175.4548934,331.154766,123.981443,198.20314,4.014678,0.7759301662445068,0.0,54.9,20863.3515625
1,PNA,8,38,1775699176.2758272,331.115134,123.746208,198.486246,4.027288,0.7826662659645081,57.0,53.6,20862.04296875
1,PNA,8,39,1775699177.096087,331.836716,123.955262,198.352744,4.121,0.804843544960022,47.0,53.7,20859.5546875
1,PNA,8,40,1775699177.8128982,290.028467,107.697337,172.82435,4.080869,0.815864086151123,0.0,55.2,20861.24609375
1,PNA,9,41,1775699178.9154146,330.407632,123.934772,198.016947,3.901886,0.8089879155158997,36.0,65.8,20863.13671875
1,PNA,9,42,1775699179.7338765,331.850177,124.001562,198.307393,3.972687,0.793194055557251,28.0,55.1,20864.71484375
1,PNA,9,43,1775699180.5557685,330.619216,123.427193,198.17594,4.034378,0.7874714732170105,16.0,53.5,20863.70703125
1,PNA,9,44,1775699181.3736763,332.399546,124.457691,198.900552,4.007698,0.7852338552474976,8.0,53.8,20865.640625
1,PNA,9,45,1775699182.101856,289.983217,107.841618,172.904442,4.030318,0.8098387122154236,23.0,55.7,20867.15234375
1,PNA,10,46,1775699183.1859846,330.588735,124.007533,197.851954,3.944087,0.7887689471244812,0.0,65.1,20865.7421875
1,PNA,10,47,1775699184.0037088,333.082908,124.519022,199.552303,4.010708,0.7925100922584534,0.0,54.0,20867.8359375
1,PNA,10,48,1775699184.829865,330.371921,123.382622,198.051148,4.079369,0.7913666367530823,0.0,55.6,20866.875
1,PNA,10,49,1775699185.65513,333.134588,124.507051,199.552474,4.014978,0.8048539161682129,0.0,53.4,20865.94140625
1,PNA,10,50,1775699186.3789034,287.747419,107.30462,171.295964,4.015499,0.8066696524620056,0.0,55.8,20867.9609375
1,PNA,11,51,1775699187.470314,338.506799,125.701942,202.227019,3.991767,0.7853220701217651,61.0,65.0,20869.6875
1,PNA,11,52,1775699188.2941558,330.82736,123.556975,198.254862,3.982828,0.7994135618209839,46.0,54.4,20867.3671875
1,PNA,11,53,1775699189.1258612,332.138272,124.296557,198.449345,4.015028,0.8052716851234436,31.0,52.9,20866.3359375
1,PNA,11,54,1775699189.950388,331.739785,123.490124,199.179908,4.010807,0.7932279109954834,18.0,54.6,20868.30859375
