run_num,project_name,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss
1,PNA,1,1775694037.1545658,777.992059,289.510853,478.863061,4.042759,0.8018307685852051
1,PNA,2,1775694038.8888202,774.688983,287.442848,476.239047,4.125011,0.7948054075241089
1,PNA,3,1775694039.6135907,285.355381,107.281335,170.623739,3.766564,0.7887409329414368
1,PNA,4,1775694041.3636782,778.07074,289.37398,478.995324,4.10818,0.7884852886199951
1,PNA,5,1775694043.1071792,775.571857,287.828623,476.95233,4.09124,0.8066881895065308
1,PNA,6,1775694043.8282182,281.032097,103.995969,169.362047,3.911347,0.7919179201126099
1,PNA,7,1775694045.578337,774.364347,287.466938,476.800746,4.469827,0.8032060861587524
1,PNA,8,1775694047.314652,777.620112,288.748759,477.947967,4.071629,0.7960481643676758
1,PNA,9,1775694048.044519,285.458574,107.464489,170.503436,3.712633,0.7825210690498352
1,PNA,10,1775694049.7961159,777.145854,289.150746,478.373463,4.021528,0.8092814087867737
1,PNA,11,1775694051.5334637,772.495925,286.659863,474.967345,4.07651,0.7861418128013611
1,PNA,12,1775694052.2577124,287.155482,107.924656,171.547545,3.950658,0.7910446524620056
1,PNA,13,1775694053.998244,774.870616,288.012136,477.328535,4.050169,0.7934237122535706
1,PNA,14,1775694055.7551782,774.927796,287.683452,476.403839,4.090441,0.7894129753112793
1,PNA,15,1775694056.4899635,286.225307,107.678872,171.010415,3.815436,0.8194126486778259
1,PNA,16,1775694058.2411556,775.266652,288.2187,477.492339,3.607711,0.7955719232559204
1,PNA,17,1775694059.9925098,778.194612,289.217767,478.083509,4.09136,0.798766016960144
1,PNA,18,1775694060.7148175,281.143229,104.112171,169.478959,3.711284,0.7932053804397583
1,PNA,19,1775694062.4539318,774.633832,287.888955,477.04772,4.05095,0.80128014087677
1,PNA,20,1775694064.1945176,776.196818,288.014166,477.120661,4.196801,0.7983764410018921
1,PNA,21,1775694064.9176407,286.241206,107.58412,171.098558,3.847315,0.7810196280479431
1,PNA,22,1775694066.6675177,778.495697,288.430614,478.113168,4.056159,0.7953623533248901
1,PNA,23,1775694068.3964956,774.693712,287.60112,476.194826,4.113321,0.7996965646743774
1,PNA,24,1775694069.1252713,285.666207,107.408307,170.615069,3.779815,0.7912943363189697
1,PNA,25,1775694070.8622234,777.790605,288.156129,477.59848,4.09199,0.8102520704269409
