epoch,step_idx,step_ms
1,1,154.874912
1,2,153.486928
1,3,147.192278
1,4,155.102885
1,5,150.593358
1,6,148.724995
1,7,149.314955
1,8,148.606933
1,9,145.869565
1,10,111.610902
2,11,152.348668
2,12,159.330709
2,13,145.934287
2,14,158.661167
2,15,148.878088
2,16,149.224824
2,17,147.30555
2,18,148.194766
2,19,147.686038
2,20,112.445476
3,21,152.071493
3,22,147.505755
3,23,147.705487
3,24,148.888017
3,25,147.195749
3,26,145.877516
3,27,145.811095
3,28,147.656547
3,29,147.496084
3,30,111.478131
4,31,155.184317
4,32,162.997043
4,33,147.076016
4,34,159.097985
4,35,147.2983
4,36,149.958037
4,37,149.108342
4,38,149.385737
4,39,145.593131
4,40,111.595123
5,41,147.161039
5,42,156.47886
5,43,147.358592
5,44,151.176397
5,45,149.028971
5,46,161.314532
5,47,149.695832
5,48,161.353554
5,49,147.122907
5,50,113.78045
6,51,153.820293
6,52,158.406913
6,53,149.885065
6,54,151.989212
6,55,150.102379
6,56,164.08273
6,57,150.555077
6,58,153.63983
6,59,147.237739
6,60,113.564787
7,61,151.381452
7,62,149.452478
7,63,149.581089
7,64,150.527746
7,65,149.370676
7,66,161.262682
7,67,150.000198
7,68,160.267805
7,69,147.781219
7,70,115.600502
8,71,156.000861
8,72,167.064993
8,73,147.044336
8,74,148.499751
8,75,146.612489
8,76,148.809707
8,77,149.259415
8,78,158.125108
8,79,148.560852
8,80,113.902542
9,81,152.48798
9,82,163.024613
9,83,150.783091
9,84,152.206505
9,85,148.625494
9,86,146.72097
9,87,160.293105
9,88,146.814793
9,89,148.42715
9,90,113.609997
10,91,150.13306
10,92,153.076501
10,93,148.752185
10,94,164.335596
10,95,147.2433
10,96,154.039337
10,97,153.201923
10,98,147.926001
10,99,149.681842
10,100,113.375262
11,101,180.683489
11,102,148.644804
11,103,146.935405
11,104,146.252593
11,105,146.352875
11,106,148.594133
11,107,146.536657
11,108,146.492557
11,109,147.035236
11,110,111.714295
12,111,156.401029
12,112,158.428794
12,113,148.547652
12,114,154.945343
12,115,149.00916
12,116,164.286964
12,117,147.896651
12,118,156.256816
12,119,147.85867
12,120,112.615189
13,121,149.038711
13,122,158.395932
13,123,147.588515
13,124,150.653849
13,125,149.55693
13,126,167.136114
13,127,148.660444
13,128,147.671347
13,129,149.250254
13,130,112.176452
14,131,150.029308
14,132,154.141599
14,133,148.172296
14,134,164.145361
14,135,149.811514
14,136,156.247015
14,137,148.98327
14,138,357.158824
14,139,147.042696
14,140,112.948656
15,141,160.826735
15,142,149.667141
15,143,149.113271
15,144,162.930611
15,145,148.638903
15,146,154.80377
15,147,156.53055
15,148,147.457903
