task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
e1_step_1,2026-04-07T15:30:05,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.16124984435737133,9.829867672891191e-08,6.037977764551386e-07,360.0,167.19544745140692,10.0,1.6730407252907786e-05,7.770561772701967e-06,4.6469347241024094e-07,2.496566249802004e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_step_4,2026-04-07T15:30:06,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.17024962790310383,9.69787353998738e-08,5.676261525267808e-07,360.0,148.60486432149344,10.0,1.709748040884724e-05,7.0580612074877536e-06,4.748853440913903e-07,2.463042696042631e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_step_7,2026-04-07T15:30:08,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.16603577136993408,9.424449548841108e-08,5.653551783908355e-07,360.0,139.76952107177482,10.0,1.6903432086110134e-05,6.563060807707188e-06,4.694983621852242e-07,2.3935991256002513e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_step_10,2026-04-07T15:30:09,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.12411484681069851,6.191790443613889e-08,4.976284200621091e-07,360.0,84.22394070643057,10.0,1.2463485449552619e-05,2.916113444939583e-06,3.4616218569378236e-07,1.5725761080185923e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e2_step_12,2026-04-07T15:30:10,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.16168342158198357,9.329154441471437e-08,5.750177323354929e-07,360.0,153.26532107712558,10.0,1.6300925239920612e-05,6.9402833346998705e-06,4.527544499271415e-07,2.369396302454767e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e2_step_15,2026-04-07T15:30:11,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.16319138929247856,9.161811306552145e-08,5.606382602607936e-07,360.0,141.951805481567,10.0,1.6362259164452502e-05,6.4522273817146925e-06,4.5446239204870143e-07,2.3268948938215883e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e2_step_18,2026-04-07T15:30:12,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.16198439709842205,9.24434379757346e-08,5.699216748816532e-07,360.0,147.14010793818244,10.0,1.6344044730067257e-05,6.680560900917953e-06,4.539573513385347e-07,2.347856298232369e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e3_step_21,2026-04-07T15:30:14,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.1638278067111969,8.227589505747495e-08,4.995246461004185e-07,360.0,86.34300982619382,10.0,1.648448128253226e-05,3.953892054653352e-06,4.5786144522329324e-07,2.089623478240864e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e3_step_24,2026-04-07T15:30:15,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.16857988201081753,8.294290050622401e-08,4.911995367430587e-07,360.0,78.8725660360173,10.0,1.6894714720547222e-05,3.7016696197156307e-06,4.6925488859415014e-07,2.1065639228856712e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e3_step_27,2026-04-07T15:30:16,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.16188278421759605,7.759634008751774e-08,4.785081140654255e-07,360.0,67.05748024382,10.0,1.6232968121767137e-05,3.023891302689208e-06,4.508731938484626e-07,1.9707732618304448e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e3_step_30,2026-04-07T15:30:17,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.12899922765791416,7.699451263961645e-08,5.954243833912032e-07,360.0,155.82537478099707,10.0,1.3387773931026374e-05,5.7952824121798585e-06,3.718255812095296e-07,1.955488192441606e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e4_step_32,2026-04-07T15:30:18,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.16085368767380714,7.899312572266898e-08,4.903075456774514e-07,360.0,77.72644079782543,10.0,1.6131376288831215e-05,3.4830583430789375e-06,4.480502568185362e-07,2.0062484888728506e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e4_step_35,2026-04-07T15:30:19,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.17062041722238064,9.704776086689048e-08,5.675990278019653e-07,360.0,148.68544259923846,10.0,1.7106970585882737e-05,7.06583897880364e-06,4.751483185423756e-07,2.4647957883228936e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e4_step_38,2026-04-07T15:30:21,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.1637689732015133,9.240825666689153e-08,5.621619783570288e-07,360.0,143.26126494320437,10.0,1.6461297124624333e-05,6.551116349839958e-06,4.5721424329611736e-07,2.346962771776007e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e5_step_41,2026-04-07T15:30:22,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.1608305759727955,9.061979723084968e-08,5.605283557153065e-07,360.0,141.91136665449952,10.0,1.618528626859189e-05,6.380560655827594e-06,4.495521489944696e-07,2.3015399073414e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e5_step_44,2026-04-07T15:30:23,PNA,026f57dc-9595-457e-855d-08fc15a52987,0.16778706200420856,9.356135963069094e-08,5.568401229399094e-07,360.0,138.7877318462315,10.0,1.6813271678984068e-05,6.482227405513186e-06,4.6699096241759145e-07,2.3762490046915028e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
