epoch,step_idx,step_ms,forward_ms,backward_ms,optimizer_ms,energy_consumed,cpu_energy,gpu_energy,ram_energy,emissions
1,1,334.24855,125.291624,198.095953,3.948797,,,,,
1,2,332.883127,123.617975,198.431569,5.624614,0.00010303715499910594,6.773860901594161e-05,3.341724895733478e-05,1.8812970258295538e-06,4.056938601620191e-07
1,3,338.430271,125.889295,200.528203,3.52777,,,,,
1,4,332.391249,124.903538,199.381434,3.544799,0.00010272760037732193,6.75777681171894e-05,3.327280440146296e-05,1.8770278586695592e-06,4.044750337159314e-07
1,5,285.887994,104.274639,169.718004,3.475669,6.984597297272202e-05,4.7155915573239327e-05,2.1380294882078488e-05,1.309762517404225e-06,2.7500839277172903e-07
2,6,334.591646,125.493057,198.885036,3.996638,,,,,
2,7,332.369568,122.869012,198.772145,5.481772,0.00010400820361583605,6.770113818347454e-05,3.4426694213607334e-05,1.8803712187541857e-06,4.095172233141717e-07
2,8,339.336516,125.930245,200.36171,3.653041,,,,,
2,9,330.11762,124.033382,197.690955,3.727834,0.00010644348688009208,6.744130682200195e-05,3.712891859208867e-05,1.8732614660014706e-06,4.1910579811587877e-07
2,10,290.675044,108.186446,173.041569,3.674772,6.932292127981879e-05,4.74705118685961e-05,2.0533905313868672e-05,1.318504097354081e-06,2.72948952559506e-07
3,11,335.541301,126.073047,199.334283,3.898506,,,,,
3,12,334.120587,125.146902,199.983134,3.816024,0.00010457673240510867,6.793482620269059e-05,3.4755027812138906e-05,1.8868783902790807e-06,4.117557230003799e-07
3,13,335.166605,124.5146,198.279215,3.649141,,,,,
3,14,330.514566,123.477553,198.5628,3.669372,0.00010576808609170918,6.707199458032845e-05,3.6833085019338796e-05,1.8630064920418799e-06,4.1644650542677117e-07
3,15,289.29464,107.546835,171.371671,3.661081,7.086968312579409e-05,4.9780600890517277e-05,1.97064046574269e-05,1.3826775778498915e-06,2.7903910308870623e-07
4,16,336.622249,126.107027,200.29204,4.159219,,,,,
4,17,330.537757,124.228716,197.91373,3.702432,0.00010449662791912093,6.752982642501597e-05,3.5091139181986364e-05,1.875662312118545e-06,4.1144032319982295e-07
4,18,332.100503,124.209506,197.898789,3.672832,,,,,
4,19,331.734397,124.627043,198.619701,3.732483,0.00010590124660716604,6.688589453697209e-05,3.715752971800157e-05,1.8578223521924688e-06,4.169708056516494e-07
4,20,288.975946,104.031445,169.5517,3.641082,6.858695295667932e-05,4.836389701813463e-05,1.887973732550563e-05,1.3433186130391236e-06,2.700511839829773e-07
5,21,335.462651,124.863856,198.506809,5.683916,,,,,
5,22,333.13817,124.523482,198.201874,3.759514,0.00010748178763063973,7.240623682737348e-05,3.3064470898125364e-05,2.01107990514073e-06,4.231939567951667e-07
5,23,334.319121,125.01588,199.814011,3.675563,,,,,
5,24,332.899507,124.755945,199.795771,3.656552,0.00010257869195228419,6.72158339992165e-05,3.3495860122911836e-05,1.866997830155822e-06,4.038887283801063e-07
5,25,288.144982,107.593546,171.243799,3.655672,6.98816786713222e-05,4.695606138557199e-05,2.1621406190774906e-05,1.3042110949754702e-06,2.7514897878359073e-07
6,26,334.792069,124.762685,198.357536,5.835588,,,,,
6,27,336.106021,125.455906,199.573067,3.631661,0.00010394660593428099,6.714658103883274e-05,3.4935027954929865e-05,1.8649969405184175e-06,4.092746913730742e-07
6,28,334.094667,124.589632,198.889006,3.645641,,,,,
6,29,330.396275,124.135855,197.796737,3.662112,0.00010624695245437074,6.695088762789965e-05,3.743641883602322e-05,1.8596459904478646e-06,4.18331972306865e-07
6,30,284.250986,104.587675,170.12042,3.638101,6.794077247357106e-05,4.694247394800184e-05,1.9694460192454244e-05,1.3038383331149849e-06,2.675069420097218e-07
7,31,337.648606,126.112628,199.589238,5.797267,,,,,
7,32,330.470316,123.940791,198.030702,3.620421,0.00010246349884241693,6.792354397475728e-05,3.265335945457082e-05,1.8865954130887962e-06,4.0343517220994085e-07
7,33,333.256583,124.795716,198.768224,3.622471,,,,,
7,34,331.168408,123.985532,198.381427,3.623712,0.00010633637663713907,6.646897941827768e-05,3.802114152051672e-05,1.8462556983447767e-06,4.186840670623872e-07
7,35,287.892407,107.370392,171.093267,3.654281,7.019468862592428e-05,4.74235808476805e-05,2.1453906057899985e-05,1.3172017203436973e-06,2.7638141010171905e-07
8,36,338.298478,125.597709,198.918646,3.903786,,,,,
8,37,331.150827,124.307237,198.187263,3.769764,0.0001068344522678745,6.794852968305346e-05,3.6998640709384745e-05,1.8872818754365025e-06,4.206451676506889e-07
8,38,333.798252,124.412989,199.064918,3.661792,,,,,
8,39,330.07828,124.074294,197.785417,3.612891,0.00010162402763858654,6.689399555325501e-05,3.2871970745418366e-05,1.8580613399131444e-06,4.00129876045856e-07
8,40,290.40199,107.907111,173.05732,3.676182,7.073756834755996e-05,4.6898001059889885e-05,2.2536962475783184e-05,1.3026048118869492e-06,2.785189203025373e-07
9,41,333.618699,125.276924,198.125172,3.966167,,,,,
9,42,331.217918,124.42301,198.082982,3.766894,0.00010590162289699423,6.751063913106926e-05,3.651586254704853e-05,1.8751212188767042e-06,4.1697228723829614e-07
9,43,331.977162,123.947041,198.441908,3.650092,,,,,
9,44,331.724017,124.599672,198.680363,3.640561,0.00010152951936785119,6.68669091537595e-05,3.2805304016392256e-05,1.8573061976995733e-06,3.997577634310222e-07
9,45,290.234017,108.025002,172.637813,3.660111,7.0950651385745e-05,4.692316465079792e-05,2.2724184859157504e-05,1.3033018757899607e-06,2.7935790387401825e-07
10,46,335.302517,125.399866,197.947629,5.785107,,,,,
10,47,334.515924,125.185112,199.259322,3.656722,0.00010659211857869718,6.827355194836851e-05,3.642225135536137e-05,1.8963152749670864e-06,4.196910138814935e-07
10,48,331.376041,123.710038,198.028951,3.528019,,,,,
10,49,332.358088,124.665303,199.215622,3.54196,0.00010562509599352935,6.639800015836948e-05,3.738280769027824e-05,1.8442881448815288e-06,4.1588350264494887e-07
10,50,287.684334,107.495404,171.077567,3.53609,6.614690220074944e-05,4.713546615093948e-05,1.7702236377203917e-05,1.3091996726062594e-06,2.604438378739641e-07
11,51,339.815344,126.793909,201.072102,5.744327,,,,,
11,52,332.421369,124.288518,197.919449,3.716813,0.00010711731676589249,6.859836857765907e-05,3.661364040397075e-05,1.9053077842626315e-06,4.2175890560380514e-07
11,53,336.948955,124.521661,197.992251,3.53819,,,,,
11,54,330.391104,123.642615,198.660693,3.57075,0.00010588253968527505,6.724065765738481e-05,3.677419609005028e-05,1.867685937840078e-06,4.1689714985871005e-07
11,55,291.359766,107.131047,170.09318,3.507719,6.917528372177685e-05,4.8536589927971555e-05,1.9290570989483058e-05,1.3481228043221732e-06,2.7236765107823683e-07
12,56,338.075034,126.054577,198.666782,5.526523,,,,,
12,57,331.31416,124.44044,198.219354,3.721663,0.00010500868840847754,6.799243334680788e-05,3.512780588721398e-05,1.8884491744554694e-06,4.134564871415127e-07
12,58,332.426059,124.593461,198.389857,3.645042,,,,,
12,59,331.2939,123.982521,198.330117,3.667082,0.00010615369295778176,6.640475932508712e-05,3.790447476603731e-05,1.8444588666574851e-06,4.179647765591927e-07
12,60,287.578842,107.329351,170.432426,3.53487,6.965952252993091e-05,4.765207488089795e-05,2.0683905432861138e-05,1.323542216171824e-06,2.74274271183594e-07
13,61,336.261394,126.036326,199.11373,3.944517,,,,,
13,62,332.998268,123.378222,198.664532,5.584674,0.0001027451747811505,6.793817747384294e-05,3.2920026328042695e-05,1.8869709792650448e-06,4.0454423038318483e-07
13,63,338.639114,125.802262,200.401141,3.658392,,,,,
13,64,330.457086,124.128434,198.056822,3.638502,0.0001029483483438523,6.740981731563796e-05,3.366613805155794e-05,1.872392976656558e-06,4.05344196831561e-07
13,65,288.573099,107.632796,171.552444,3.634072,7.005687196259087e-05,4.6928408741950776e-05,2.1825017455512352e-05,1.3034457651277427e-06,2.758387769695927e-07
14,66,332.927827,125.06226,197.974461,3.788173,,,,,
14,67,331.616015,124.710214,198.50396,3.671461,0.00010488555888853385,6.830472927540562e-05,3.46836388587235e-05,1.897190754405326e-06,4.129716825072411e-07
14,68,335.032212,125.234602,200.168347,3.680131,,,,,
14,69,330.286363,124.101504,197.661774,3.670772,0.00010676949674033641,6.704095229506483e-05,3.786641919134581e-05,1.8621252539257244e-06,4.2038941467783236e-07
14,70,284.317637,104.461293,170.272012,3.669272,6.836345161820344e-05,4.650101829320203e-05,2.0570849784462553e-05,1.2915835405389404e-06,2.691711798644764e-07
15,71,338.271828,126.234579,200.002675,5.851849,,,,,
15,72,331.89558,124.437149,197.455102,3.687112,0.00010507277679569146,6.825181748718046e-05,3.49253057123633e-05,1.8956535961479014e-06,4.13708825875058e-07
15,73,333.125851,124.537032,198.261725,3.582491,,,,,
15,74,330.828102,124.271747,197.834948,3.57653,0.00010622086788709528,6.641821358352885e-05,3.795780814641603e-05,1.84484615715013e-06,4.182292681047843e-07
15,75,287.222836,107.397792,170.69946,3.495429,6.930400620915739e-05,4.7050218656659055e-05,2.094696120025219e-05,1.3068263522452751e-06,2.7287447721096035e-07
16,76,352.153361,125.325994,198.355056,21.793207,,,,,
16,77,332.922737,124.917597,197.643735,3.672522,0.00011364634817391094,7.320307716727256e-05,3.8410030725799515e-05,2.0332402808384786e-06,4.4746602023697815e-07
16,78,336.456468,125.704291,200.071796,3.669992,,,,,
16,79,331.216368,124.430669,198.313686,3.653212,0.00010697838427419816,6.727174390107381e-05,3.783808581658832e-05,1.8685545565353529e-06,4.2121187905927863e-07
16,80,288.094161,107.527645,171.174267,3.677222,6.64887789091715e-05,4.731188621372e-05,1.7862792077494305e-05,1.3141006179567778e-06,2.617899278503442e-07
17,81,333.463476,125.272623,198.080372,3.949457,,,,,
17,82,333.608848,124.325298,198.116972,5.724937,0.00010412337132579327,6.673778109252473e-05,3.5531972869762285e-05,1.8536173635058954e-06,4.0997067947587363e-07
17,83,338.814247,125.869024,200.33172,3.804874,,,,,
17,84,330.378235,123.931961,198.115542,3.639151,0.00010724961922318078,6.74392567947507e-05,3.793725257139613e-05,1.8731098570343586e-06,4.222798273490402e-07
17,85,288.171552,107.392832,171.164698,3.646182,6.869687956734694e-05,4.7193822264671344e-05,2.0192238380900562e-05,1.31081892177463e-06,2.7048400407604767e-07
18,86,338.479811,126.392793,199.969974,5.580984,,,,,
18,87,331.29217,124.233206,198.172354,3.783394,0.00010584263199992731,6.846111733466382e-05,3.548002838726916e-05,1.9014862779941842e-06,4.1674001913320543e-07
18,88,331.584805,123.814808,198.254365,3.150593,,,,,
18,89,330.71007,124.239836,197.996591,3.556369,0.00010637062584543857,6.625203192234036e-05,3.827836395942086e-05,1.8402299636767998e-06,4.1881891835484193e-07
18,90,288.408346,107.758848,171.395123,3.514659,6.766907133289729e-05,4.712433684617287e-05,1.923584871121875e-05,1.3088857755064995e-06,2.6643715815775735e-07
19,91,338.480301,126.357062,200.373131,5.549634,,,,,
19,92,334.377802,125.267773,198.517751,3.710472,0.00010609799655841856,6.856574676930918e-05,3.562780629806639e-05,1.904443491043315e-06,4.1774548006119904e-07
19,93,333.975935,123.795039,198.059181,3.5529,,,,,
19,94,330.053108,123.247099,198.226525,3.588041,0.00010634280722627946,6.64257707074286e-05,3.8071974884701376e-05,1.8450616341498171e-06,4.187093865748608e-07
