epoch,step_idx,step_ms
1,1,103.818603
1,2,83.632452
1,3,83.765934
1,4,83.675522
1,5,83.835945
1,6,83.438658
1,7,83.642812
1,8,83.674602
1,9,84.000308
1,10,83.677702
1,11,97.072576
1,12,83.898656
1,13,84.435856
1,14,84.062329
1,15,83.703452
1,16,83.657982
1,17,83.62218
1,18,83.584551
1,19,83.938987
1,20,83.612641
1,21,101.462213
1,22,85.778529
1,23,84.006507
1,24,83.947417
1,25,86.306918
1,26,86.214287
1,27,86.253536
1,28,84.875183
1,29,83.933946
1,30,108.889323
1,31,83.532359
1,32,83.291685
1,33,86.93915
1,34,83.714113
1,35,83.615591
1,36,84.222662
1,37,83.757373
1,38,83.801034
1,39,83.434658
1,40,105.790488
1,41,84.261063
1,42,83.773013
1,43,87.124063
1,44,85.058276
1,45,83.836615
1,46,85.065237
1,47,83.56375
1,48,83.704903
1,49,83.488579
1,50,100.629278
1,51,88.013877
1,52,84.765152
1,53,84.527997
1,54,83.629051
1,55,83.51214
1,56,83.807824
1,57,83.490919
1,58,101.914172
1,59,86.969309
1,60,83.639532
1,61,84.059988
1,62,88.259732
1,63,87.55817
1,64,84.950205
1,65,83.58196
1,66,83.422348
1,67,83.610721
1,68,98.538122
1,69,85.207179
1,70,84.042849
1,71,83.469648
1,72,85.005505
1,73,84.892413
1,74,83.501268
1,75,83.852705
1,76,99.229003
1,77,84.208302
1,78,86.657594
1,79,86.743516
1,80,87.914736
1,81,83.649012
1,82,83.621021
1,83,84.455276
1,84,83.828915
1,85,85.592715
1,86,97.32818
1,87,83.985828
1,88,83.772303
1,89,83.713443
1,90,86.671265
1,91,85.587275
1,92,83.855286
1,93,84.321884
1,94,83.160233
1,95,84.022608
1,96,102.648284
1,97,83.508079
1,98,83.50216
1,99,83.804074
1,100,83.780474
1,101,85.924101
1,102,83.460908
1,103,83.687803
1,104,102.803586
1,105,85.937922
1,106,84.138579
1,107,84.6775
1,108,83.439749
1,109,84.247741
1,110,90.311249
1,111,83.456118
1,112,90.595743
1,113,83.968287
1,114,100.026208
1,115,84.078389
1,116,83.57408
1,117,83.962247
1,118,83.273355
1,119,83.899485
1,120,86.028813
1,121,83.303615
1,122,83.861715
1,123,85.042746
1,124,98.490181
1,125,83.406097
1,126,86.522452
1,127,83.517729
1,128,83.533929
1,129,84.019988
1,130,83.923076
1,131,83.676422
1,132,86.720375
1,133,100.15631
1,134,83.986607
1,135,83.444009
1,136,83.277915
1,137,84.908284
1,138,84.419785
1,139,84.869212
1,140,84.406416
1,141,83.57379
1,142,86.123675
1,143,97.32625
1,144,84.912064
1,145,83.56168
1,146,83.703983
1,147,84.063079
1,148,86.92948
1,149,83.766264
1,150,84.084679
1,151,99.198453
1,152,83.896126
1,153,83.744584
1,154,84.116669
1,155,83.985958
1,156,84.026879
1,157,82.698265
