epoch,step_idx,step_ms,forward_ms,backward_ms,optimizer_ms,energy_consumed,cpu_energy,gpu_energy,ram_energy,emissions
1,1,151.748837,56.679634,87.240036,3.391174,,,,,
1,2,149.827335,56.45585,86.904521,3.473846,7.305018526880687e-05,5.465892702341069e-05,1.6873069057510293e-05,1.5181891878859871e-06,2.8762451416200373e-07
1,3,151.755186,56.4689,86.678097,3.577628,,,,,
1,4,148.597286,56.043844,86.192269,3.414986,7.328967736349216e-05,5.473328921943893e-05,1.7036124745573034e-05,1.5202633984800823e-06,2.8856747956484345e-07
1,5,156.475933,58.772217,88.764161,3.513166,,,,,
1,6,150.490816,56.854326,87.47423,3.476846,7.411949140050914e-05,5.5627700686454755e-05,1.6946680219120935e-05,1.5451104949331965e-06,2.9183475203463366e-07
1,7,153.144569,57.06913,88.08592,3.395675,,,,,
1,8,149.336537,56.359059,86.680257,3.485506,7.325494001562049e-05,5.48608435317875e-05,1.6870291275949967e-05,1.5238052078833195e-06,2.884307062935891e-07
1,9,150.77954,56.074533,86.157519,3.631419,,,,,
1,10,114.135779,47.77237,60.518135,3.470766,7.899332005540088e-05,5.841954350471507e-05,1.8951126264710183e-05,1.6226502859758028e-06,3.110247457877461e-07
2,11,151.443612,56.768885,86.790029,3.543797,,,,,
2,12,150.417834,56.731435,87.313388,3.493076,7.508781652147212e-05,5.493877865374091e-05,1.8623070459966584e-05,1.5259674077646576e-06,2.9564739181703595e-07
2,13,150.450264,55.975911,86.027987,3.524086,,,,,
2,14,148.272531,55.969762,86.295331,3.364534,7.475002391804523e-05,5.443497039377696e-05,1.8803070602757543e-05,1.511982921510934e-06,2.943173824119871e-07
2,15,153.152279,56.867407,87.776605,3.585738,,,,,
2,16,151.469542,57.131441,87.993699,3.522546,7.588878688885234e-05,5.516215041279798e-05,1.919445979581269e-05,1.5321766802420223e-06,2.9880109651919663e-07
2,17,151.513172,56.507141,86.779099,3.490917,,,,,
2,18,149.038413,56.364629,86.560595,3.442265,7.532267455540509e-05,5.464538708329215e-05,1.9159459782258637e-05,1.5178276898546351e-06,2.965721112774812e-07
2,19,157.082262,56.622673,87.454859,3.621227,,,,,
2,20,114.227542,47.78378,60.867892,3.227332,8.370218970675915e-05,6.33060133084654e-05,1.8637792692288713e-05,1.7583837060050855e-06,3.295652373791118e-07
3,21,152.942426,57.124901,87.779325,3.488157,,,,,
3,22,150.076899,56.584132,87.001603,3.466536,7.502663333931042e-05,5.479572936892491e-05,1.8708903851916148e-05,1.522000118469196e-06,2.954064919072101e-07
3,23,152.165672,56.772444,87.225686,3.364024,,,,,
3,24,151.454381,57.136311,88.006148,3.386754,7.526520872959798e-05,5.4805963486433216e-05,1.893695959154229e-05,1.5222856516225442e-06,2.963458479193797e-07
3,25,151.558794,56.540851,86.855751,3.582528,,,,,
3,26,148.053907,55.964603,86.022026,3.379524,7.487575316420664e-05,5.4646493121981825e-05,1.8711403853899355e-05,1.5178561883254235e-06,2.9481242309135164e-07
3,27,150.316333,56.078984,86.039327,3.624098,,,,,
3,28,149.652243,56.618733,86.665907,3.550437,7.497515327560371e-05,5.480781551450492e-05,1.8645014918661218e-05,1.5223228424373573e-06,2.9520379661960286e-07
3,29,152.484488,56.697074,87.130205,3.71324,,,,,
3,30,113.913326,47.831711,60.307773,3.353714,7.845660381687299e-05,5.849274806678283e-05,1.8339181337978516e-05,1.6246744121114397e-06,3.0891150340812126e-07
4,31,152.177283,56.923917,87.606422,3.421175,,,,,
4,32,151.267189,56.888878,87.742304,3.684599,7.249410687230548e-05,5.5074897035956374e-05,1.5889457145590313e-05,1.529752690758969e-06,2.8543503609235654e-07
4,33,150.535186,56.153655,86.268251,3.545317,,,,,
4,34,150.149581,56.781885,87.288067,3.412726,7.223687320521673e-05,5.510893911123268e-05,1.5597234693132123e-05,1.5306994008521278e-06,2.844222158202362e-07
4,35,151.215768,56.390439,86.615826,3.628408,,,,,
4,36,150.462536,56.734005,87.246916,3.723231,7.189529038764686e-05,5.4747130721807466e-05,1.562751251071859e-05,1.5206471551209677e-06,2.8307728299647693e-07
4,37,154.089883,56.958638,88.379855,4.040225,,,,,
4,38,149.046463,56.330409,86.326592,3.608608,7.234604715798546e-05,5.5179787613451273e-05,1.563362361878262e-05,1.5326359257515903e-06,2.8485207243194213e-07
4,39,149.978739,55.925102,85.904585,3.532337,,,,,
4,40,113.809475,48.102766,60.097829,3.283033,8.087223647180227e-05,6.011498030275087e-05,1.9087515269688993e-05,1.6697408993624917e-06,3.184227067844188e-07
5,41,148.891131,55.738229,85.336445,3.551377,,,,,
5,42,150.987884,56.893697,87.388759,3.70949,7.314263971782862e-05,5.472022518515597e-05,1.690251352215455e-05,1.519901010518267e-06,2.879885401515909e-07
5,43,150.609408,56.189735,86.263111,3.599048,,,,,
5,44,150.393664,56.905457,87.455269,3.379054,7.295738677598083e-05,5.438646469265243e-05,1.7060291426673757e-05,1.5106306566546292e-06,2.872591335498138e-07
5,45,152.878505,56.738765,87.198926,3.504467,,,,,
5,46,151.003374,57.027469,87.761114,3.509286,7.390144030783481e-05,5.48617593944074e-05,1.7515847346771807e-05,1.523833566655715e-06,2.90976207468837e-07
5,47,155.71292,56.714664,87.332028,3.75923,,,,,
5,48,151.769518,57.130471,88.153531,3.514116,7.437492753273149e-05,5.541299022734144e-05,1.7422791714238883e-05,1.5391455911513852e-06,2.9284049477381427e-07
5,49,150.859782,56.022223,86.039487,3.696109,,,,,
