task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
e1_fwd_1,2026-04-06T22:08:01,PNA,afac4f6e-f3ba-485c-941f-d2c3dfcdb31a,0.05786723829805851,2.3282824835185293e-08,4.037218956430879e-07,360.0,0.0,10.0,5.753653869032755e-06,0.0,1.5966222207579664e-07,5.913316091108551e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_1,2026-04-06T22:08:02,PNA,afac4f6e-f3ba-485c-941f-d2c3dfcdb31a,0.08993259631097317,4.985521549670182e-08,5.578232291625572e-07,360.0,147.89547435784075,10.0,8.801410719752384e-06,3.616391779814876e-06,2.443057329704342e-07,1.2662108232537606e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_opt_1,2026-04-06T22:08:02,PNA,afac4f6e-f3ba-485c-941f-d2c3dfcdb31a,0.0047225989401340485,1.7368503108856253e-09,4.06181694255108e-07,360.0,0.0,10.0,4.292540252209213e-07,0.0,1.1867057118151016e-08,4.4112108233914683e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_fwd_4,2026-04-06T22:08:03,PNA,afac4f6e-f3ba-485c-941f-d2c3dfcdb31a,0.06054232083261013,2.4270841355321346e-08,4.0280067920658886e-07,360.0,0.0,10.0,5.997774191200721e-06,0.0,1.6647596947020872e-07,6.16425016067095e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_4,2026-04-06T22:08:03,PNA,afac4f6e-f3ba-485c-941f-d2c3dfcdb31a,0.08938482776284218,4.7914947148295255e-08,5.408119091563989e-07,360.0,102.59732554270536,10.0,9.269751235842748e-06,2.642224345095201e-06,2.5734794326126733e-07,1.216932352419921e-05,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_opt_4,2026-04-06T22:08:03,PNA,afac4f6e-f3ba-485c-941f-d2c3dfcdb31a,0.009213956072926521,1.7393693001820196e-09,1.901986484067682e-07,360.0,0.0,10.0,4.2987819761047645e-07,0.0,1.1882651597262101e-08,4.417608492077521e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_fwd_7,2026-04-06T22:08:04,PNA,afac4f6e-f3ba-485c-941f-d2c3dfcdb31a,0.05809883028268814,3.538635728723064e-08,6.118175508760103e-07,360.0,190.26140660767032,10.0,5.774563364684604e-06,3.052502435707538e-06,1.6027647587988118e-07,8.98734227627201e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_7,2026-04-06T22:08:04,PNA,afac4f6e-f3ba-485c-941f-d2c3dfcdb31a,0.08998763002455235,3.591768341207034e-08,4.02188352288752e-07,360.0,0.0,10.0,8.875886909663752e-06,0.0,2.464003033108211e-07,9.12228721297462e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_opt_7,2026-04-06T22:08:04,PNA,afac4f6e-f3ba-485c-941f-d2c3dfcdb31a,0.006109582260251045,1.7115138826244935e-09,2.8287090870464237e-07,360.0,0.0,10.0,4.2299199849368807e-07,0.0,1.169419847428906e-08,4.346861969680652e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_fwd_10,2026-04-06T22:08:05,PNA,afac4f6e-f3ba-485c-941f-d2c3dfcdb31a,0.04865301959216595,2.5569423908550364e-08,5.27671512542592e-07,360.0,114.90435379945896,10.0,4.821095429360933e-06,1.5391678900300576e-06,1.3379772814611372e-07,6.494061047537152e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
