timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-06T22:18:16,PNA,43f330b5-6170-4be9-9a9a-8ebd14f44176,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.9167589172720909,9.340309917147776e-06,1.0188403669899187e-05,360.0,91.50906772650723,10.0,0.002006076883524656,0.00031043052614165845,5.572213378424448e-05,0.0023722295434505597,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
