epoch,step_idx,step_ms,forward_ms,backward_ms,optimizer_ms,energy_consumed,cpu_energy,gpu_energy,ram_energy,emissions
1,1,179.686764,77.904262,87.780897,3.589061,,,,,
1,2,155.131051,57.785702,87.059996,6.126253,,,,,
1,3,162.81295,66.297296,86.853352,5.260268,7.668920869957673e-05,5.221279468387365e-05,2.302640730533767e-05,1.4500067103654148e-06,3.0195264135905094e-07
1,4,154.978138,58.539526,86.329473,5.214388,,,,,
1,5,167.783284,68.272979,89.027339,5.632065,,,,,
1,6,155.477548,58.749799,87.691295,5.076696,,,,,
1,7,167.054772,68.844749,89.926643,3.264864,0.00010374637721246622,6.74428081139922e-05,3.443030531968816e-05,1.8732637787858645e-06,4.0848631980876767e-07
1,8,151.148634,56.534701,86.6998,3.298696,,,,,
1,9,148.418057,56.142355,86.171321,3.245134,,,,,
1,10,115.8535,49.419881,60.607901,3.135263,8.904367533138562e-05,6.076962072402238e-05,2.6586132392480977e-05,1.6879222148822414e-06,3.505965626527328e-07
2,11,174.024689,77.454943,87.184137,3.53969,,,,,
2,12,150.93864,57.022089,87.29087,3.389767,,,,,
2,13,154.162975,58.268231,86.163989,5.762007,,,,,
2,14,154.085623,58.693338,86.486325,5.113126,9.573809697548715e-05,6.458623725920913e-05,2.935807904691501e-05,1.7937806693630084e-06,3.76954877363298e-07
2,15,160.329589,59.528301,88.02093,6.50662,,,,,
2,16,155.559838,58.639647,88.138074,5.042105,,,,,
2,17,162.660228,68.251089,87.41752,3.252135,,,,,
2,18,149.224072,56.507971,86.571528,3.237214,0.00010207387312399178,6.490843649953603e-05,3.536252827984754e-05,1.8029083446082136e-06,4.019010774290083e-07
2,19,152.635379,57.175903,87.584924,3.450448,,,,,
2,20,116.316448,49.604375,60.986086,3.207624,6.584237769064502e-05,4.555132891982791e-05,1.9025848558840153e-05,1.2652002119769655e-06,2.592448167633816e-07
3,21,154.819266,59.080905,88.121832,3.396077,,,,,
3,22,150.732987,56.870937,87.073606,3.394407,,,,,
3,23,150.671446,57.144952,87.265668,3.278945,,,,,
3,24,152.227182,57.349075,88.130214,3.399547,9.382803949132363e-05,6.30038945004344e-05,2.907418992492694e-05,1.7499550659623405e-06,3.694343029269369e-07
3,25,151.52895,56.901478,86.874671,3.382417,,,,,
3,26,154.114233,58.076968,86.15461,5.850299,,,,,
3,27,154.381838,61.574296,86.634128,3.231495,,,,,
3,28,149.325433,56.560222,86.663669,3.241925,0.00010124507397880878,6.26814987510443e-05,3.682252945225173e-05,1.7410457755128552e-06,3.986378009486826e-07
3,29,151.971478,56.828067,87.280029,3.299565,,,,,
