task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
e1_fwd_1,2026-04-06T21:44:17,PNA,8aa6937c-7a2f-4b73-898e-725009359691,0.049809983000159264,2.000312872207879e-08,4.032218994418976e-07,360.0,0.0,10.0,4.9431374296545535e-06,0.0,1.3720929726130743e-07,5.0803467269158135e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_1,2026-04-06T21:44:17,PNA,8aa6937c-7a2f-4b73-898e-725009359691,0.040245575830340385,2.1838596576919413e-08,5.453855563950645e-07,360.0,105.12382442416218,10.0,4.202368482947305e-06,1.2275009879658683e-06,1.1664498597383367e-07,5.546514456886966e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_opt_1,2026-04-06T21:44:17,PNA,8aa6937c-7a2f-4b73-898e-725009359691,0.004144521430134773,1.6354477805244046e-09,4.009650025977578e-07,360.0,0.0,10.0,4.0418896824130114e-07,0.0,1.1178142287668173e-08,4.1536711052896254e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_fwd_8,2026-04-06T21:44:18,PNA,8aa6937c-7a2f-4b73-898e-725009359691,0.04960853047668934,2.116845666448277e-08,4.290255385614018e-07,360.0,0.0,10.0,5.231102742254664e-06,0.0,1.4521118460430191e-07,5.376313926858979e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_8,2026-04-06T21:44:18,PNA,8aa6937c-7a2f-4b73-898e-725009359691,0.03803183510899544,2.0352892711801228e-08,5.38922038744573e-07,360.0,123.95397694782132,10.0,3.767119906842708e-06,1.2975010434956857e-06,1.0455799702969e-07,5.169178947368172e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_opt_8,2026-04-06T21:44:18,PNA,8aa6937c-7a2f-4b73-898e-725009359691,0.004126440733671188,1.614305118025384e-09,3.9907678651181176e-07,360.0,0.0,10.0,3.989620134235445e-07,0.0,1.1035334318875757e-08,4.099973477424135e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_fwd_15,2026-04-06T21:44:19,PNA,8aa6937c-7a2f-4b73-898e-725009359691,0.052861547097563744,1.9835386423718533e-08,3.773805329600741e-07,360.0,0.0,10.0,4.901690967381049e-06,0.0,1.36052972326673e-07,5.037743939707634e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_15,2026-04-06T21:44:19,PNA,8aa6937c-7a2f-4b73-898e-725009359691,0.03899661265313625,2.271312527189406e-08,5.86033668444374e-07,360.0,180.46928426359653,10.0,3.7722552195191064e-06,1.8916681838732075e-06,1.0470175701711128e-07,5.768625160409513e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_opt_15,2026-04-06T21:44:19,PNA,8aa6937c-7a2f-4b73-898e-725009359691,0.004059452563524246,1.6035424434103645e-09,4.0239056264147586e-07,360.0,0.0,10.0,3.9630290120840246e-07,0.0,1.0960968211290944e-08,4.0726386941959854e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_fwd_22,2026-04-06T21:44:20,PNA,8aa6937c-7a2f-4b73-898e-725009359691,0.059341320767998695,2.385168149572291e-08,4.036786839814988e-07,360.0,0.0,10.0,5.894167348742497e-06,0.0,1.636255946424261e-07,6.057792943384849e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_22,2026-04-06T21:44:20,PNA,8aa6937c-7a2f-4b73-898e-725009359691,0.0379450935870409,2.265405778517869e-08,6.009765334291411e-07,360.0,182.2074764637938,10.0,3.750631958246214e-06,1.89889041735114e-06,1.0410096599824145e-07,5.753623341595623e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
