epoch,step_idx,step_ms,forward_ms,backward_ms,optimizer_ms,energy_consumed,cpu_energy,gpu_energy,ram_energy,emissions
1,1,330.709761,123.963918,197.379043,3.636189,,,,,
1,2,329.322619,123.089335,197.997512,4.008615,0.00015767964741726257,0.00011534705460071568,3.912864241328862e-05,3.203950403258205e-06,6.208407523504544e-07
1,3,336.962712,125.410211,200.844547,3.994575,,,,,
1,4,333.453495,124.778742,199.907623,3.925593,0.00016234113411181723,0.00011650470513850457,4.260031185765456e-05,3.2361171156581892e-06,6.391946804186773e-07
1,5,283.973437,104.098468,169.96158,3.959564,6.170467645550716e-05,4.158628042787312e-05,1.8963348495049104e-05,1.1550475325849288e-06,2.4295321800665383e-07
2,6,332.335038,124.09084,198.47104,3.926443,,,,,
2,7,329.156917,122.415593,197.974562,3.975864,0.0001580201990165381,0.00011522352471947665,3.959614278414847e-05,3.2005315129127738e-06,6.221816249016776e-07
2,8,335.922265,125.087827,200.605253,3.992474,,,,,
2,9,330.702961,123.741285,197.750717,4.225508,0.00016203334317288227,0.00011594019606709477,4.287281207382421e-05,3.2203350319630553e-06,6.379827982181204e-07
2,10,291.832575,108.359567,173.312314,3.972264,6.718205920546241e-05,4.697265047580012e-05,1.8904737359548562e-05,1.3046713701138875e-06,2.6451961850978803e-07
3,11,337.883727,124.71771,198.991828,3.939414,,,,,
3,12,332.945147,124.793482,200.033494,3.971124,0.00016276316804628545,0.00011651802752166976,4.300864551964878e-05,3.2364950049668537e-06,6.408563778519488e-07
3,13,332.674283,123.729166,198.569541,3.999574,,,,,
3,14,330.659611,123.574642,198.842746,4.013125,0.0001577941138428767,0.0001151262689381839,3.947003158089046e-05,3.197813323802414e-06,6.212914473067245e-07
3,15,289.024159,107.477123,171.531335,3.953403,6.07443836851667e-05,4.240220058709379e-05,1.716445817123713e-05,1.1777249268359594e-06,2.391722044403476e-07
4,16,337.123615,124.979635,200.208047,3.878093,,,,,
4,17,330.162212,124.009909,198.046342,3.937224,0.00016245008700056275,0.0001161193549633027,4.310531225826253e-05,3.2254197789977057e-06,6.396236666228418e-07
4,18,336.345383,124.185982,198.306667,4.255188,,,,,
4,19,331.616886,124.737531,198.817135,3.756021,0.00016369519914369952,0.00011658029612153769,4.387670176697611e-05,3.238201255185733e-06,6.445261151782982e-07
4,20,283.943767,103.972286,169.815758,3.990634,6.21173266806916e-05,4.396831355988999e-05,1.6927791321563745e-05,1.2212217992378649e-06,2.445779684450098e-07
5,21,334.060226,123.308998,198.621553,3.654859,,,,,
5,22,330.66413,123.532762,198.456439,3.943394,0.00015951660216617517,0.0001156781237572433,4.062531027670957e-05,3.2131681322223623e-06,6.28073495364718e-07
5,23,336.473534,124.832072,200.170887,4.008775,,,,,
5,24,333.10318,124.68783,200.119456,3.956054,0.0001637231348735166,0.00011688178312033431,4.3594757087817015e-05,3.246594665365089e-06,6.44636108064515e-07
5,25,289.086451,107.540504,171.397993,3.977084,6.053072825149865e-05,4.2140816338360164e-05,1.72194582148677e-05,1.170453698270851e-06,2.3833096714463607e-07
6,26,334.38366,123.689324,198.237346,4.235228,,,,,
6,27,332.915117,124.806572,199.991804,3.927623,0.00016008812983262302,0.00011688421014696346,3.995725418803886e-05,3.246665497620894e-06,6.303238026950459e-07
6,28,334.618794,124.593758,199.222392,4.024505,,,,,
6,29,331.090457,124.006049,198.161414,4.062226,0.0001605092930943102,0.00011568804290145633,4.160781105611022e-05,3.213439136743541e-06,6.319820719804693e-07
6,30,284.945083,104.418923,170.509628,3.979474,6.393599412554078e-05,4.358079768717292e-05,1.9144737535725653e-05,1.2104589026421339e-06,2.517387078506959e-07
7,31,333.641819,124.767602,199.100579,3.868403,,,,,
7,32,330.586609,123.684164,198.468569,4.227418,0.0001627645244793351,0.00011560647040605556,4.39469796162939e-05,3.2110744569864547e-06,6.408617186104358e-07
7,33,334.829498,125.057326,199.336704,3.974564,,,,,
7,34,330.417137,123.902867,198.436609,3.798971,0.00015982837699165565,0.00011595390718430274,4.065364363725621e-05,3.2208261700967985e-06,6.2930106354099e-07
7,35,288.994478,107.33533,171.261821,3.811421,6.372192680482568e-05,4.51398167759182e-05,1.7328347198031224e-05,1.2537628308766416e-06,2.508958488094473e-07
8,36,332.584972,124.438066,198.626112,3.865483,,,,,
8,37,330.318984,124.09731,198.140564,3.928324,0.00016202399124562537,0.00011563477590680136,4.317725675662132e-05,3.211958582202595e-06,6.379459763603255e-07
8,38,332.755155,123.862967,198.571361,4.034225,,,,,
8,39,331.146018,124.450346,198.232636,4.088536,0.0001634360581146358,0.00011626680251210914,4.393975737571054e-05,3.229498226816458e-06,6.435057849449157e-07
8,40,290.731367,107.853079,172.653983,4.069796,6.486938834580815e-05,4.470626376569271e-05,1.8921404034699663e-05,1.2417205454160818e-06,2.55413812275665e-07
9,41,333.043299,124.013039,197.89908,3.982754,,,,,
9,42,331.28023,124.169811,198.374507,3.941453,0.0001588545197552041,0.00011551691312342884,4.012892098614884e-05,3.2086856456266466e-06,6.25466641855858e-07
9,43,333.77201,123.630753,198.202095,3.959474,,,,,
9,44,331.902131,124.634479,199.07019,3.985644,0.00016270741381716608,0.00011640215739607777,4.307197890796033e-05,3.2332775131281875e-06,6.406368536576737e-07
9,45,290.990891,107.90264,173.028379,4.047625,6.284506558961508e-05,4.2304219119250475e-05,1.936584882855641e-05,1.1749976418084514e-06,2.4744333489611027e-07
10,46,333.902473,124.019191,197.881718,3.866713,,,,,
10,47,332.302437,124.59378,199.528615,3.953285,0.00016372332064184397,0.00011617061160504837,4.432586879943301e-05,3.226840237362515e-06,6.446368395003704e-07
10,48,333.125961,123.497982,198.055541,3.997405,,,,,
10,49,332.259797,124.56919,199.537865,3.917314,0.0001603115842837349,0.0001157556777819993,4.134058862348411e-05,3.215317878251271e-06,6.312036222013497e-07
10,50,289.113257,107.464922,171.538,3.958034,6.079003943062697e-05,4.2151491343974876e-05,1.7467791749936623e-05,1.1707563367154835e-06,2.393519673192278e-07
11,51,338.139942,125.664897,201.226362,3.937604,,,,,
11,52,330.727561,123.638385,198.310235,3.971665,0.00016328942720975678,0.00011618384961038786,4.387836844443882e-05,3.227209154930383e-06,6.429284470145365e-07
11,53,333.271354,124.454017,198.60217,4.016025,,,,,
11,54,330.700212,123.552743,198.959256,3.954924,0.0001593305391357257,0.00011522357985377287,4.090642161713731e-05,3.200537664815783e-06,6.273408991565149e-07
11,55,287.372819,107.111026,170.316642,3.981124,6.075145010208359e-05,4.1976106539368466e-05,1.760945852424811e-05,1.1658850384669043e-06,2.392000274325166e-07
12,56,332.930168,124.676022,198.530098,3.903484,,,,,
12,57,331.301261,124.297595,198.798903,4.030476,0.0001633092789001542,0.00011596587393432854,4.412225752048471e-05,3.221147445340959e-06,6.430066101675089e-07
12,58,333.1136,124.489468,198.532179,3.953944,,,,,
12,59,330.675351,123.862058,198.62264,3.941474,0.00015974928955708907,0.00011525750067084995,4.129031081845369e-05,3.201478067785512e-06,6.289896682329591e-07
12,60,287.606302,107.253849,170.25558,3.470927,6.310094095480622e-05,4.384263884276134e-05,1.804056998366832e-05,1.2177321283767754e-06,2.484508070514261e-07
13,61,332.648753,124.540519,198.544949,3.898723,,,,,
13,62,329.881589,123.057785,198.078311,3.972365,0.00016252449471137933,0.00011524067055434031,4.4082813033696766e-05,3.2010111233426563e-06,6.399166361970421e-07
13,63,339.21242,125.065048,200.592022,4.298879,,,,,
13,64,330.549689,124.421587,197.928559,3.986044,0.00016064320798071883,0.00011594244781881584,4.1480310954966626e-05,3.2204492069366894e-06,6.325093424316078e-07
13,65,290.898466,107.619265,171.809825,4.034906,6.4140326884129e-05,4.519636947661679e-05,1.7688625277401115e-05,1.2553321301109308e-06,2.525432384648221e-07
14,66,331.20769,123.96736,197.795407,3.886153,,,,,
14,67,331.290952,124.525538,198.604799,3.991635,0.0001619077616802243,0.00011523006614297653,4.347697922923999e-05,3.2007163080076428e-06,6.374883392967559e-07
14,68,335.358247,124.999117,200.160655,3.926044,,,,,
14,69,329.891729,123.878819,197.629234,4.093267,0.0001593379679784802,0.00011551111284643402,4.061836582991418e-05,3.2084893021318663e-06,6.273701491478735e-07
14,70,284.96524,104.388652,170.564376,4.000155,6.04250076858201e-05,4.211930092424144e-05,1.7135847045324226e-05,1.1698597162548125e-06,2.379147077439473e-07
15,71,334.842478,124.919945,199.83279,3.907193,,,,,
15,72,329.663604,123.923169,197.657185,3.768321,0.00016237719896438577,0.00011564330179244294,4.352170148536061e-05,3.21219568658206e-06,6.393366805472197e-07
15,73,335.722882,124.146363,197.860198,3.989334,,,,,
15,74,330.534759,124.222944,198.150053,3.943634,0.00015973842868759539,0.00011589828599244383,4.062086583189739e-05,3.219276863253783e-06,6.289469051338636e-07
15,75,292.135106,107.269199,170.924991,4.001985,6.115283078393825e-05,4.2583131603896734e-05,1.7386958361953475e-05,1.1827408180882602e-06,2.4078040567779857e-07
16,76,331.544045,123.803356,198.331435,3.899873,,,,,
16,77,330.321015,123.902178,197.580984,3.996525,0.000162341881900804,0.00011551542542874785,4.3617812679030976e-05,3.2086437930249536e-06,6.391976247294017e-07
16,78,335.393808,124.880135,200.406809,4.052026,,,,,
16,79,332.530162,124.326165,198.105262,3.969414,0.00016001213231508962,0.0001157816842198376,4.101447726156948e-05,3.2159708336823415e-06,6.300245734873785e-07
16,80,292.140367,107.689906,171.45148,4.077626,6.351278877654576e-05,4.4836597889661746e-05,1.7430847279342743e-05,1.245343607539942e-06,2.500723981425476e-07
17,81,331.313552,123.94307,197.789486,3.762621,,,,,
