epoch,step_idx,step_ms,forward_ms,backward_ms,optimizer_ms,energy_consumed,cpu_energy,gpu_energy,ram_energy,emissions
1,1,774.736501,286.839419,475.881224,3.990533,0.00011773637991788948,7.747928034514194e-05,3.810503048384817e-05,2.152069088899426e-06,4.635699272830767e-07
1,2,785.42363,290.451975,482.126983,3.984853,0.00012152464186879599,7.851593885570773e-05,4.08278104373494e-05,2.1808925757391595e-06,4.784856595175459e-07
1,3,285.918184,103.945971,170.076066,4.059674,6.142108389470746e-05,4.3199264071881825e-05,1.702195807240514e-05,1.1998617504205947e-06,2.4183661341188215e-07
2,4,773.826058,286.330261,475.246363,3.988234,0.00011758586855513224,7.731551881879576e-05,3.812280827730774e-05,2.1475414590289176e-06,4.629773106123647e-07
2,5,781.225595,289.123005,479.350939,3.991593,0.00011716089587147666,7.809391487389799e-05,3.6897807305535935e-05,2.169173692042627e-06,4.613040422802063e-07
2,6,291.32876,107.863443,172.413762,4.105644,6.298608901132751e-05,4.435872938483962e-05,1.7395291706634453e-05,1.2320679198536582e-06,2.479985941744572e-07
3,7,783.013692,289.677854,481.243898,3.924921,0.00011921285708434018,7.827392872422948e-05,3.87647532278379e-05,2.174175132272972e-06,4.6938334207605767e-07
3,8,776.097203,286.852589,475.874143,4.4845,0.0001173573005306401,7.758640106767401e-05,3.76158634338708e-05,2.1550360290954537e-06,4.6207735715221025e-07
3,9,291.38384,107.548389,171.00828,4.043644,6.367620670405093e-05,4.478479325771339e-05,1.7647514113150464e-05,1.2438993331872748e-06,2.507158325408473e-07
4,10,779.505407,288.81675,478.594736,3.912172,0.00012102627854994547,7.79240133240819e-05,4.093781052461054e-05,2.164454701253112e-06,4.7652342619899734e-07
4,11,779.356365,288.335733,478.482824,3.986173,0.00011975946099615714,7.790738195180905e-05,3.968808729837292e-05,2.1639917459752864e-06,4.7153551573580633e-07
4,12,283.984254,103.93581,169.994605,4.024114,6.018679735540853e-05,4.191185161471359e-05,1.711084702549215e-05,1.1640987152026697e-06,2.369767891021132e-07
5,13,775.062437,286.982532,475.900223,4.082225,0.0001179334993779875,7.747969049960376e-05,3.830169731600108e-05,2.1521115623828423e-06,4.643460565801347e-07
5,14,783.879106,289.986599,481.36283,4.009264,0.00011757369474057902,7.83615011721848e-05,3.7035585179978625e-05,2.1766083884156424e-06,4.6292937798244005e-07
5,15,287.882015,107.301463,170.626934,4.026044,6.05731511795788e-05,4.210965484380703e-05,1.729390272942055e-05,1.169593606351155e-06,2.384980012737553e-07
6,16,780.281289,287.995067,477.6099,5.940713,0.00012016647004633747,7.800123542547237e-05,3.999864310344492e-05,2.1665915174202835e-06,4.7313805486540503e-07
6,17,780.790117,289.009954,478.84583,4.019864,0.00011977874353240932,7.805343829095368e-05,3.955725387072562e-05,2.16805137073e-06,4.7161143792684605e-07
6,18,284.442741,104.341117,170.076276,4.029824,6.171271656951662e-05,4.3084369227290326e-05,1.7431680618074097e-05,1.1966667241520364e-06,2.429848747899633e-07
7,19,778.593633,288.090899,478.20262,4.115136,0.00012043411371839233,7.78376918286086e-05,4.0434476787254425e-05,2.1619451025293947e-06,4.741918630229083e-07
7,20,778.988699,288.16348,477.875785,4.007124,0.00011943453254716335,7.787177544087186e-05,3.939975373157267e-05,2.1630033747189608e-06,4.70256157073877e-07
7,21,288.513545,107.150892,170.696085,4.017213,6.621064109026001e-05,4.560261275619263e-05,1.9341404367878567e-05,1.2666239661888957e-06,2.6069480051096636e-07
8,22,778.998039,288.236981,478.141459,4.019804,0.0001207853889339857,7.786559443920867e-05,4.075697704308823e-05,2.162817451688978e-06,4.7557495825874586e-07
8,23,777.73556,287.54005,476.822679,4.494531,0.00011973477848172334,7.775016278028504e-05,3.982503184829511e-05,2.1595838531437875e-06,4.714383319135306e-07
8,24,289.970478,107.896174,171.888774,4.036974,6.492282856567205e-05,4.466177318245175e-05,1.902057077529662e-05,1.240484607923365e-06,2.556242253939667e-07
9,25,777.76741,288.056648,477.366987,3.988643,0.00011771332580242169,7.774871066212668e-05,3.780503023165238e-05,2.1595849086426968e-06,4.6347915504565653e-07
9,26,777.966403,287.926946,477.354036,4.045834,0.00012074503575260336,7.777064070105559e-05,4.081419930912489e-05,2.1601957424233345e-06,4.754160734571868e-07
9,27,288.920192,107.721751,171.232854,4.066214,6.093369104097357e-05,4.235288482159387e-05,1.7404458361625075e-05,1.1763478577550963e-06,2.3991757470930754e-07
10,28,778.130845,288.134869,478.051707,3.942293,0.00011969759167334334,7.779231723397968e-05,3.974447623988908e-05,2.1607981994748116e-06,4.7129191424663327e-07
10,29,778.304439,287.829715,477.528759,4.066415,0.00011956669812111364,7.78000993654133e-05,3.960558724713792e-05,2.1610115085625035e-06,4.707765398608128e-07
10,30,288.580517,107.354374,171.186672,4.079104,6.131470147930067e-05,4.1991706006229076e-05,1.815668119320435e-05,1.1663142798675472e-06,2.414177480738413e-07
11,31,780.855008,289.42319,479.45515,3.960143,0.00011746703049546857,7.801933884620665e-05,3.7280585374332986e-05,2.1671062749293083e-06,4.625094029807958e-07
11,32,777.929263,287.688381,477.570061,4.083825,0.00012058143159575461,7.776903714984667e-05,4.0652254753581474e-05,2.160139692326384e-06,4.747719058078468e-07
11,33,287.377257,107.05945,170.445932,4.057384,6.201081336079314e-05,4.345630109310128e-05,1.7347513875165532e-05,1.2069983925256506e-06,2.441585876895093e-07
12,34,779.419365,288.482875,478.594596,3.985523,0.0001186397759612998,7.79138991609217e-05,3.856169752225469e-05,2.1641792781237066e-06,4.671269182356062e-07
12,35,778.729095,288.12984,477.405358,4.286508,0.00011810789298267576,7.785352896898983e-05,3.809197492898875e-05,2.162389084696764e-06,4.650327061161592e-07
12,36,288.074378,107.475527,170.610774,4.051054,6.414974379736604e-05,4.53549880534412e-05,1.7535014023906115e-05,1.259741720019113e-06,2.525803161954919e-07
13,37,776.005832,287.339837,476.640595,3.964423,0.00011949819267951297,7.757344581186794e-05,3.9770031818875395e-05,2.1547150487701065e-06,4.7050680961597635e-07
13,38,781.176414,289.188186,479.207306,3.985974,0.0001197886290438847,7.809170596301523e-05,3.9527809391870505e-05,2.1691136889987524e-06,4.7165036069514427e-07
13,39,288.367193,107.424516,171.131252,4.077945,6.29623476704486e-05,4.23440065234898e-05,1.9442237771727378e-05,1.1761033752312304e-06,2.4790511608660924e-07
