timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2026-04-06T21:59:27,PNA,a3a5c5f2-9524-49ab-81b4-fe6c22191c74,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.9527696073055268,1.0943692364682597e-05,1.1486189610552152e-05,360.0,54.814544076454666,10.0,0.0023862636089324,0.0003269083171275,6.628085144071117e-05,0.0027794527775007,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
2026-04-06T22:07:04,PNA,a333a672-7c33-4cb2-a05d-f43b80e0601b,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,0.6996248327195644,7.949487662722373e-06,1.1362500716021357e-05,360.0,63.785849723314165,10.0,0.0017275989316403871,0.0002434051947233229,4.798771181764703e-05,0.0020189918381813576,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N,1.0,0.0
