task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
e1_fwd_1,2026-04-06T22:17:30,PNA,5feea17f-5588-4c66-9979-c471622bd867,0.04995402507483959,2.0095343776293595e-08,4.033965798142254e-07,360.0,0.0,10.0,4.965940117836014e-06,0.0,1.378271677013879e-07,5.103767285537415e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_1,2026-04-06T22:17:30,PNA,5feea17f-5588-4c66-9979-c471622bd867,0.0409868098795414,2.3338640150774233e-08,5.768750315702066e-07,360.0,160.3051285228987,10.0,4.023597761988696e-06,1.7922236565937055e-06,1.1167051270603997e-07,5.927491931288428e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_opt_1,2026-04-06T22:17:30,PNA,5feea17f-5588-4c66-9979-c471622bd867,0.003974037244915962,2.828483790305757e-09,7.135536613837673e-07,360.0,0.0,10.0,6.990101188420177e-07,0.0,1.9361420224112635e-08,7.183715390660355e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_fwd_6,2026-04-06T22:17:31,PNA,5feea17f-5588-4c66-9979-c471622bd867,0.04957356117665768,1.992371502275317e-08,4.0336921859284144e-07,360.0,0.0,10.0,4.923525638878337e-06,0.0,1.3665178687208068e-07,5.0601774257503975e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_6,2026-04-06T22:17:31,PNA,5feea17f-5588-4c66-9979-c471622bd867,0.04071120545268059,2.3779059037760775e-08,5.868745002520557e-07,360.0,169.59561712111443,10.0,4.028914123773526e-06,1.8986126235631673e-06,1.1182171810004363e-07,6.039348465436845e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_opt_6,2026-04-06T22:17:31,PNA,5feea17f-5588-4c66-9979-c471622bd867,0.004143582656979561,3.563030053042255e-09,8.744619177766255e-07,360.0,0.0,10.0,8.805343881248748e-07,0.0,2.4395451570549372e-08,9.04929839695397e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_fwd_11,2026-04-06T22:17:32,PNA,5feea17f-5588-4c66-9979-c471622bd867,0.04984686337411404,2.1298415590184586e-08,4.28881180727874e-07,360.0,0.0,10.0,5.2632279694080335e-06,0.0,1.460926141589854e-07,5.409320583567127e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_11,2026-04-06T22:17:32,PNA,5feea17f-5588-4c66-9979-c471622bd867,0.04056288301944733,2.184025009219154e-08,5.430882838799808e-07,360.0,129.68825339748392,10.0,3.996036201715488e-06,1.4400011565385284e-06,1.1089705448183445e-07,5.546934412735925e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_opt_11,2026-04-06T22:17:32,PNA,5feea17f-5588-4c66-9979-c471622bd867,0.006890658289194107,1.612376323948719e-09,2.3634952846173842e-07,360.0,0.0,10.0,3.9850100874900575e-07,0.0,1.1006468493076238e-08,4.095074772421294e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_fwd_16,2026-04-06T22:17:33,PNA,5feea17f-5588-4c66-9979-c471622bd867,0.04947192780673504,2.6289219548197214e-08,5.32774658085834e-07,360.0,89.57796378268598,10.0,5.230038799345412e-06,1.3016677087307471e-06,1.451665121648076e-07,6.676873020240899e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_16,2026-04-06T22:17:33,PNA,5feea17f-5588-4c66-9979-c471622bd867,0.04055686295032501,1.6191975310193794e-08,4.023969279459221e-07,360.0,0.0,10.0,4.0013452991842155e-06,0.0,1.1105381159318812e-07,4.112399110777322e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
