run_num,project_name,epoch,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss,gpu_util,cpu_util,ram_used_mb,sampled_phase
1,PNA,1,16,1775436583.166834,111.517732,48.426293,57.131619,3.646571,0.7917340993881226,19.0,0.4,19373.4609375,forward
1,PNA,1,17,1775436583.3421288,111.543163,47.557279,58.182397,3.462998,0.848625659942627,19.0,0.4,19373.4609375,backward
1,PNA,1,18,1775436583.5163684,110.294982,47.379425,56.964707,3.646281,0.8415988683700562,,,,
1,PNA,1,19,1775436583.6937625,113.80323,51.149878,56.694722,3.645831,0.8516833782196045,24.0,0.4,19373.4609375,forward
1,PNA,1,20,1775436583.868579,111.249407,47.281613,58.192937,3.469168,0.8020261526107788,24.0,0.4,19373.4609375,backward
1,PNA,1,21,1775436584.0427191,110.367883,47.141791,57.079748,3.674911,0.8070223331451416,,,,
1,PNA,1,22,1775436584.2171535,111.40207,48.426783,56.823004,3.662692,0.7882174253463745,25.0,0.4,19373.578125,forward
1,PNA,1,23,1775436584.3919919,111.797066,47.579439,58.470121,3.436738,0.7378340363502502,22.0,0.4,19373.4609375,backward
1,PNA,1,24,1775436584.5647209,109.871005,47.201962,56.663532,3.680062,0.8091450929641724,,,,
1,PNA,1,25,1775436584.7387254,111.458131,48.390963,56.826854,3.468848,0.833525538444519,19.0,0.4,19373.4609375,forward
1,PNA,1,26,1775436584.9136925,111.798247,47.420827,58.559933,3.446498,0.8391162157058716,23.0,0.5,19373.4609375,backward
1,PNA,1,27,1775436585.089487,112.413938,47.113391,57.17464,5.767676,0.7403674125671387,,,,
1,PNA,1,28,1775436585.2663205,112.977546,49.588873,57.22479,3.712723,0.7272089123725891,24.0,0.4,19373.4609375,forward
1,PNA,1,29,1775436585.4408405,111.024824,47.03842,57.939202,3.458928,0.802715539932251,25.0,0.4,19373.4609375,backward
1,PNA,1,30,1775436585.613964,110.070239,47.144011,56.794994,3.62903,0.8252595663070679,,,,
1,PNA,1,31,1775436585.7899234,111.791976,48.618456,57.148309,3.655781,0.8209847211837769,22.0,0.4,19373.51953125,forward
1,PNA,1,32,1775436585.9661407,111.040765,47.277694,58.000013,3.443078,0.7982168793678284,19.0,0.4,19373.51953125,backward
1,PNA,1,33,1775436586.140086,110.092999,47.241243,56.659662,3.837054,0.8052617907524109,,,,
1,PNA,1,34,1775436586.3137777,111.053874,48.29236,56.769343,3.655572,0.7544652223587036,23.0,0.4,19373.51953125,forward
1,PNA,1,35,1775436586.487923,111.485802,47.55656,58.172946,3.441458,0.7727153301239014,24.0,0.5,19373.51953125,backward
1,PNA,1,36,1775436586.6613374,109.379577,47.0354,56.352636,3.655991,0.7509142160415649,,,,
1,PNA,1,37,1775436586.8365228,111.291938,48.143728,56.901735,3.813714,0.8228704929351807,23.0,0.4,19373.5546875,forward
1,PNA,1,38,1775436587.012324,112.487069,46.972309,59.385927,3.56076,0.7629367709159851,24.0,0.4,19373.5546875,backward
1,PNA,1,39,1775436587.185656,110.046628,47.192462,56.744984,3.644291,0.7938767671585083,,,,
1,PNA,1,40,1775436587.2997162,107.364432,48.088827,53.60894,3.652911,1.0513722896575928,23.0,0.5,19374.046875,forward
1,PNA,2,41,1775436587.655591,109.082231,48.209009,56.567619,3.58992,0.8287208080291748,7.0,0.5,19373.90625,forward
1,PNA,2,42,1775436587.828642,110.456504,46.746714,58.226148,3.388097,0.8432360887527466,13.0,0.5,19373.4609375,backward
1,PNA,2,43,1775436588.0042722,111.416831,47.360545,58.062986,3.644391,0.8024265766143799,,,,
1,PNA,2,44,1775436588.1784089,110.700658,47.968225,56.60469,3.632551,0.7982956171035767,20.0,0.4,19373.4609375,forward
1,PNA,2,45,1775436588.3533523,111.303248,47.091151,58.274138,3.439838,0.8128780722618103,19.0,0.4,19373.4609375,backward
1,PNA,2,46,1775436588.526862,110.076388,46.980629,56.865945,3.636981,0.7914991974830627,,,,
1,PNA,2,47,1775436588.7018113,112.147233,48.570985,57.365163,3.638211,0.8100265264511108,24.0,0.4,19373.4609375,forward
1,PNA,2,48,1775436588.8796692,115.172893,50.579409,58.702875,3.532449,0.8705977201461792,23.0,0.5,19375.4296875,backward
1,PNA,2,49,1775436589.0532944,110.403374,47.235122,56.917196,3.646171,0.841362476348877,,,,
1,PNA,2,50,1775436589.2276764,111.444441,48.570876,56.901835,3.666492,0.8443934917449951,24.0,0.4,19375.4296875,forward
1,PNA,2,51,1775436589.4028008,111.613913,47.589789,58.277828,3.427508,0.7936829924583435,24.0,0.4,19375.65625,backward
1,PNA,2,52,1775436589.5760593,110.132069,47.292524,56.890195,3.62693,0.7940142154693604,,,,
1,PNA,2,53,1775436589.7517445,111.175816,48.124538,56.808923,3.652172,0.8135015964508057,19.0,0.4,19375.65625,forward
1,PNA,2,54,1775436589.925952,110.26478,47.08023,57.444665,3.422627,0.7858099937438965,20.0,0.4,19375.65625,backward
1,PNA,2,55,1775436590.1003785,110.504656,47.576808,56.737564,3.674121,0.7544018030166626,,,,
1,PNA,2,56,1775436590.2749264,110.868051,48.172378,56.794094,3.628901,0.7887845635414124,24.0,0.4,19375.65625,forward
1,PNA,2,57,1775436590.450419,111.42827,47.04679,58.513062,3.412867,0.7634971141815186,25.0,0.4,19375.65625,backward
1,PNA,2,58,1775436590.6232345,109.424228,47.134871,56.399038,3.622881,0.8330626487731934,,,,
1,PNA,2,59,1775436590.7977078,111.096385,48.540375,56.656721,3.61517,0.8140413761138916,24.0,0.4,19375.65625,forward
1,PNA,2,60,1775436590.972092,110.897272,47.389835,57.80453,3.442177,0.7653806805610657,19.0,0.5,19375.65625,backward
1,PNA,2,61,1775436591.1470397,110.367093,47.726291,56.53577,3.640251,0.8436722159385681,,,,
1,PNA,2,62,1775436591.3228867,112.259064,48.667336,57.499515,3.651101,0.7455536127090454,21.0,0.4,19375.65625,forward
1,PNA,2,63,1775436591.49834,111.372359,47.318194,58.135295,3.434018,0.7616411447525024,24.0,0.5,19375.65625,backward
1,PNA,2,64,1775436591.6714702,110.053598,47.468646,56.514329,3.628921,0.788345217704773,,,,
1,PNA,2,65,1775436591.8465354,111.475481,48.635556,56.882775,3.640371,0.7981868386268616,24.0,0.4,19375.71484375,forward
1,PNA,2,66,1775436592.0220158,111.057775,47.258273,58.072945,3.414017,0.7610499858856201,25.0,0.5,19375.4140625,backward
1,PNA,2,67,1775436592.1954231,109.501879,46.940138,56.417398,3.729063,0.706835150718689,,,,
1,PNA,2,68,1775436592.371584,111.36603,48.692277,56.58461,3.618221,0.7607050538063049,19.0,0.4,19376.0,forward
1,PNA,2,69,1775436592.5484009,111.396169,47.003589,58.585084,3.436278,0.83546382188797,20.0,0.6,19375.90234375,backward
1,PNA,2,70,1775436592.7239728,109.949996,47.241203,56.709543,3.671402,0.8401820659637451,,,,
1,PNA,2,71,1775436592.903939,111.436031,48.664017,56.530279,3.694392,0.8412028551101685,23.0,0.4,19375.90234375,forward
1,PNA,2,72,1775436593.0795903,111.42099,47.382225,58.293839,3.433917,0.7565134763717651,23.0,0.5,19375.90234375,backward
1,PNA,2,73,1775436593.2541358,110.454995,47.473007,56.371147,4.275092,0.7987551093101501,,,,
1,PNA,2,74,1775436593.4294114,111.008853,48.338711,56.675891,3.678082,0.8102951049804688,24.0,0.4,19375.90234375,forward
1,PNA,2,75,1775436593.604399,111.634544,47.580218,58.234558,3.446198,0.7648811936378479,24.0,0.4,19375.90234375,backward
1,PNA,2,76,1775436593.7782252,110.156999,47.424336,56.736293,3.669282,0.7393916845321655,,,,
1,PNA,2,77,1775436593.9523726,111.068084,48.051557,56.904745,3.681762,0.7878373861312866,19.0,0.4,19375.90234375,forward
1,PNA,2,78,1775436594.1270547,111.061864,46.981599,58.344399,3.427268,0.7631503343582153,20.0,0.4,19375.90234375,backward
1,PNA,2,79,1775436594.3010721,110.925223,47.554628,57.094519,3.674172,0.7871326208114624,,,,
1,PNA,2,80,1775436594.4154086,107.507315,48.134948,53.886844,3.688992,0.997967541217804,24.0,0.5,19376.83984375,forward
1,PNA,3,81,1775436594.7432125,110.527995,49.020582,56.978716,3.809954,0.8233914971351624,0.0,0.5,19376.34765625,forward
1,PNA,3,82,1775436594.9154935,110.24575,46.935358,57.743929,3.389207,0.8530003428459167,22.0,0.4,19375.90234375,backward
1,PNA,3,83,1775436595.0885122,109.935106,47.287834,56.816725,3.61539,0.7820999026298523,,,,
1,PNA,3,84,1775436595.2635121,111.763746,48.913561,56.362686,4.239201,0.7543160915374756,24.0,0.4,19376.0546875,forward
1,PNA,3,85,1775436595.4386673,111.330559,47.487087,57.858681,3.447778,0.7979204058647156,25.0,0.4,19375.90234375,backward
1,PNA,3,86,1775436595.6156468,113.451825,47.451466,59.839225,3.876945,0.8021801710128784,,,,
1,PNA,3,87,1775436595.7917402,112.836484,49.958868,56.950136,3.638731,0.747438907623291,22.0,0.4,19375.90234375,forward
1,PNA,3,88,1775436595.9662242,111.144935,47.298894,58.075995,3.439658,0.7609457969665527,19.0,0.5,19375.90234375,backward
1,PNA,3,89,1775436596.1370375,109.891265,47.446437,56.491969,3.413157,0.7551708221435547,,,,
1,PNA,3,90,1775436596.3051293,111.641924,48.568365,57.100728,3.637241,0.791012167930603,24.0,0.4,19376.28515625,forward
1,PNA,3,91,1775436596.473336,111.3958,47.488177,58.184426,3.435548,0.7845287322998047,25.0,0.5,19375.90234375,backward
1,PNA,3,92,1775436596.6463072,110.033198,47.259434,56.884365,3.645012,0.8867589235305786,,,,
1,PNA,3,93,1775436596.8213832,111.274097,48.563405,56.770183,3.640151,0.8046371936798096,25.0,0.4,19375.90234375,forward
1,PNA,3,94,1775436596.9954445,110.604367,47.07065,57.80127,3.420177,0.7803096771240234,24.0,0.4,19375.96484375,backward
1,PNA,3,95,1775436597.170433,110.905593,47.521357,56.527,4.257182,0.8207747936248779,,,,
1,PNA,3,96,1775436597.3466613,112.134253,48.974122,56.405267,4.288822,0.8201178908348083,20.0,0.4,19375.9609375,forward
1,PNA,3,97,1775436597.52238,111.42482,47.07035,58.36178,3.435187,0.7782332897186279,21.0,0.4,19375.890625,backward
1,PNA,3,98,1775436597.6966043,109.55388,47.010709,56.57077,3.643811,0.7611778974533081,,,,
1,PNA,3,99,1775436597.8712873,111.151186,48.488863,56.690651,3.634561,0.8047405481338501,24.0,0.4,19375.94921875,forward
1,PNA,3,100,1775436598.0466032,111.280758,47.141661,58.333609,3.433288,0.8048884868621826,25.0,0.4,19375.890625,backward
1,PNA,3,101,1775436598.2198544,109.718952,47.08606,56.751024,3.654671,0.8622440099716187,,,,
1,PNA,3,102,1775436598.39432,111.252807,48.483864,56.463188,3.902346,0.7845061421394348,23.0,0.4,19375.94921875,forward
1,PNA,3,103,1775436598.5687973,111.146846,47.263364,58.169446,3.431588,0.7938826084136963,19.0,0.5,19375.890625,backward
1,PNA,3,104,1775436598.741522,109.958077,47.207243,56.819424,3.622761,0.7938756346702576,,,,
1,PNA,3,105,1775436598.916008,110.962412,48.321951,56.457918,3.660622,0.7716257572174072,22.0,0.4,19376.0078125,forward
1,PNA,3,106,1775436599.0894358,110.392993,47.167702,57.544956,3.444878,0.8028183579444885,24.0,0.5,19375.890625,backward
1,PNA,3,107,1775436599.2642658,110.367503,47.272114,57.17364,3.670762,0.809310793876648,,,,
1,PNA,3,108,1775436599.4389825,111.156386,48.379272,56.846665,3.661781,0.8254965543746948,24.0,0.4,19375.890625,forward
1,PNA,3,109,1775436599.6141677,111.003673,47.128281,58.073655,3.417678,0.778840184211731,24.0,0.4,19375.890625,backward
1,PNA,3,110,1775436599.7901676,112.942787,47.06039,59.382207,3.905695,0.7196847200393677,,,,
1,PNA,3,111,1775436599.9660187,111.696484,48.765749,56.892635,3.683072,0.7794371247291565,19.0,0.4,19375.890625,forward
1,PNA,3,112,1775436600.141574,111.090425,47.117341,58.169517,3.445148,0.8058902025222778,19.0,0.4,19375.890625,backward
1,PNA,3,113,1775436600.315771,110.479666,47.173902,56.395207,4.320823,0.7979170083999634,,,,
1,PNA,3,114,1775436600.4911683,111.618793,48.506764,57.105978,3.626031,0.7473061084747314,24.0,0.4,19375.94921875,forward
1,PNA,3,115,1775436600.6663394,111.379169,47.348285,58.229278,3.465158,0.8036744594573975,24.0,0.5,19375.984375,backward
1,PNA,3,116,1775436600.8406744,110.364113,47.530177,56.801245,3.674631,0.8191570043563843,,,,
1,PNA,3,117,1775436601.0160189,111.890618,48.442233,56.774413,4.294542,0.7934014797210693,24.0,0.4,19375.984375,forward
1,PNA,3,118,1775436601.189788,111.017383,47.212442,57.998383,3.442758,0.8172053694725037,23.0,0.4,19375.984375,backward
1,PNA,3,119,1775436601.3615127,110.254641,47.227593,57.105549,3.653391,0.828742504119873,,,,
1,PNA,3,120,1775436601.4764712,107.692318,48.128007,54.035777,3.645141,0.7184087038040161,19.0,0.4,19376.44921875,forward
1,PNA,4,121,1775436601.8314295,109.694761,48.603766,56.119272,4.251092,0.7516405582427979,5.0,0.5,19376.3359375,forward
1,PNA,4,122,1775436602.0069497,110.772759,47.233792,58.015143,3.375357,0.7520313262939453,18.0,0.5,19375.890625,backward
1,PNA,4,123,1775436602.1794765,109.879355,47.295605,56.716772,3.617951,0.7886829376220703,,,,
1,PNA,4,124,1775436602.353649,111.037344,48.368752,56.517829,3.640571,0.798141360282898,19.0,0.4,19375.890625,forward
1,PNA,4,125,1775436602.528481,111.380269,47.11413,58.3929,3.433607,0.7392638921737671,20.0,0.5,19375.8359375,backward
1,PNA,4,126,1775436602.7022228,110.419574,47.59676,56.875505,3.647431,0.8008020520210266,,,,
1,PNA,4,127,1775436602.877374,111.257877,48.526325,56.547279,3.644021,0.7866273522377014,24.0,0.4,19376.08203125,forward
1,PNA,4,128,1775436603.052067,110.659477,47.114931,57.666148,3.422888,0.8093039989471436,25.0,0.4,19376.08203125,backward
1,PNA,4,129,1775436603.2271216,110.906992,47.711442,56.621921,4.254531,0.811331570148468,,,,
1,PNA,4,130,1775436603.4041433,112.687371,48.435623,58.273328,3.657441,0.7895715236663818,24.0,0.4,19376.17578125,forward
1,PNA,4,131,1775436603.5794294,111.109445,47.104471,58.285088,3.417697,0.7678316831588745,20.0,0.4,19376.08203125,backward
1,PNA,4,132,1775436603.7539976,110.018297,47.350156,56.496508,3.674522,0.7798352837562561,,,,
1,PNA,4,133,1775436603.9295366,111.201236,48.462374,56.663881,3.404718,0.7598729133605957,19.0,0.4,19376.08203125,forward
1,PNA,4,134,1775436604.106758,113.012517,47.596149,59.58466,3.520149,0.8049365282058716,24.0,0.4,19376.08203125,backward
1,PNA,4,135,1775436604.2813632,109.997057,47.201323,56.793103,3.636521,0.8437314629554749,,,,
1,PNA,4,136,1775436604.4569066,111.234617,48.632226,56.720372,3.636871,0.8050615191459656,24.0,0.4,19376.08203125,forward
1,PNA,4,137,1775436604.6309636,111.133395,47.384076,58.025474,3.398917,0.7732285857200623,25.0,0.5,19376.08203125,backward
1,PNA,4,138,1775436604.8041997,109.931616,47.0442,56.61783,3.710282,0.7349491119384766,,,,
1,PNA,4,139,1775436604.9788697,111.611143,48.670397,56.876265,3.657122,0.8162001371383667,21.0,0.4,19376.08203125,forward
1,PNA,4,140,1775436605.1531997,110.890241,47.404736,57.740459,3.445358,0.8019441962242126,19.0,0.5,19376.08203125,backward
1,PNA,4,141,1775436605.3260465,109.909795,47.228454,56.727652,3.642351,0.8398605585098267,,,,
1,PNA,4,142,1775436605.5002663,111.385029,48.414543,56.857694,3.643342,0.7873739004135132,24.0,0.4,19376.43359375,forward
1,PNA,4,143,1775436605.6772132,111.388389,47.504087,57.990014,3.439717,0.7726293802261353,23.0,0.4,19376.08203125,backward
1,PNA,4,144,1775436605.8503156,110.327362,47.324225,56.796024,3.636631,0.8279466032981873,,,,
1,PNA,4,145,1775436606.0244148,111.292128,48.628606,56.723292,3.631371,0.8063212633132935,25.0,0.4,19376.08203125,forward
1,PNA,4,146,1775436606.1988716,111.352889,47.577299,57.946352,3.417238,0.8850889205932617,25.0,0.5,19376.08203125,backward
1,PNA,4,147,1775436606.3677144,110.271781,47.09565,56.55541,4.279402,0.8248764276504517,,,,
1,PNA,4,148,1775436606.5430365,112.02945,48.724718,57.043617,3.700252,0.878327488899231,19.0,0.4,19375.83984375,forward
1,PNA,4,149,1775436606.7178593,110.944492,47.130341,57.967383,3.403387,0.8309133648872375,21.0,0.5,19375.8359375,backward
1,PNA,4,150,1775436606.8908532,110.357223,47.530457,56.862395,3.662641,0.8347902894020081,,,,
1,PNA,4,151,1775436607.0656385,111.241627,48.168829,57.061308,3.679272,0.781684935092926,24.0,0.4,19375.8359375,forward
1,PNA,4,152,1775436607.2394981,111.183746,47.113661,58.35924,3.430367,0.7334039807319641,25.0,0.4,19375.8359375,backward
1,PNA,4,153,1775436607.412954,110.106859,47.0451,57.038638,3.648621,0.7658299207687378,,,,
1,PNA,4,154,1775436607.587758,111.462531,48.578045,56.905425,3.6114,0.7769617438316345,23.0,0.4,19375.8359375,forward
1,PNA,4,155,1775436607.7627292,111.498901,47.184522,58.599064,3.386517,0.7918634414672852,20.0,0.5,19375.8359375,backward
1,PNA,4,156,1775436607.9367332,110.183821,47.489337,56.697403,3.647771,0.812816858291626,,,,
1,PNA,4,157,1775436608.111774,111.437181,48.342662,56.951206,3.612131,0.7850570678710938,22.0,0.4,19376.01171875,forward
1,PNA,4,158,1775436608.285724,111.99379,47.574648,58.420551,3.447518,0.7812232971191406,24.0,0.5,19375.89453125,backward
1,PNA,4,159,1775436608.457959,110.128409,47.470577,56.626301,3.638541,0.8221455812454224,,,,
1,PNA,4,160,1775436608.5725107,107.507264,48.456673,53.296085,3.688082,0.5539379715919495,24.0,0.4,19376.38671875,forward
1,PNA,5,161,1775436608.884243,112.58152,51.550125,56.672661,3.60993,0.8146954774856567,8.0,0.5,19375.89453125,forward
1,PNA,5,162,1775436609.0563395,110.343302,46.871466,57.915572,3.403097,0.8076299428939819,24.0,0.5,19375.8359375,backward
1,PNA,5,163,1775436609.2299085,109.793884,47.06937,56.819244,3.644472,0.8348222970962524,,,,
1,PNA,5,164,1775436609.4043665,110.760959,47.931415,56.967366,3.611001,0.7362868785858154,24.0,0.4,19375.8359375,forward
1,PNA,5,165,1775436609.5834394,115.347036,47.253893,61.789007,3.848325,0.7769584655761719,21.0,0.4,19375.76171875,backward
1,PNA,5,166,1775436609.7573037,110.126949,47.634039,56.533369,3.631211,0.7053875923156738,,,,
1,PNA,5,167,1775436609.9319499,110.81036,48.123988,56.705651,3.665561,0.7893638014793396,20.0,0.4,19375.76171875,forward
1,PNA,5,168,1775436610.106332,111.351719,47.418186,58.089115,3.432868,0.7558871507644653,23.0,0.5,19375.76171875,backward
1,PNA,5,169,1775436610.2801,109.943736,47.144911,56.817595,3.643491,0.8077138662338257,,,,
1,PNA,5,170,1775436610.4551635,111.190687,48.465224,56.181343,4.256572,0.8178743720054626,24.0,0.4,19375.76171875,forward
1,PNA,5,171,1775436610.6302009,110.786029,46.968359,57.885031,3.413928,0.7623957991600037,24.0,0.5,19375.76171875,backward
1,PNA,5,172,1775436610.8050098,110.81109,47.66488,57.211581,3.671842,0.7956322431564331,,,,
1,PNA,5,173,1775436610.9795175,111.734566,48.87694,56.833684,3.608061,0.8259682059288025,21.0,0.4,19375.76171875,forward
1,PNA,5,174,1775436611.154165,111.4496,47.722901,58.026144,3.426798,0.734180212020874,19.0,0.5,19375.76171875,backward
1,PNA,5,175,1775436611.3278155,109.752293,47.036579,56.705153,3.660332,0.7814013361930847,,,,
1,PNA,5,176,1775436611.5031579,111.092455,48.603985,56.5563,3.640831,0.7913699746131897,23.0,0.4,19375.8203125,forward
1,PNA,5,177,1775436611.6774533,111.268687,47.283984,58.264968,3.425407,0.7694973945617676,24.0,0.4,19375.76171875,backward
1,PNA,5,178,1775436611.851369,109.834084,47.547298,56.345026,3.621071,0.8288071155548096,,,,
1,PNA,5,179,1775436612.026533,111.516831,48.597186,56.266994,4.266892,0.8566107749938965,24.0,0.4,19375.76171875,forward
1,PNA,5,180,1775436612.1998389,110.919452,47.08305,57.860761,3.402457,0.8114135265350342,25.0,0.4,19375.76171875,backward
1,PNA,5,181,1775436612.3723192,110.268652,47.372686,56.173303,4.260121,0.7708309888839722,,,,
1,PNA,5,182,1775436612.541664,110.481584,47.966255,56.5586,3.6229,0.7686816453933716,20.0,0.4,19375.76171875,forward
1,PNA,5,183,1775436612.713388,111.128785,47.530838,57.865071,3.417868,0.8146942853927612,21.0,0.5,19375.76171875,backward
1,PNA,5,184,1775436612.8874772,109.984147,47.07554,56.339136,4.297613,0.7683535814285278,,,,
1,PNA,5,185,1775436613.0628662,111.182966,48.193769,56.818164,3.616691,0.8741810321807861,24.0,0.4,19375.76171875,forward
1,PNA,5,186,1775436613.23874,111.430881,47.462006,58.265958,3.392257,0.8203336000442505,25.0,0.4,19375.76171875,backward
1,PNA,5,187,1775436613.4127212,109.959237,47.08351,56.871525,3.652411,0.8225564956665039,,,,
1,PNA,5,188,1775436613.5877259,111.462461,48.547495,56.940376,3.670082,0.7988729476928711,23.0,0.4,19375.76171875,forward
1,PNA,5,189,1775436613.76286,111.777176,47.597408,58.523542,3.425547,0.8816432356834412,19.0,0.4,19375.76171875,backward
1,PNA,5,190,1775436613.9373317,111.028205,47.68082,56.750504,4.274341,0.7679986357688904,,,,
1,PNA,5,191,1775436614.1125982,111.360829,48.450823,56.152663,4.255301,0.7630367875099182,22.0,0.4,19375.76171875,forward
1,PNA,5,192,1775436614.2870812,110.922392,47.446297,57.857351,3.361907,0.7995999455451965,24.0,0.8,19376.51953125,backward
1,PNA,5,193,1775436614.4619014,110.618477,47.172812,57.429075,3.639371,0.7370867729187012,,,,
1,PNA,5,194,1775436614.6380172,111.41758,48.739528,56.060561,4.255792,0.794463038444519,24.0,0.5,19376.4609375,forward
1,PNA,5,195,1775436614.812667,110.700918,46.948038,58.008163,3.439028,0.8044543266296387,24.0,0.5,19376.4609375,backward
1,PNA,5,196,1775436614.986484,110.594968,47.520527,57.1028,3.692922,0.8020480275154114,,,,
1,PNA,5,197,1775436615.1618824,111.642413,48.88826,56.869834,3.638801,0.771403968334198,19.0,0.4,19376.953125,forward
1,PNA,5,198,1775436615.3375854,111.276867,47.465797,58.012764,3.434877,0.810330867767334,20.0,0.4,19376.953125,backward
1,PNA,5,199,1775436615.5124538,109.956166,47.299434,56.672832,3.648331,0.8601272106170654,,,,
1,PNA,5,200,1775436615.6276586,108.159335,48.193189,54.2371,3.674431,0.8391997814178467,21.0,0.5,19377.4453125,forward
