run_num,project_name,epoch,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss,fwd_gpu_util,fwd_cpu_util,fwd_ram_used_mb,bwd_gpu_util,bwd_cpu_util,bwd_ram_used_mb
1,PNA,1,1,1775589533.43063,90.381671,48.197534,36.663869,3.427974,0.8471921682357788,0.0,98.4,20194.46484375,0.0,106.9,20194.29296875
1,PNA,1,2,1775589533.5364273,88.594423,47.124997,36.221661,3.520317,0.8002797365188599,,,,,,
1,PNA,1,3,1775589533.6434236,89.301024,47.414002,36.605717,3.507377,0.8200846910476685,,,,,,
1,PNA,1,4,1775589533.7512248,90.725697,47.314019,36.12881,3.355394,0.860266387462616,24.0,85.2,20194.2890625,24.0,108.5,20194.2890625
1,PNA,1,5,1775589533.858639,89.69388,47.531443,36.624219,3.567937,0.7598620057106018,,,,,,
1,PNA,1,6,1775589533.96587,89.717731,47.378651,36.927553,3.562957,0.7705482244491577,,,,,,
1,PNA,1,7,1775589534.0753636,91.143513,47.432722,36.360094,3.345634,0.8721681833267212,21.0,87.1,20194.2890625,21.0,80.8,20194.2890625
1,PNA,1,8,1775589534.1832633,89.911354,47.523194,36.301122,4.180307,0.8166813254356384,,,,,,
1,PNA,1,9,1775589534.2908096,89.910664,47.633175,36.234822,4.155156,0.8487393856048584,,,,,,
1,PNA,1,10,1775589534.4007223,91.729222,47.507963,36.851753,3.368974,0.8799015283584595,22.0,86.9,20194.2890625,22.0,79.7,20194.2890625
1,PNA,1,11,1775589534.5078464,89.539218,47.469022,36.057579,4.148497,0.7996352910995483,,,,,,
1,PNA,1,12,1775589534.6161828,90.440352,47.809457,36.615619,4.133906,0.8366325497627258,,,,,,
1,PNA,1,13,1775589534.7263913,92.449054,47.586434,37.063835,3.354653,0.7653843760490417,22.0,86.9,20194.2890625,22.0,104.5,20194.2890625
1,PNA,1,14,1775589534.8340673,89.934495,47.561564,36.317493,4.175128,0.7492837309837341,,,,,,
1,PNA,1,15,1775589534.9418814,89.73883,47.665625,36.608928,3.576757,0.809389591217041,,,,,,
1,PNA,1,16,1775589535.0511894,91.273996,47.684186,36.76864,3.341234,0.770039439201355,23.0,87.0,20194.2890625,23.0,106.4,20194.2890625
1,PNA,1,17,1775589535.1591718,90.253189,47.661415,36.607428,4.157167,0.7915717363357544,,,,,,
1,PNA,1,18,1775589535.266743,89.825852,47.593984,36.15451,4.168486,0.9111809730529785,,,,,,
1,PNA,1,19,1775589535.3756595,91.235035,47.580274,36.74367,3.365474,0.7877901792526245,21.0,87.2,20194.29296875,21.0,80.0,20194.2890625
1,PNA,1,20,1775589535.4834547,89.819262,47.570694,36.253632,4.138656,0.6536139249801636,,,,,,
1,PNA,1,21,1775589535.5913131,90.202198,47.479243,36.680149,4.184577,0.8358179330825806,,,,,,
1,PNA,1,22,1775589535.7001352,91.395428,47.520212,36.610258,3.371653,0.7461488246917725,22.0,87.2,20194.2890625,22.0,107.1,20194.28515625
1,PNA,1,23,1775589535.8074946,89.731931,47.513763,36.802271,3.549778,0.6770079135894775,,,,,,
1,PNA,1,24,1775589535.91534,89.998645,47.687555,36.271412,4.170307,0.8350900411605835,,,,,,
1,PNA,1,25,1775589536.026212,92.77974,47.627704,37.228048,3.378774,0.7031821608543396,22.0,86.8,20194.2890625,22.0,104.3,20196.2578125
1,PNA,1,26,1775589536.265958,91.5997,48.446228,36.972414,3.611608,0.7690615057945251,,,,,,
1,PNA,1,27,1775589536.3745012,90.954941,47.407461,36.616228,3.356245,0.7473775744438171,8.0,93.2,20196.25390625,8.0,80.3,20196.25390625
1,PNA,1,28,1775589536.4821372,89.857333,47.572924,36.852152,3.539187,0.8609864115715027,,,,,,
1,PNA,1,29,1775589536.590099,90.120457,47.634955,37.022845,3.555417,0.7722376585006714,,,,,,
1,PNA,1,30,1775589536.699571,90.980881,47.38283,36.263403,3.383124,0.6865572929382324,22.0,86.9,20196.25390625,22.0,108.1,20196.25390625
1,PNA,1,31,1775589536.8069608,89.862574,47.420471,36.319804,4.256319,0.8275356888771057,,,,,,
1,PNA,1,32,1775589536.914442,89.520427,47.3817,36.13969,4.135697,0.780015230178833,,,,,,
1,PNA,1,33,1775589537.0247316,92.283402,47.727326,36.251102,3.381484,0.805335521697998,22.0,86.9,20196.25390625,22.0,107.1,20196.25390625
1,PNA,1,34,1775589537.1332493,90.600955,47.770018,36.544147,4.160946,0.7988126277923584,,,,,,
1,PNA,1,35,1775589537.2411413,90.179238,47.430102,36.76068,4.134426,0.8660179376602173,,,,,,
1,PNA,1,36,1775589537.3499033,91.252705,47.548314,36.338253,3.372714,0.8216805458068848,24.0,86.7,20196.25,24.0,107.9,20196.25
1,PNA,1,37,1775589537.4576132,89.781192,47.425192,36.322583,4.163797,0.9326640367507935,,,,,,
1,PNA,1,38,1775589537.5651958,89.619189,47.505853,36.691749,3.534977,0.7596851587295532,,,,,,
1,PNA,1,39,1775589537.6741083,91.033872,47.492102,36.174821,3.364774,0.8943960666656494,21.0,87.0,20196.25,21.0,81.2,20196.25
1,PNA,1,40,1775589537.782058,89.839162,47.539483,36.250862,4.161917,0.7881925702095032,,,,,,
1,PNA,1,41,1775589537.8936439,93.731876,47.611095,39.845789,4.40566,0.7032243013381958,,,,,,
1,PNA,1,42,1775589538.0056963,94.0248,49.317262,36.532006,3.374754,0.8300870656967163,22.0,88.5,20196.25,22.0,79.4,20196.25
1,PNA,1,43,1775589538.1133215,89.996275,47.461822,37.053205,3.590098,0.7698590755462646,,,,,,
1,PNA,1,44,1775589538.2210062,89.570888,47.489982,36.563317,3.402924,0.8204925060272217,,,,,,
1,PNA,1,45,1775589538.3301067,91.125763,47.437402,36.313073,3.357824,0.6918885707855225,22.0,87.0,20196.25,22.0,107.9,20196.25
1,PNA,1,46,1775589538.437923,89.591159,47.497133,36.610517,3.588208,0.8205976486206055,,,,,,
1,PNA,1,47,1775589538.5453842,89.874542,47.427302,36.975904,3.592827,0.7978866100311279,,,,,,
1,PNA,1,48,1775589538.6544309,91.029412,47.548593,36.622378,3.372274,0.8640850782394409,24.0,87.0,20196.25,22.0,80.5,20196.25
1,PNA,1,49,1775589538.7623906,89.70023,47.527403,36.725779,3.563938,0.6980407238006592,,,,,,
1,PNA,1,50,1775589538.8704157,89.942214,47.589944,36.615579,3.585347,0.8023803234100342,,,,,,
1,PNA,1,51,1775589539.1384091,91.989807,48.210154,36.248572,3.388605,0.8081687688827515,5.0,91.8,20196.25,5.0,108.1,20196.25
1,PNA,1,52,1775589539.2463586,89.70541,47.438482,36.246082,4.141996,0.8499087691307068,,,,,,
1,PNA,1,53,1775589539.3544612,89.950093,47.460082,36.458375,4.156587,0.8887439370155334,,,,,,
1,PNA,1,54,1775589539.4646652,92.081899,47.560394,36.328074,3.398144,0.6717250943183899,23.0,86.6,20196.25,21.0,106.5,20196.25
1,PNA,1,55,1775589539.5717993,89.592619,47.563924,36.036309,4.146097,0.8025972843170166,,,,,,
1,PNA,1,56,1775589539.6798434,89.735691,47.401061,36.298803,4.178617,0.6048799157142639,,,,,,
1,PNA,1,57,1775589539.7888892,91.450059,47.504483,36.294573,3.362074,0.7965218424797058,21.0,83.6,20196.25,21.0,107.9,20196.25
1,PNA,1,58,1775589539.895842,89.488516,47.621524,36.408274,3.567097,0.8263989686965942,,,,,,
1,PNA,1,59,1775589540.0041869,90.467123,47.702376,37.291099,3.580698,0.8153355121612549,,,,,,
1,PNA,1,60,1775589540.1134593,91.211054,47.482252,36.776441,3.379404,0.7168128490447998,22.0,86.9,20196.25,22.0,106.6,20196.25
1,PNA,1,61,1775589540.2209668,89.62098,47.448272,36.71012,3.594357,0.8873010873794556,,,,,,
1,PNA,1,62,1775589540.3282092,89.758532,47.573574,36.749379,3.558987,0.6865737438201904,,,,,,
1,PNA,1,63,1775589540.437515,91.427488,47.628505,36.875641,3.373995,0.8970525860786438,22.0,87.3,20196.00390625,22.0,106.3,20196.00390625
1,PNA,1,64,1775589540.545284,89.603679,47.34749,36.233902,4.178917,0.6927081942558289,,,,,,
1,PNA,1,65,1775589540.652901,89.610759,47.427921,36.172101,4.154437,0.8613348007202148,,,,,,
1,PNA,1,66,1775589540.7626808,92.115109,47.585344,36.77818,3.350724,0.9125708341598511,22.0,83.6,20196.00390625,22.0,105.7,20196.00390625
1,PNA,1,67,1775589540.8704555,89.724391,47.637275,36.635159,3.572687,0.7170355319976807,,,,,,
1,PNA,1,68,1775589540.9783125,89.520818,47.477593,36.594477,3.574848,0.8972381353378296,,,,,,
1,PNA,1,69,1775589541.0876272,91.310126,47.642344,36.842142,3.374764,0.773678183555603,22.0,83.5,20196.00390625,22.0,106.4,20196.00390625
1,PNA,1,70,1775589541.1954668,89.758112,47.529594,36.76555,3.565348,0.9063849449157715,,,,,,
1,PNA,1,71,1775589541.3037028,89.907554,47.722136,36.71768,3.587298,0.8720406293869019,,,,,,
1,PNA,1,72,1775589541.412493,91.254885,47.512983,36.782451,3.378764,0.808895468711853,22.0,87.0,20196.00390625,22.0,106.6,20196.00390625
1,PNA,1,73,1775589541.5197763,89.63325,47.564295,36.618707,3.564087,0.8777823448181152,,,,,,
1,PNA,1,74,1775589541.6275158,89.782682,47.481312,36.281533,4.169377,0.9015796780586243,,,,,,
1,PNA,1,75,1775589541.7391067,93.742226,49.77396,36.873452,3.457165,0.7027732729911804,23.0,86.5,20196.00390625,23.0,106.3,20196.00390625
