epoch,step_idx,step_ms
1,1,112.55071
1,2,99.367349
1,3,114.775526
1,4,106.31716
1,5,109.905968
1,6,111.608266
1,7,112.408778
1,8,100.170281
1,9,111.548944
1,10,99.136715
1,11,111.556545
1,12,110.375145
1,13,111.996981
1,14,111.92593
1,15,110.440757
1,16,110.284804
1,17,92.699291
1,18,93.069507
1,19,93.324671
1,20,93.809709
2,21,100.73681
2,22,100.272352
2,23,110.592639
2,24,100.543248
2,25,112.486049
2,26,113.17402
2,27,113.13758
2,28,109.752996
2,29,99.900227
2,30,110.0309
2,31,99.209806
2,32,109.731095
2,33,99.700543
2,34,113.081779
2,35,101.776047
2,36,108.79861
2,37,93.609056
2,38,93.706568
2,39,93.617776
2,40,93.88539
3,41,111.35054
3,42,98.508245
3,43,113.222941
3,44,90.16359
3,45,89.413958
3,46,89.029782
3,47,89.901356
3,48,89.814805
3,49,89.734333
3,50,91.588423
3,51,90.120729
3,52,89.570701
3,53,89.313746
3,54,90.233402
3,55,89.619502
3,56,89.436958
3,57,88.666866
3,58,89.474619
3,59,92.516578
3,60,88.599786
4,61,96.423191
4,62,97.065531
4,63,98.802968
4,64,99.53211
4,65,104.897157
4,66,98.24558
4,67,98.248291
4,68,104.145295
4,69,104.316528
4,70,105.482437
4,71,98.185119
4,72,98.358702
4,73,98.194119
4,74,104.41938
4,75,99.228687
4,76,103.061848
4,77,93.091507
4,78,93.20551
4,79,93.155938
4,80,94.048333
5,81,101.266909
5,82,99.956667
5,83,109.210756
5,84,99.254417
5,85,110.05799
5,86,99.708514
5,87,110.461216
5,88,99.860995
5,89,109.915228
5,90,101.727096
5,91,108.76336
5,92,99.595541
5,93,109.209277
5,94,99.148535
5,95,109.970509
5,96,100.120431
5,97,97.064071
5,98,93.965181
5,99,93.621336
5,100,94.46729
6,101,102.991006
6,102,115.600689
6,103,99.940277
6,104,111.818799
6,105,111.92353
6,106,111.934531
6,107,112.682862
6,108,111.645216
6,109,111.857309
6,110,112.072313
6,111,112.406838
6,112,110.845103
6,113,100.282663
6,114,110.801743
6,115,99.714134
6,116,110.461727
6,117,95.06713
6,118,94.555151
6,119,94.821056
6,120,98.427653
7,121,101.196027
7,122,100.617078
7,123,109.728555
7,124,100.543868
7,125,115.071471
7,126,101.552434
7,127,109.835197
7,128,100.635718
7,129,109.220006
7,130,101.31493
7,131,110.279874
7,132,100.371444
7,133,110.01407
7,134,100.192271
7,135,110.570259
7,136,100.988745
7,137,93.113168
7,138,93.355691
7,139,93.224039
7,140,93.492894
8,141,104.170796
8,142,110.05385
8,143,104.022923
8,144,112.304667
8,145,112.064023
8,146,108.351863
8,147,110.228543
8,148,100.383394
8,149,110.195062
8,150,99.388628
8,151,110.265474
8,152,101.721496
8,153,109.843247
8,154,100.738
8,155,109.499381
8,156,99.961088
8,157,93.555225
8,158,93.695747
8,159,93.399342
8,160,93.26607
9,161,116.109668
9,162,99.730824
9,163,117.277646
9,164,107.978337
9,165,111.449303
9,166,114.261938
9,167,100.816941
9,168,109.695964
9,169,99.355309
9,170,99.895097
9,171,98.937721
9,172,100.292833
9,173,100.570237
9,174,107.779184
9,175,99.023473
9,176,109.663734
9,177,94.006772
9,178,93.442783
9,179,93.661356
9,180,97.112603
10,181,112.458639
10,182,102.197154
10,183,112.138643
10,184,111.973241
10,185,112.584261
10,186,113.394314
10,187,111.248999
10,188,104.640233
10,189,108.992343
10,190,99.490611
10,191,110.976545
10,192,105.729211
10,193,106.92107
10,194,100.245713
10,195,109.810987
10,196,104.970808
10,197,93.408402
10,198,93.461773
10,199,93.427123
10,200,93.023237
11,201,107.954836
11,202,109.298788
11,203,113.515506
11,204,114.355419
11,205,107.285796
11,206,101.107826
11,207,108.80675
11,208,99.554331
11,209,110.64002
11,210,99.815155
11,211,109.512441
11,212,98.998203
11,213,110.409176
11,214,101.257509
11,215,110.283374
11,216,106.017985
11,217,94.972258
11,218,95.261883
11,219,96.995811
11,220,95.417304
12,221,114.142856
12,222,99.570882
12,223,111.28826
12,224,101.461452
12,225,112.040992
12,226,101.35385
12,227,109.287038
12,228,101.92504
12,229,108.750949
12,230,99.781375
12,231,108.528726
12,232,99.961598
12,233,110.273033
12,234,99.145995
12,235,110.459696
12,236,100.922323
12,237,94.387788
12,238,94.332348
12,239,94.299317
12,240,94.957447
13,241,104.900557
13,242,98.951872
13,243,108.726549
13,244,99.818045
13,245,111.727147
13,246,115.141423
13,247,110.607648
13,248,100.482437
13,249,111.27815
13,250,114.40803
13,251,110.853763
13,252,114.106596
13,253,110.714761
13,254,111.001035
13,255,112.417389
13,256,111.819148
13,257,93.074277
13,258,93.034466
13,259,92.944565
13,260,97.371175
14,261,103.352333
14,262,111.614396
14,263,101.403071
14,264,111.503234
14,265,111.485983
14,266,111.148858
14,267,98.989452
14,268,111.26193
14,269,100.028819
14,270,110.472377
14,271,98.743648
14,272,111.23993
14,273,99.596572
14,274,112.002181
14,275,98.8745
14,276,110.379616
14,277,97.647931
14,278,95.419125
14,279,94.895586
14,280,94.769075
15,281,107.472759
15,282,99.054023
15,283,111.355751
15,284,99.369548
15,285,111.9222
15,286,99.188875
15,287,111.724807
15,288,99.603191
15,289,112.380388
15,290,99.922398
15,291,114.907588
15,292,99.943827
15,293,110.812583
15,294,98.694128
15,295,112.227265
15,296,102.329355
15,297,94.380728
15,298,93.8788
15,299,94.5044
15,300,94.404799
16,301,106.068906
16,302,100.608618
16,303,110.02689
16,304,101.217379
16,305,111.246499
16,306,100.276763
16,307,116.682016
16,308,104.765725
16,309,110.400106
16,310,102.337206
16,311,111.198229
16,312,99.48877
16,313,115.473507
16,314,102.311785
16,315,112.725043
16,316,112.103653
16,317,94.906077
16,318,94.311137
16,319,94.155924
16,320,98.041737
17,321,105.209763
17,322,109.676764
17,323,101.498462
17,324,111.773698
17,325,114.038944
17,326,111.855529
17,327,111.729448
17,328,99.626573
17,329,112.335237
17,330,114.948329
17,331,113.720999
17,332,109.837536
17,333,111.739858
17,334,98.980522
17,335,110.932405
17,336,98.872131
17,337,93.071447
17,338,93.279891
17,339,93.327341
17,340,93.037257
18,341,100.578198
18,342,100.058979
18,343,109.078535
18,344,99.895798
18,345,109.856127
18,346,100.153211
18,347,110.394305
18,348,99.967698
18,349,109.953608
18,350,99.682923
18,351,111.450482
18,352,99.187435
18,353,110.167852
18,354,99.130325
18,355,110.529348
18,356,104.635022
18,357,94.138984
18,358,93.912781
18,359,94.630232
18,360,98.991822
19,361,94.172574
19,362,89.459719
19,363,99.567142
19,364,103.298152
19,365,99.042463
19,366,102.690572
19,367,98.639416
19,368,102.284745
19,369,98.722048
19,370,102.529229
19,371,98.526475
19,372,102.321867
19,373,98.961761
19,374,102.453618
19,375,98.946931
19,376,102.218824
19,377,89.637001
19,378,89.314127
19,379,90.255891
19,380,88.076827
20,381,101.462102
20,382,99.669972
20,383,109.522282
20,384,100.11776
20,385,109.591813
20,386,101.845819
20,387,109.352429
20,388,100.078179
20,389,110.563288
20,390,100.169812
20,391,108.655997
20,392,99.193676
20,393,109.777115
20,394,98.951402
20,395,109.168496
20,396,100.202281
20,397,93.471213
20,398,93.522885
