run_num,project_name,step_idx,timestamp_s,step_ms,forward_ms,backward_ms,optimizer_ms,loss
1,PNA,1,1775692684.28402,770.749994,285.273273,475.120472,4.053294,0.7949039340019226
1,PNA,2,1775692686.0341623,780.444522,288.678135,480.975069,3.960083,0.805092453956604
1,PNA,3,1775692686.7529714,279.61384,102.751398,168.734724,4.206037,0.7835401892662048
1,PNA,4,1775692688.7631571,769.189997,284.5606,474.203536,3.961803,0.8115047216415405
1,PNA,5,1775692690.501006,777.250504,287.581055,478.322581,4.404051,0.7892865538597107
1,PNA,6,1775692691.232446,285.584249,106.72302,171.203209,3.85149,0.7815811038017273
1,PNA,7,1775692693.2676663,778.563748,288.206987,480.006741,3.930242,0.7987105250358582
1,PNA,8,1775692694.9927282,770.942318,285.270703,474.793707,4.008654,0.7933363914489746
1,PNA,9,1775692695.7175364,283.567032,105.992557,169.875325,3.738288,0.8012333512306213
1,PNA,10,1775692697.7203856,775.430951,287.28534,477.72407,3.987573,0.7881342768669128
1,PNA,11,1775692699.4601035,775.356959,286.607597,477.788331,4.116455,0.8089641332626343
1,PNA,12,1775692700.1793797,278.364916,102.582165,168.522609,3.526835,0.7896373271942139
1,PNA,13,1775692702.2104046,769.904849,284.920727,474.786926,3.78285,0.7846070528030396
1,PNA,14,1775692703.960001,780.063985,288.751547,480.315937,4.121665,0.8083914518356323
1,PNA,15,1775692704.6790228,282.897369,105.891434,169.519929,3.743538,0.7987616062164307
1,PNA,16,1775692706.7083592,773.70511,286.474805,476.642241,4.138716,0.7976704835891724
1,PNA,17,1775692708.4462473,776.49025,287.631047,477.869943,4.019943,0.7905791997909546
1,PNA,18,1775692709.1671712,279.497067,103.021593,168.924597,3.684468,0.8093730211257935
1,PNA,19,1775692711.169458,773.803911,286.273891,476.852884,4.040584,0.7877535820007324
1,PNA,20,1775692712.890585,775.005473,286.570777,477.077768,4.123435,0.7984132766723633
1,PNA,21,1775692713.6105459,283.098233,105.829335,169.70325,3.784229,0.8139455318450928
1,PNA,22,1775692715.6296272,773.677299,286.423544,476.754262,3.951622,0.7912778854370117
1,PNA,23,1775692717.3676012,772.71936,285.906695,475.740674,4.018623,0.7939109802246094
1,PNA,24,1775692718.079924,284.560011,106.390525,170.717839,3.697718,0.8160176277160645
1,PNA,25,1775692720.0698814,772.827233,286.261791,476.325296,3.948852,0.8012466430664062
1,PNA,26,1775692721.8097847,773.371803,286.099988,476.355016,4.098235,0.7865217924118042
1,PNA,27,1775692722.5338442,284.159983,106.366884,170.299973,3.731298,0.8100372552871704
1,PNA,28,1775692724.5249147,774.407132,286.74885,477.247081,3.951853,0.7908065915107727
1,PNA,29,1775692726.257501,773.19873,285.938716,476.393295,4.011913,0.7982879877090454
1,PNA,30,1775692726.980594,283.475,106.038478,169.909975,3.746538,0.8069038987159729
1,PNA,31,1775692729.0188844,776.615492,287.723648,478.555275,3.950122,0.7925587892532349
1,PNA,32,1775692730.7568643,772.830483,285.891425,475.811905,4.306009,0.7994323968887329
1,PNA,33,1775692731.479446,282.983651,105.975196,169.566329,3.639126,0.8002197742462158
1,PNA,34,1775692733.5180938,775.179516,286.888673,477.772352,4.077104,0.8160796165466309
1,PNA,35,1775692735.2506862,773.72865,286.22617,476.501458,4.001294,0.7834820747375488
1,PNA,36,1775692735.9715588,282.572194,105.770393,169.229272,3.86525,0.7829549312591553
1,PNA,37,1775692737.9719734,771.641942,285.68132,475.655653,4.001403,0.8065242171287537
1,PNA,38,1775692739.719452,777.461478,287.650986,478.069387,4.751537,0.778557300567627
1,PNA,39,1775692740.4453063,283.595233,106.364824,169.773323,3.691248,0.8156530261039734
1,PNA,40,1775692742.4589398,773.248762,286.19373,476.797723,3.986363,0.7936462163925171
1,PNA,41,1775692744.1940894,775.589204,287.040306,477.621169,4.001283,0.7983487844467163
1,PNA,42,1775692744.909671,280.18287,102.968391,169.471067,3.925602,0.7998856902122498
1,PNA,43,1775692746.8967175,774.765699,286.76279,477.597848,3.965013,0.8009410500526428
1,PNA,44,1775692748.632971,773.605087,286.130229,476.552968,4.032313,0.7878860831260681
1,PNA,45,1775692749.3512685,282.91806,105.927756,169.380384,3.86649,0.8069711327552795
1,PNA,46,1775692751.3562095,772.0695,285.794703,475.901567,3.972932,0.7918412685394287
1,PNA,47,1775692753.0941136,777.407267,287.782829,478.540165,4.141846,0.8046746850013733
1,PNA,48,1775692753.8152654,282.763137,105.994207,169.399975,3.622026,0.7894682288169861
1,PNA,49,1775692755.8235683,773.135609,286.244461,476.494268,3.951952,0.782857358455658
1,PNA,50,1775692757.5642056,776.007792,287.349611,477.555458,4.032094,0.8029772043228149
1,PNA,51,1775692758.284639,282.962352,105.930057,169.459787,3.79908,0.8135899901390076
1,PNA,52,1775692760.2963166,775.413621,287.386982,477.67442,4.027564,0.796585202217102
1,PNA,53,1775692762.0471392,773.473115,286.344403,476.057969,4.040813,0.7973223328590393
1,PNA,54,1775692762.769924,284.327246,106.232991,170.528025,3.740798,0.7952346801757812
1,PNA,55,1775692764.8057017,779.382823,288.269528,480.4713,4.249218,0.7922887802124023
1,PNA,56,1775692766.5383208,770.744695,285.382645,474.004202,4.062324,0.7863997220993042
