epoch,step_idx,step_ms,energy_consumed,cpu_energy,gpu_energy,ram_energy,emissions
3,103,112.556972,,,,,
3,104,112.015322,,,,,
3,105,111.993172,,,,,
3,106,116.741754,,,,,
3,107,112.376339,,,,,
3,108,112.000633,,,,,
3,109,111.810769,,,,,
3,110,123.642208,,,,,
3,111,112.41157,,,,,
3,112,112.247947,,,,,
3,113,112.184935,,,,,
3,114,126.913031,,,,,
3,115,112.586844,,,,,
3,116,112.693465,,,,,
3,117,112.689895,,,,,
3,118,112.134524,,,,,
3,119,112.493741,,,,,
3,120,109.074506,,,,,
4,121,111.990072,,,,,
4,122,124.265039,,,,,
4,123,111.966561,,,,,
4,124,112.097184,,,,,
4,125,113.556792,,,,,
4,126,117.834834,,,,,
4,127,111.874219,,,,,
4,128,111.604664,,,,,
4,129,112.636264,,,,,
4,130,113.618953,,,,,
4,131,112.136094,,,,,
4,132,113.221625,,,,,
4,133,112.618974,,,,,
4,134,126.617946,,,,,
4,135,111.826938,,,,,
4,136,113.109243,,,,,
4,137,112.153315,,,,,
4,138,114.676785,,,,,
4,139,112.40712,,,,,
4,140,112.687075,,,,,
4,141,111.973902,,,,,
4,142,125.399942,,,,,
4,143,112.513221,,,,,
4,144,112.552812,,,,,
4,145,112.678864,,,,,
4,146,116.618812,,,,,
4,147,111.88197,,,,,
4,148,112.219096,,,,,
4,149,111.989652,,,,,
4,150,114.088103,,,,,
4,151,112.083414,,,,,
4,152,112.035623,,,,,
4,153,113.531992,,,,,
4,154,124.453214,,,,,
4,155,112.37395,,,,,
4,156,112.779937,,,,,
4,157,112.33631,,,,,
4,158,115.058872,,,,,
4,159,112.698256,,,,,
4,160,109.525153,,,,,
5,161,111.585613,,,,,
5,162,113.288087,,,,,
5,163,112.798577,,,,,
5,164,111.90097,,,,,
5,165,111.852219,,,,,
5,166,113.332258,,,,,
5,167,111.968611,,,,,
5,168,112.316697,,,,,
5,169,112.405709,,,,,
5,170,125.036225,,,,,
5,171,111.85817,,,,,
5,172,112.441771,,,,,
5,173,112.680255,,,,,
5,174,114.189595,,,,,
5,175,111.913131,,,,,
5,176,112.186616,,,,,
5,177,112.277148,,,,,
5,178,113.010021,,,,,
5,179,111.835229,,,,,
5,180,112.074444,,,,,
5,181,112.194176,,,,,
5,182,113.333778,,,,,
5,183,112.283758,,,,,
5,184,112.168085,,,,,
5,185,112.144685,,,,,
5,186,115.853607,,,,,
5,187,112.241267,,,,,
5,188,112.528953,,,,,
5,189,112.556093,,,,,
5,190,125.357551,,,,,
5,191,112.315948,,,,,
5,192,112.023952,,,,,
5,193,117.157622,,,,,
5,194,125.553415,,,,,
5,195,112.268018,,,,,
5,196,112.567443,,,,,
5,197,113.120564,,,,,
5,198,114.397089,,,,,
5,199,111.690106,,,,,
5,200,108.180438,,,,,
6,201,111.628075,,,,,
6,202,123.374353,,,,,
6,203,111.833269,,,,,
6,204,111.814119,,,,,
6,205,112.434071,,,,,
6,206,114.4267,,,,,
6,207,112.195147,,,,,
6,208,112.147246,,,,,
6,209,112.35822,,,,,
6,210,127.380481,,,,,
6,211,112.342899,,,,,
6,212,112.075904,,,,,
6,213,112.282158,,,,,
6,214,125.027705,,,,,
6,215,112.291327,,,,,
6,216,112.244036,,,,,
6,217,112.068583,,,,,
6,218,125.980053,,,,,
6,219,112.368059,,,,,
6,220,112.741326,,,,,
6,221,112.806257,,,,,
6,222,112.866649,,,,,
6,223,117.328795,,,,,
6,224,112.382729,,,,,
6,225,112.120204,,,,,
6,226,115.129313,,,,,
6,227,112.316538,,,,,
6,228,112.778656,,,,,
6,229,112.357099,,,,,
6,230,125.485073,,,,,
6,231,112.974012,,,,,
6,232,113.740076,,,,,
6,233,111.677936,,,,,
6,234,113.552652,,,,,
6,235,111.119665,,,,,
6,236,112.111494,,,,,
6,237,112.351308,,,,,
6,238,113.98321,,,,,
6,239,112.659984,,,,,
6,240,108.868741,,,,,
7,241,110.444922,,,,,
7,242,124.815441,,,,,
7,243,112.544453,,,,,
7,244,112.471481,,,,,
7,245,113.47526,,,,,
7,246,128.418191,,,,,
7,247,113.219546,,,,,
7,248,112.99193,,,,,
7,249,112.542492,,,,,
7,250,127.249277,,,,,
7,251,111.85156,,,,,
7,252,111.415222,,,,,
7,253,112.313548,,,,,
7,254,122.109638,,,,,
7,255,111.675066,,,,,
7,256,112.587334,,,,,
7,257,112.180345,,,,,
7,258,114.203044,,,,,
7,259,112.537182,,,,,
7,260,111.717417,,,,,
7,261,112.339849,,,,,
7,262,125.510604,,,,,
7,263,111.626674,,,,,
7,264,112.181475,,,,,
7,265,113.178266,,,,,
7,266,116.52799,,,,,
7,267,113.335308,,,,,
7,268,112.387389,,,,,
7,269,112.126654,,,,,
7,270,113.935609,,,,,
7,271,112.147295,,,,,
7,272,112.362419,,,,,
7,273,112.995401,,,,,
7,274,128.126505,,,,,
7,275,111.945462,,,,,
7,276,112.43141,,,,,
7,277,112.131005,,,,,
7,278,115.943009,,,,,
7,279,112.702727,,,,,
7,280,108.505944,,,,,
8,281,111.692496,,,,,
8,282,125.175987,,,,,
8,283,111.929681,,,,,
8,284,111.735777,,,,,
8,285,112.747486,,,,,
8,286,113.904419,,,,,
8,287,112.199095,,,,,
8,288,111.790878,,,,,
8,289,111.845788,,,,,
8,290,126.083165,,,,,
8,291,111.702187,,,,,
8,292,115.659413,,,,,
8,293,112.553443,,,,,
8,294,123.830861,,,,,
8,295,112.34655,,,,,
8,296,112.495372,,,,,
8,297,112.448451,,,,,
8,298,113.38517,,,,,
8,299,112.533602,,,,,
8,300,112.165625,,,,,
8,301,112.528492,,,,,
8,302,124.675218,,,,,
8,303,112.263638,,,,,
8,304,113.177405,,,,,
8,305,113.046482,,,,,
8,306,115.767465,,,,,
8,307,112.804768,,,,,
8,308,112.4035,,,,,
8,309,112.880469,,,,,
8,310,114.145144,,,,,
8,311,112.383729,,,,,
8,312,113.319698,,,,,
8,313,111.792688,,,,,
8,314,124.679338,,,,,
8,315,112.594774,,,,,
8,316,111.534764,,,,,
8,317,113.046482,,,,,
8,318,125.332961,,,,,
8,319,112.686245,,,,,
8,320,108.853091,,,,,
