epoch,step_idx,step_ms,energy_consumed,cpu_energy,gpu_energy,ram_energy,emissions
1,1,771.510515,,,,,
1,2,782.041699,,,,,
1,3,280.495359,,,,,
2,4,768.490496,,,,,
2,5,778.323847,,,,,
2,6,287.003326,,,,,
3,7,778.145505,,,,,
3,8,772.462162,,,,,
3,9,285.357169,,,,,
4,10,774.804109,,,,,
4,11,776.734541,,,,,
4,12,279.967641,,,,,
5,13,769.009255,,,,,
5,14,781.182955,,,,,
5,15,284.672029,,,,,
6,16,772.353579,,,,,
6,17,779.134661,,,,,
6,18,284.488005,,,,,
7,19,772.572942,,,,,
7,20,778.048517,,,,,
7,21,284.906481,,,,,
8,22,772.572921,,,,,
8,23,773.935425,,,,,
8,24,286.083281,,,,,
9,25,771.672537,,,,,
9,26,774.736059,,,,,
9,27,285.870318,,,,,
10,28,773.444156,,,,,
10,29,778.433233,,,,,
10,30,284.586506,,,,,
11,31,778.003796,,,,,
11,32,777.380806,,,,,
11,33,288.172357,,,,,
12,34,773.607409,,,,,
12,35,775.522803,,,,,
12,36,285.339349,,,,,
13,37,770.71373,,,,,
13,38,777.748862,,,,,
13,39,285.41428,,,,,
14,40,772.47874,,,,,
14,41,776.48208,,,,,
14,42,280.733029,,,,,
15,43,773.65852,,,,,
15,44,774.955043,,,,,
15,45,286.997108,,,,,
16,46,770.631248,,,,,
16,47,781.258312,,,,,
16,48,284.387262,,,,,
17,49,771.90091,,,,,
17,50,776.164015,,,,,
17,51,286.382587,,,,,
18,52,774.732,,,,,
18,53,774.106508,,,,,
18,54,285.171456,,,,,
19,55,777.864393,,,,,
19,56,771.196388,,,,,
19,57,286.266664,,,,,
20,58,771.839809,,,,,
20,59,774.676358,,,,,
20,60,285.280997,,,,,
21,61,773.118411,,,,,
21,62,776.115583,,,,,
21,63,284.907321,,,,,
22,64,773.318434,,,,,
22,65,778.321741,,,,,
22,66,282.334066,,,,,
23,67,770.685239,,,,,
23,68,773.677461,,,,,
23,69,288.735178,,,,,
24,70,773.386936,,,,,
24,71,777.557708,,,,,
24,72,285.072374,,,,,
25,73,772.434619,,,,,
25,74,774.883233,,,,,
25,75,286.378666,,,,,
26,76,770.657728,,,,,
26,77,779.437221,,,,,
26,78,286.236984,,,,,
27,79,775.189997,,,,,
27,80,775.715836,,,,,
27,81,280.994493,,,,,
28,82,775.36518,,,,,
28,83,773.222743,,,,,
28,84,289.068553,,,,,
29,85,772.422739,,,,,
29,86,777.841343,,,,,
29,87,284.180578,,,,,
30,88,778.006666,,,,,
30,89,776.000671,,,,,
30,90,284.793019,,,,,
31,91,775.96833,,,,,
31,92,773.61921,,,,,
31,93,284.866271,,,,,
32,94,776.203605,,,,,
32,95,774.361882,,,,,
32,96,279.950716,,,,,
33,97,774.710929,,,,,
33,98,775.836468,,,,,
33,99,284.217869,,,,,
34,100,774.660908,,,,,
34,101,772.007582,,,,,
34,102,286.253395,,,,,
35,103,776.50927,,,,,
35,104,774.359133,,,,,
35,105,285.098045,,,,,
36,106,776.880656,,,,,
36,107,776.807905,,,,,
36,108,279.999827,,,,,
37,109,773.931635,,,,,
37,110,774.76944,,,,,
37,111,285.604933,,,,,
38,112,773.65765,,,,,
38,113,776.573542,,,,,
38,114,284.532035,,,,,
39,115,772.44428,,,,,
39,116,775.227087,,,,,
39,117,285.220987,,,,,
40,118,775.458171,,,,,
40,119,775.540592,,,,,
40,120,284.78249,,,,,
