task_name,timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud
e1_fwd_1,2026-04-07T15:26:03,PNA,6da68418-a64b-4daa-9af8-eb4b8bae5107,0.049871910363435745,2.5571812556185595e-08,5.126897801382958e-07,360.0,64.13736042086592,10.0,5.385454371571513e-06,9.597229961855192e-07,1.4949034278591435e-07,6.494667710543007e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_1,2026-04-07T15:26:03,PNA,6da68418-a64b-4daa-9af8-eb4b8bae5107,0.03803221322596073,1.51640142610746e-08,4.024845889559914e-07,360.0,0.0,10.0,3.7473121657968095e-06,0.0,1.0400785961084798e-07,3.851320025407678e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_opt_1,2026-04-07T15:26:03,PNA,6da68418-a64b-4daa-9af8-eb4b8bae5107,0.004084708169102669,1.622569908663209e-09,4.0427061003130903e-07,360.0,0.0,10.0,4.0100570768120646e-07,0.0,1.1090711793962588e-08,4.1209641947525036e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_fwd_8,2026-04-07T15:26:04,PNA,6da68418-a64b-4daa-9af8-eb4b8bae5107,0.04970576800405979,2.4816529037917736e-08,5.030033885591809e-07,360.0,91.91372763481127,10.0,4.912049137055898e-06,1.2544454435214902e-06,1.3634803084035984e-07,6.302842611417836e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_8,2026-04-07T15:26:04,PNA,6da68418-a64b-4daa-9af8-eb4b8bae5107,0.037934139370918274,1.5181291145903416e-08,4.0262725668909126e-07,360.0,0.0,10.0,3.751583211123897e-06,0.0,1.041247561160054e-07,3.855707967239828e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_opt_8,2026-04-07T15:26:04,PNA,6da68418-a64b-4daa-9af8-eb4b8bae5107,0.0041023436933755875,1.6195797573424206e-09,4.031480415474875e-07,360.0,0.0,10.0,4.0026828646662e-07,0.0,1.1068701537118473e-08,4.113369880037656e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_fwd_15,2026-04-07T15:26:06,PNA,6da68418-a64b-4daa-9af8-eb4b8bae5107,0.049549296498298645,2.5127131502677032e-08,5.127796884056384e-07,360.0,100.6968164254981,10.0,4.880697466432991e-06,1.3655566561965315e-06,1.3547455891966523e-07,6.381728681549093e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_bwd_15,2026-04-07T15:26:06,PNA,6da68418-a64b-4daa-9af8-eb4b8bae5107,0.038749052211642265,1.5467919614186436e-08,4.025759012625726e-07,360.0,0.0,10.0,3.822416067123359e-06,0.0,1.0608911203841551e-07,3.928505179161788e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_opt_15,2026-04-07T15:26:06,PNA,6da68418-a64b-4daa-9af8-eb4b8bae5107,0.004112254828214645,1.6107023216160589e-09,4.0052729194624684e-07,360.0,0.0,10.0,3.980703651904321e-07,0.0,1.1011952948237851e-08,4.090823181386767e-07,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
e1_fwd_22,2026-04-07T15:26:07,PNA,6da68418-a64b-4daa-9af8-eb4b8bae5107,0.050094783306121826,1.9975488921041434e-08,4.0291530795058535e-07,360.0,0.0,10.0,4.9363033846020355e-06,0.0,1.3702345184153842e-07,5.073326836443513e-06,0.0,Canada,CAN,quebec,,,Linux-5.15.0-144-generic-x86_64-with-glibc2.35,3.12.12,3.1.0,4,AMD EPYC 9474F 48-Core Processor,1,1 x NVIDIA RTX 5000 Ada Generation,,,4,machine,N
