epoch,step_idx,step_ms
1,1,100.961551
1,2,88.817906
1,3,89.111031
1,4,89.427196
1,5,89.791441
1,6,90.583315
1,7,89.922104
1,8,89.66462
1,9,89.823572
1,10,89.938974
1,11,107.002668
1,12,89.853582
1,13,89.896874
1,14,90.479933
1,15,89.991605
1,16,89.933814
1,17,90.086906
1,18,90.066196
1,19,89.808642
1,20,90.380291
1,21,100.958632
1,22,91.480219
1,23,90.094336
1,24,89.796482
1,25,90.597025
1,26,90.413662
1,27,90.089456
1,28,90.169868
1,29,104.304924
1,30,89.465996
1,31,89.69332
1,32,89.564088
1,33,89.73801
1,34,89.793453
1,35,91.649902
1,36,89.892744
1,37,89.800102
1,38,89.889663
1,39,107.050019
1,40,89.71487
1,41,90.680066
1,42,90.033065
1,43,89.562328
1,44,89.523268
1,45,89.69806
1,46,89.746121
1,47,90.96982
1,48,89.961314
1,49,110.976172
1,50,90.91428
1,51,90.769707
1,52,90.119407
1,53,91.735383
1,54,89.914813
1,55,90.119787
1,56,89.879974
1,57,102.585247
1,58,89.577217
1,59,94.095731
1,60,90.774737
1,61,89.68424
1,62,89.926005
1,63,89.71757
1,64,89.752191
1,65,89.749961
1,66,91.136764
1,67,103.755666
1,68,90.603625
1,69,89.813312
1,70,90.653926
1,71,90.062636
1,72,90.056266
1,73,89.600579
1,74,89.611919
1,75,89.790132
1,76,103.066895
1,77,89.69723
1,78,90.3178
1,79,92.531166
1,80,91.199234
1,81,89.993675
1,82,89.684481
1,83,89.880933
1,84,89.763691
1,85,89.865072
1,86,104.184533
1,87,90.180028
1,88,89.918424
1,89,90.053276
1,90,89.748092
1,91,90.740177
1,92,89.999046
1,93,90.522303
1,94,89.821782
1,95,90.217018
1,96,105.345731
1,97,89.777752
1,98,89.911594
1,99,90.165008
1,100,89.677269
1,101,90.824928
1,102,89.644309
1,103,89.751791
1,104,107.599338
1,105,89.860703
1,106,89.997954
1,107,90.467152
1,108,90.191238
1,109,89.763871
1,110,89.312654
1,111,89.629859
1,112,89.529298
1,113,89.432956
1,114,103.229277
1,115,89.64366
1,116,89.489767
1,117,89.702301
1,118,89.843683
1,119,89.750751
1,120,89.570078
1,121,89.456547
1,122,89.978564
1,123,90.016475
1,124,105.676377
1,125,89.785802
1,126,90.667636
1,127,93.055724
1,128,90.133628
1,129,90.240988
1,130,90.203288
1,131,90.220079
1,132,107.299234
1,133,89.586498
1,134,89.530178
1,135,90.206948
1,136,89.947394
1,137,90.069116
1,138,89.857383
1,139,89.71135
1,140,89.867633
1,141,89.975295
1,142,102.312363
1,143,89.799162
1,144,89.735321
1,145,89.69326
1,146,90.625335
1,147,89.814842
1,148,89.956894
1,149,92.114209
1,150,90.721997
1,151,105.818349
1,152,90.453323
1,153,91.036372
1,154,90.565885
1,155,89.910594
1,156,89.815922
1,157,89.07206
2,158,101.356947
2,159,88.916648
2,160,89.363374
2,161,90.006465
2,162,89.747501
2,163,90.031826
2,164,89.289484
2,165,90.349411
2,166,89.566488
2,167,89.819892
2,168,103.146366
2,169,90.150477
2,170,90.35408
2,171,89.633079
2,172,90.29427
2,173,90.348381
2,174,89.838903
2,175,90.402792
2,176,90.222648
2,177,89.865113
2,178,108.132517
2,179,90.014205
2,180,89.799822
2,181,89.982945
2,182,89.995465
2,183,90.760667
2,184,89.776282
2,185,89.827542
2,186,105.202379
2,187,89.709111
2,188,90.402452
2,189,89.766742
2,190,90.005645
2,191,90.030416
2,192,89.68091
2,193,90.2927
2,194,90.068916
2,195,89.773252
2,196,102.78187
2,197,89.637409
2,198,89.641829
2,199,89.930983
2,200,89.550498
2,201,92.20164
2,202,89.797862
2,203,89.599498
2,204,91.655612
2,205,91.069072
2,206,107.055099
2,207,91.356477
2,208,91.023261
2,209,90.707896
2,210,91.060902
2,211,91.337637
2,212,91.411697
2,213,90.811178
2,214,106.46473
