epoch,step_idx,step_ms,energy_consumed,cpu_energy,gpu_energy,ram_energy,emissions
9,88,149.364307,,,,,
9,89,148.145173,,,,,
9,90,114.235146,,,,,
10,91,146.877078,,,,,
10,92,149.481529,,,,,
10,93,148.467129,,,,,
10,94,150.332035,,,,,
10,95,146.524872,,,,,
10,96,149.383617,,,,,
10,97,148.744235,,,,,
10,98,149.784515,,,,,
10,99,148.190974,,,,,
10,100,114.467181,,,,,
11,101,149.161683,,,,,
11,102,151.382225,,,,,
11,103,147.875317,,,,,
11,104,152.207162,,,,,
11,105,146.899199,,,,,
11,106,151.279643,,,,,
11,107,147.254836,,,,,
11,108,150.189543,,,,,
11,109,147.895388,,,,,
11,110,116.623442,,,,,
12,111,149.805306,,,,,
12,112,149.796075,,,,,
12,113,148.559441,,,,,
12,114,155.045547,,,,,
12,115,148.696094,,,,,
12,116,151.126501,,,,,
12,117,147.410019,,,,,
12,118,150.847206,,,,,
12,119,148.302386,,,,,
12,120,113.638514,,,,,
13,121,148.390618,,,,,
13,122,151.214362,,,,,
13,123,146.856578,,,,,
13,124,148.689194,,,,,
13,125,149.776664,,,,,
13,126,155.981325,,,,,
13,127,148.357847,,,,,
13,128,151.722522,,,,,
13,129,151.11975,,,,,
13,130,115.077212,,,,,
14,131,147.206965,,,,,
14,132,150.407066,,,,,
14,133,148.022711,,,,,
14,134,151.695382,,,,,
14,135,150.928477,,,,,
14,136,152.774272,,,,,
14,137,149.570711,,,,,
14,138,148.835386,,,,,
14,139,146.766996,,,,,
14,140,115.124273,,,,,
15,141,148.645473,,,,,
15,142,151.561629,,,,,
15,143,148.900218,,,,,
15,144,149.475529,,,,,
15,145,149.954719,,,,,
15,146,153.452196,,,,,
15,147,150.988208,,,,,
15,148,151.464937,,,,,
15,149,147.974589,,,,,
15,150,114.438879,,,,,
16,151,147.394009,,,,,
16,152,149.968738,,,,,
16,153,147.621613,,,,,
16,154,149.859527,,,,,
16,155,150.450868,,,,,
16,156,149.821815,,,,,
16,157,148.133582,,,,,
16,158,150.738054,,,,,
16,159,147.787496,,,,,
16,160,114.655614,,,,,
17,161,147.897909,,,,,
17,162,149.974618,,,,,
17,163,147.589223,,,,,
17,164,154.878433,,,,,
17,165,147.746404,,,,,
17,166,153.484547,,,,,
17,167,147.48295,,,,,
17,168,149.902187,,,,,
17,169,148.670353,,,,,
17,170,115.896148,,,,,
18,171,149.613931,,,,,
18,172,150.326086,,,,,
18,173,146.720695,,,,,
18,174,150.675802,,,,,
18,175,146.578112,,,,,
18,176,149.793585,,,,,
18,177,149.828156,,,,,
18,178,148.875658,,,,,
18,179,149.467529,,,,,
18,180,114.019921,,,,,
19,181,150.134361,,,,,
19,182,150.467158,,,,,
19,183,148.647581,,,,,
19,184,150.493158,,,,,
19,185,146.40523,,,,,
19,186,152.191716,,,,,
19,187,147.347907,,,,,
19,188,148.526396,,,,,
19,189,148.991474,,,,,
19,190,114.266332,,,,,
20,191,146.968711,,,,,
20,192,150.550719,,,,,
20,193,148.721609,,,,,
20,194,149.067324,,,,,
20,195,147.232535,,,,,
20,196,148.695388,,,,,
20,197,148.19526,,,,,
20,198,151.873521,,,,,
20,199,148.941443,,,,,
20,200,117.354762,,,,,
21,201,148.318263,,,,,
21,202,150.647051,,,,,
21,203,147.768253,,,,,
21,204,149.41113,,,,,
21,205,147.583101,,,,,
21,206,150.535108,,,,,
21,207,149.551702,,,,,
21,208,154.748678,,,,,
21,209,147.370336,,,,,
21,210,113.439779,,,,,
22,211,147.632281,,,,,
22,212,150.550719,,,,,
22,213,149.240608,,,,,
22,214,149.243668,,,,,
22,215,148.603017,,,,,
22,216,150.543529,,,,,
22,217,149.497042,,,,,
22,218,149.34638,,,,,
22,219,146.337951,,,,,
22,220,115.840867,,,,,
23,221,148.168131,,,,,
23,222,150.371876,,,,,
23,223,146.539943,,,,,
23,224,150.59792,,,,,
23,225,148.003138,,,,,
23,226,151.764039,,,,,
23,227,147.50792,,,,,
23,228,149.41815,,,,,
23,229,148.7979,,,,,
23,230,116.922626,,,,,
24,231,148.431865,,,,,
24,232,148.710229,,,,,
24,233,148.296032,,,,,
24,234,151.585436,,,,,
24,235,151.003357,,,,,
24,236,149.731216,,,,,
24,237,148.929323,,,,,
24,238,149.477371,,,,,
24,239,147.821784,,,,,
24,240,114.458635,,,,,
25,241,149.955179,,,,,
25,242,148.385154,,,,,
25,243,148.016797,,,,,
25,244,152.614754,,,,,
25,245,147.934986,,,,,
25,246,148.967883,,,,,
25,247,149.078375,,,,,
25,248,149.215267,,,,,
25,249,149.614854,,,,,
25,250,114.898213,,,,,
26,251,146.289778,,,,,
26,252,152.518671,,,,,
26,253,149.303299,,,,,
26,254,150.832585,,,,,
26,255,149.287338,,,,,
26,256,149.311488,,,,,
26,257,148.207531,,,,,
26,258,150.758412,,,,,
26,259,148.941003,,,,,
26,260,114.575236,,,,,
27,261,148.532946,,,,,
27,262,152.375049,,,,,
27,263,147.164944,,,,,
27,264,154.289541,,,,,
27,265,148.305052,,,,,
27,266,152.745995,,,,,
27,267,147.814804,,,,,
27,268,152.260268,,,,,
27,269,147.113393,,,,,
27,270,117.16913,,,,,
28,271,148.483255,,,,,
28,272,151.239341,,,,,
28,273,149.732476,,,,,
28,274,152.755605,,,,,
28,275,147.51821,,,,,
28,276,149.41681,,,,,
28,277,147.248445,,,,,
28,278,152.141296,,,,,
28,279,149.005164,,,,,
28,280,114.045429,,,,,
29,281,148.729789,,,,,
29,282,148.375594,,,,,
29,283,147.315106,,,,,
29,284,151.262051,,,,,
29,285,148.010248,,,,,
29,286,150.810143,,,,,
29,287,147.54352,,,,,
29,288,152.910479,,,,,
29,289,147.135403,,,,,
29,290,115.497862,,,,,
30,291,148.645218,,,,,
30,292,150.58423,,,,,
30,293,149.076295,,,,,
30,294,153.314185,,,,,
30,295,147.138173,,,,,
30,296,151.146899,,,,,
30,297,148.049228,,,,,
30,298,152.019264,,,,,
30,299,148.304573,,,,,
30,300,115.375711,,,,,
