epoch,step_idx,step_ms,energy_consumed,cpu_energy,gpu_energy,ram_energy,emissions
9,169,111.605835,,,,,
9,170,111.165275,,,,,
9,171,110.737697,,,,,
9,172,111.945412,,,,,
9,173,112.241158,,,,,
9,174,110.631535,,,,,
9,175,110.428912,,,,,
9,176,112.669865,,,,,
9,177,116.740534,,,,,
9,178,112.362749,,,,,
9,179,111.376169,,,,,
9,180,111.224556,,,,,
10,181,110.093615,,,,,
10,182,109.592726,,,,,
10,183,111.110935,,,,,
10,184,110.807679,,,,,
10,185,111.209736,,,,,
10,186,111.738997,,,,,
10,187,111.713397,,,,,
10,188,114.333177,,,,,
10,189,111.817368,,,,,
10,190,111.35669,,,,,
10,191,111.407961,,,,,
10,192,111.311658,,,,,
10,193,111.695026,,,,,
10,194,110.337671,,,,,
10,195,111.079154,,,,,
10,196,111.415381,,,,,
10,197,110.579614,,,,,
10,198,114.418159,,,,,
10,199,113.632063,,,,,
10,200,114.864868,,,,,
11,201,110.048645,,,,,
11,202,109.775309,,,,,
11,203,110.755848,,,,,
11,204,111.098665,,,,,
11,205,111.223817,,,,,
11,206,111.509443,,,,,
11,207,111.329049,,,,,
11,208,115.618833,,,,,
11,209,111.31089,,,,,
11,210,111.862219,,,,,
11,211,110.216717,,,,,
11,212,110.466143,,,,,
11,213,114.524752,,,,,
11,214,112.675765,,,,,
11,215,111.428992,,,,,
11,216,111.91893,,,,,
11,217,110.85859,,,,,
11,218,111.586624,,,,,
11,219,111.066875,,,,,
11,220,121.19645,,,,,
12,221,110.517953,,,,,
12,222,110.488172,,,,,
12,223,111.89592,,,,,
12,224,111.629965,,,,,
12,225,111.341629,,,,,
12,226,111.41365,,,,,
12,227,110.749218,,,,,
12,228,110.620216,,,,,
12,229,111.644536,,,,,
12,230,110.930902,,,,,
12,231,110.583034,,,,,
12,232,112.442711,,,,,
12,233,112.428861,,,,,
12,234,110.884081,,,,,
12,235,112.185696,,,,,
12,236,110.693846,,,,,
12,237,110.011644,,,,,
12,238,111.321109,,,,,
12,239,111.312358,,,,,
12,240,111.472311,,,,,
13,241,110.394851,,,,,
13,242,109.578785,,,,,
13,243,111.658745,,,,,
13,244,111.446061,,,,,
13,245,111.604515,,,,,
13,246,111.142736,,,,,
13,247,111.879909,,,,,
13,248,111.054283,,,,,
13,249,111.869799,,,,,
13,250,112.023253,,,,,
13,251,112.611824,,,,,
13,252,110.86102,,,,,
13,253,114.761795,,,,,
13,254,112.616304,,,,,
13,255,111.325978,,,,,
13,256,111.91608,,,,,
13,257,112.993431,,,,,
13,258,111.373629,,,,,
13,259,111.35947,,,,,
13,260,120.844423,,,,,
14,261,110.37815,,,,,
14,262,110.471743,,,,,
14,263,111.114754,,,,,
14,264,110.80585,,,,,
14,265,110.844709,,,,,
14,266,111.044423,,,,,
14,267,111.318259,,,,,
14,268,110.977292,,,,,
14,269,112.330078,,,,,
14,270,111.869069,,,,,
14,271,114.556662,,,,,
14,272,111.120305,,,,,
14,273,111.243508,,,,,
14,274,111.480202,,,,,
14,275,111.016683,,,,,
14,276,111.349779,,,,,
14,277,110.534154,,,,,
14,278,111.303468,,,,,
14,279,111.134985,,,,,
14,280,110.139997,,,,,
15,281,110.525193,,,,,
15,282,112.137825,,,,,
15,283,111.810758,,,,,
15,284,111.547803,,,,,
15,285,109.995523,,,,,
15,286,111.209917,,,,,
15,287,111.054103,,,,,
15,288,111.743626,,,,,
15,289,111.075044,,,,,
15,290,112.101974,,,,,
15,291,115.224114,,,,,
15,292,110.793779,,,,,
15,293,111.222657,,,,,
15,294,112.839178,,,,,
15,295,110.81563,,,,,
15,296,111.331999,,,,,
15,297,111.172896,,,,,
15,298,111.37033,,,,,
15,299,111.779038,,,,,
15,300,115.858657,,,,,
